uid,orig_commodity,orig_first_period,orig_last_period,orig_status,n_steps_in_chain,journey,family_id,latest_commodity,final_status
IMR_0192,"3004.31.99.00 - Insulin, nes, for human use, in dosage (Terminated 1997-12)",1988-01-01,1997-12-01,ended_1997-12,3,3004.31.99.00 -> 3004.31.00.90 -> 3004.31.00.00,IM_0113,"3004.31.00.00 - Medicaments,cont insulin,in doses/forms/pack f retail sale,o/t No 30.02/05/06",active
IMR_0193,"3004.32.00.00 - Medi,cont corticosteroid horm/deriv/struct ana,in doses/frs,o/t No 30.02/05/06",2012-01-01,2025-12-01,active,1,3004.32.00.00,IM_0116,"3004.32.00.00 - Medi,cont corticosteroid horm/deriv/struct ana,in doses/frs,o/t No 30.02/05/06",active
IMR_0194,"3004.32.00.10 - Adrenal cortical horm, cont more than 23% of abs ethyl alc by vol, in dosage (Terminated 2001-12)",1998-03-01,2001-12-01,ended_2001-12,2,3004.32.00.10 -> 3004.32.00.00,IM_0116,"3004.32.00.00 - Medi,cont corticosteroid horm/deriv/struct ana,in doses/frs,o/t No 30.02/05/06",active
IMR_0195,"3004.32.00.11 - Hydrocortisone, for human use, in dosage (Terminated 2011-12)",2002-01-01,2011-12-01,ended_2011-12,2,3004.32.00.11 -> 3004.32.00.00,IM_0116,"3004.32.00.00 - Medi,cont corticosteroid horm/deriv/struct ana,in doses/frs,o/t No 30.02/05/06",active
IMR_0196,"3004.32.00.19 - Medicaments containing corticosteroid hormones, for human use, nes (Terminated 2011-12)",2002-01-01,2011-12-01,ended_2011-12,2,3004.32.00.19 -> 3004.32.00.00,IM_0116,"3004.32.00.00 - Medi,cont corticosteroid horm/deriv/struct ana,in doses/frs,o/t No 30.02/05/06",active
IMR_0197,"3004.32.00.20 - Corticosteriod hormones, for veterinary use, in dosage (Terminated 2011-12)",2002-01-01,2011-12-01,ended_2011-12,2,3004.32.00.20 -> 3004.32.00.00,IM_0116,"3004.32.00.00 - Medi,cont corticosteroid horm/deriv/struct ana,in doses/frs,o/t No 30.02/05/06",active
IMR_0198,"3004.32.00.81 - Hydrocortisone, for human use, in dosage (Terminated 2001-12)",1998-01-01,2001-12-01,ended_2001-12,3,3004.32.00.81 -> 3004.32.00.11 -> 3004.32.00.00,IM_0116,"3004.32.00.00 - Medi,cont corticosteroid horm/deriv/struct ana,in doses/frs,o/t No 30.02/05/06",active
IMR_0199,"3004.32.00.82 - Betamethasone, for human use, in dosage (Terminated 2001-12)",2000-11-01,2001-11-01,ended_2001-12,2,3004.32.00.82 -> 3004.32.00.00,IM_0116,"3004.32.00.00 - Medi,cont corticosteroid horm/deriv/struct ana,in doses/frs,o/t No 30.02/05/06",active
IMR_0200,"3004.32.00.89 - Adrenal cortical hormones, nes, for human use, in dosage (Terminated 2001-12)",1998-01-01,2001-12-01,ended_2001-12,2,3004.32.00.89 -> 3004.32.00.00,IM_0116,"3004.32.00.00 - Medi,cont corticosteroid horm/deriv/struct ana,in doses/frs,o/t No 30.02/05/06",active
IMR_0201,"3004.32.00.90 - Adrenal cortical hormones, for vet use, in dosage (Terminated 2001-12)",1998-01-01,2001-12-01,ended_2001-12,2,3004.32.00.90 -> 3004.32.00.00,IM_0116,"3004.32.00.00 - Medi,cont corticosteroid horm/deriv/struct ana,in doses/frs,o/t No 30.02/05/06",active
IMR_0202,"3004.32.10.00 - Adrenal cortical horm, cont more than 23% of abs ethyl alc by vol, in dosage (Terminated 1997-12)",1989-06-01,1997-12-01,ended_1997-12,3,3004.32.10.00 -> 3004.32.00.10 -> 3004.32.00.00,IM_0116,"3004.32.00.00 - Medi,cont corticosteroid horm/deriv/struct ana,in doses/frs,o/t No 30.02/05/06",active
IMR_0203,"3004.32.90.11 - Hydrocortisone, for human use, in dosage (Terminated 1997-12)",1988-01-01,1997-12-01,ended_1997-12,4,3004.32.90.11 -> 3004.32.00.81 -> 3004.32.00.11 -> 3004.32.00.00,IM_0116,"3004.32.00.00 - Medi,cont corticosteroid horm/deriv/struct ana,in doses/frs,o/t No 30.02/05/06",active
IMR_0204,"3004.32.90.12 - Betamethasone, for human use, in dosage (Terminated 1997-12)",1988-03-01,1997-06-01,ended_1997-12,2,3004.32.90.12 -> 3004.32.00.00,IM_0116,"3004.32.00.00 - Medi,cont corticosteroid horm/deriv/struct ana,in doses/frs,o/t No 30.02/05/06",active
IMR_0205,"3004.32.90.19 - Adrenal cortical hormones, nes, for human use, in dosage (Terminated 1997-12)",1988-01-01,1997-12-01,ended_1997-12,3,3004.32.90.19 -> 3004.32.00.89 -> 3004.32.00.00,IM_0116,"3004.32.00.00 - Medi,cont corticosteroid horm/deriv/struct ana,in doses/frs,o/t No 30.02/05/06",active
IMR_0206,"3004.32.90.20 - Adrenal cortical hormones, for vet use, in dosage (Terminated 1997-12)",1988-02-01,1997-12-01,ended_1997-12,3,3004.32.90.20 -> 3004.32.00.90 -> 3004.32.00.00,IM_0116,"3004.32.00.00 - Medi,cont corticosteroid horm/deriv/struct ana,in doses/frs,o/t No 30.02/05/06",active
IMR_0207,"3004.39.00.10 - Epinephrine & its sol & pituitary extrc, prepr for parentl admin in hum, in dos (Terminated 2011-12)",1998-01-01,2011-12-01,ended_2011-12,2,3004.39.00.10 -> 3004.39.00.11,IM_0125,"3004.39.00.11 - Medi,cont epinephrine/solutions/pituitary extracts,doses/frs,o/t No 30.02/05/06",active
IMR_0208,"3004.39.00.11 - Medi,cont epinephrine/solutions/pituitary extracts,doses/frs,o/t No 30.02/05/06",2012-01-01,2025-12-01,active,1,3004.39.00.11,IM_0125,"3004.39.00.11 - Medi,cont epinephrine/solutions/pituitary extracts,doses/frs,o/t No 30.02/05/06",active
IMR_0209,"3004.39.00.12 - Medi,cont anterior pituitary hormones,f human,doses/pack frs,o/t No 30.02/05/06",2012-01-01,2025-12-01,active,1,3004.39.00.12,IM_0127,"3004.39.00.12 - Medi,cont anterior pituitary hormones,f human,doses/pack frs,o/t No 30.02/05/06",active
IMR_0210,"3004.39.00.13 - Medi,cont unmixed single estrogens,for human,doses/pack frs,o/t No 30.02/05/06",2012-01-01,2025-12-01,active,1,3004.39.00.13,IM_0128,"3004.39.00.13 - Medi,cont unmixed single estrogens,for human,doses/pack frs,o/t No 30.02/05/06",active
IMR_0211,"3004.39.00.19 - Medi,cont horm/prod No 29.37,f human use,doses/pack frs,o/t No 30.02/05/06,nes",2012-01-01,2025-12-01,active,1,3004.39.00.19,IM_0129,"3004.39.00.19 - Medi,cont horm/prod No 29.37,f human use,doses/pack frs,o/t No 30.02/05/06,nes",active
IMR_0212,"3004.39.00.81 - Anterior pituitary hormones, for human use, in dosage (Terminated 2011-12)",1998-01-01,2011-12-01,ended_2011-12,2,3004.39.00.81 -> 3004.39.00.12,IM_0127,"3004.39.00.12 - Medi,cont anterior pituitary hormones,f human,doses/pack frs,o/t No 30.02/05/06",active
IMR_0213,"3004.39.00.82 - Posterior pituitary hormones, for human use, in dosage (Terminated 2011-12)",1998-06-01,2011-12-01,ended_2011-12,2,3004.39.00.82 -> 3004.39.00.19,IM_0129,"3004.39.00.19 - Medi,cont horm/prod No 29.37,f human use,doses/pack frs,o/t No 30.02/05/06,nes",active
IMR_0214,"3004.39.00.83 - Unmixed single estrogens, for human use, in dosage (Terminated 2011-12)",1998-01-01,2011-12-01,ended_2011-12,2,3004.39.00.83 -> 3004.39.00.19,IM_0129,"3004.39.00.19 - Medi,cont horm/prod No 29.37,f human use,doses/pack frs,o/t No 30.02/05/06,nes",active
IMR_0215,"3004.39.00.84 - Unmixed single progestational hormones, for human use, in dosage (Terminated 2011-12)",1998-01-01,2011-12-01,ended_2011-12,2,3004.39.00.84 -> 3004.39.00.19,IM_0129,"3004.39.00.19 - Medi,cont horm/prod No 29.37,f human use,doses/pack frs,o/t No 30.02/05/06,nes",active
IMR_0216,"3004.39.00.85 - Hormones, nes, for human use, in dosage (Terminated 2011-12)",1998-01-01,2011-12-01,ended_2011-12,2,3004.39.00.85 -> 3004.39.00.19,IM_0129,"3004.39.00.19 - Medi,cont horm/prod No 29.37,f human use,doses/pack frs,o/t No 30.02/05/06,nes",active
IMR_0217,"3004.39.00.90 - Hormones, nes, for vet use, in dosage",1998-01-01,2001-12-01,ended_2001-12,1,3004.39.00.90,IM_0135,"3004.39.00.90 - Medi,cont hormones/prod No 29.37,f vet use,doses/pack frs,o/t No 30.02/05/06,nes",active
IMR_0218,"3004.39.00.90 - Hormones, nes, for veterinary use, in dosage",2002-01-01,2011-12-01,ended_2011-12,1,3004.39.00.90,IM_0135,"3004.39.00.90 - Medi,cont hormones/prod No 29.37,f vet use,doses/pack frs,o/t No 30.02/05/06,nes",active
IMR_0219,"3004.39.00.90 - Medi,cont hormones/prod No 29.37,f vet use,doses/pack frs,o/t No 30.02/05/06,nes",2012-01-01,2025-12-01,active,1,3004.39.00.90,IM_0135,"3004.39.00.90 - Medi,cont hormones/prod No 29.37,f vet use,doses/pack frs,o/t No 30.02/05/06,nes",active
IMR_0220,"3004.39.10.00 - Epinephrine & its sol & pituitary extrc, prepr for parentl admin in hum, in dos (Terminated 1997-12)",1988-02-01,1997-12-01,ended_1997-12,3,3004.39.10.00 -> 3004.39.00.10 -> 3004.39.00.11,IM_0125,"3004.39.00.11 - Medi,cont epinephrine/solutions/pituitary extracts,doses/frs,o/t No 30.02/05/06",active
IMR_0221,"3004.39.91.00 - Hormones, nes, cont more than 23% of abs ethy alc by vol, in dosage (Terminated 1997-12)",1988-02-01,1997-09-01,ended_1997-12,2,3004.39.91.00 -> 3004.39.00.19,IM_0129,"3004.39.00.19 - Medi,cont horm/prod No 29.37,f human use,doses/pack frs,o/t No 30.02/05/06,nes",active
IMR_0222,"3004.39.99.10 - Anterior pituitary hormones, for human use, in dosage (Terminated 1997-12)",1988-01-01,1997-12-01,ended_1997-12,3,3004.39.99.10 -> 3004.39.00.81 -> 3004.39.00.12,IM_0127,"3004.39.00.12 - Medi,cont anterior pituitary hormones,f human,doses/pack frs,o/t No 30.02/05/06",active
IMR_0223,"3004.39.99.20 - Posterior pituitary hormones, for human use, in dosage (Terminated 1997-12)",1988-01-01,1997-12-01,ended_1997-12,3,3004.39.99.20 -> 3004.39.00.82 -> 3004.39.00.19,IM_0129,"3004.39.00.19 - Medi,cont horm/prod No 29.37,f human use,doses/pack frs,o/t No 30.02/05/06,nes",active
IMR_0224,"3004.39.99.30 - Unmixed single estrogens, for human use, in dosage (Terminated 1997-12)",1988-01-01,1997-12-01,ended_1997-12,3,3004.39.99.30 -> 3004.39.00.83 -> 3004.39.00.19,IM_0129,"3004.39.00.19 - Medi,cont horm/prod No 29.37,f human use,doses/pack frs,o/t No 30.02/05/06,nes",active
IMR_0225,"3004.39.99.40 - Unmixed single progestational hormones, for human use, in dosage (Terminated 1997-12)",1988-01-01,1997-11-01,ended_1997-12,3,3004.39.99.40 -> 3004.39.00.84 -> 3004.39.00.19,IM_0129,"3004.39.00.19 - Medi,cont horm/prod No 29.37,f human use,doses/pack frs,o/t No 30.02/05/06,nes",active
IMR_0226,"3004.39.99.50 - Hormones, nes, for human use, in dosage (Terminated 1997-12)",1988-01-01,1997-12-01,ended_1997-12,3,3004.39.99.50 -> 3004.39.00.85 -> 3004.39.00.19,IM_0129,"3004.39.00.19 - Medi,cont horm/prod No 29.37,f human use,doses/pack frs,o/t No 30.02/05/06,nes",active
IMR_0227,"3004.39.99.60 - Hormones, nes, for vet use, in dosage (Terminated 1997-12)",1988-01-01,1997-12-01,ended_1997-12,2,3004.39.99.60 -> 3004.39.00.90,IM_0135,"3004.39.00.90 - Medi,cont hormones/prod No 29.37,f vet use,doses/pack frs,o/t No 30.02/05/06,nes",active
IMR_0228,"3004.40.00.10 - Codeine or its derivatives, for human use, in dosage (Terminated 2011-12)",1998-01-01,2011-12-01,ended_2011-12,2,3004.40.00.10 -> 3004.49.00.10,IM_0137,"3004.49.00.10 - Medi,cont morphine/deriv t/o,nes,therap/prophltc,in doses/frs,o/t No 30.02/05/06",active
IMR_0229,"3004.40.00.20 - Vincristine, for human use, in dosage (Terminated 2011-12)",1998-01-01,2011-12-01,ended_2011-12,2,3004.40.00.20 -> 3004.49.00.90,IM_0138,"3004.49.00.90 - Medi,cont alkaloids/deriv t/o,nes,therap/prophltc,doses/frs,o/t No 30.02/05/06",active
IMR_0230,"3004.40.00.30 - Theophylline, for human use, in dosage (Terminated 2016-12)",1998-01-01,2016-12-01,ended_2016-12,2,3004.40.00.30 -> 3004.49.00.90,IM_0138,"3004.49.00.90 - Medi,cont alkaloids/deriv t/o,nes,therap/prophltc,doses/frs,o/t No 30.02/05/06",active
IMR_0231,"3004.40.00.40 - Morphine or its derivatives, for human use, in dosage (Terminated 2016-12)",2002-01-01,2016-12-01,ended_2016-12,2,3004.40.00.40 -> 3004.49.00.10,IM_0137,"3004.49.00.10 - Medi,cont morphine/deriv t/o,nes,therap/prophltc,in doses/frs,o/t No 30.02/05/06",active
IMR_0232,"3004.40.00.40 - Morphine or its derivs, for human use, in dosage (Terminated 2016-12)",1998-01-01,2001-12-01,ended_2001-12,2,3004.40.00.40 -> 3004.49.00.10,IM_0137,"3004.49.00.10 - Medi,cont morphine/deriv t/o,nes,therap/prophltc,in doses/frs,o/t No 30.02/05/06",active
IMR_0233,"3004.40.00.50 - Aminophylline, for human use, in dosage (Terminated 2011-12)",1998-03-01,2011-12-01,ended_2011-12,2,3004.40.00.50 -> 3004.49.00.90,IM_0138,"3004.49.00.90 - Medi,cont alkaloids/deriv t/o,nes,therap/prophltc,doses/frs,o/t No 30.02/05/06",active
IMR_0234,"3004.40.00.80 - Narcotic veg alkaloids or their narc derivs, nes, for human use, in dosage (Terminated 2011-12)",1998-01-01,2011-12-01,ended_2011-12,2,3004.40.00.80 -> 3004.49.00.10,IM_0137,"3004.49.00.10 - Medi,cont morphine/deriv t/o,nes,therap/prophltc,in doses/frs,o/t No 30.02/05/06",active
IMR_0235,"3004.40.00.90 - Non-narc veg alkaloids or their non-narc derivatives,nes,for human use,in dosage (Terminated 2016-12)",2002-01-01,2016-12-01,ended_2016-12,2,3004.40.00.90 -> 3004.49.00.90,IM_0138,"3004.49.00.90 - Medi,cont alkaloids/deriv t/o,nes,therap/prophltc,doses/frs,o/t No 30.02/05/06",active
IMR_0236,"3004.40.00.90 - Non-narc veg alkaloids or their non-narc derivs, nes, for human use, in dosage (Terminated 2016-12)",1998-01-01,2001-12-01,ended_2001-12,2,3004.40.00.90 -> 3004.49.00.90,IM_0138,"3004.49.00.90 - Medi,cont alkaloids/deriv t/o,nes,therap/prophltc,doses/frs,o/t No 30.02/05/06",active
IMR_0237,"3004.40.10.00 - Alkaloids or their derivs, cont more than 23% of abs ethyl alc by vol, in dosage (Terminated 1997-12)",1988-03-01,1997-12-01,ended_1997-12,2,3004.40.10.00 -> 3004.49.00.90,IM_0138,"3004.49.00.90 - Medi,cont alkaloids/deriv t/o,nes,therap/prophltc,doses/frs,o/t No 30.02/05/06",active
IMR_0238,"3004.40.90.11 - Codeine phosphate, for human use, in dosage (Terminated 1997-12)",1990-08-01,1996-12-01,ended_1997-12,3,3004.40.90.11 -> 3004.40.00.10 -> 3004.49.00.10,IM_0137,"3004.49.00.10 - Medi,cont morphine/deriv t/o,nes,therap/prophltc,in doses/frs,o/t No 30.02/05/06",active
IMR_0239,"3004.40.90.19 - Codeine or its derivs nes, for human use, in dosage (Terminated 1997-12)",1988-01-01,1997-12-01,ended_1997-12,3,3004.40.90.19 -> 3004.40.00.10 -> 3004.49.00.10,IM_0137,"3004.49.00.10 - Medi,cont morphine/deriv t/o,nes,therap/prophltc,in doses/frs,o/t No 30.02/05/06",active
IMR_0240,"3004.40.90.20 - Quinidine sulphate, for human use, in dosage (Terminated 1997-12)",1988-02-01,1997-07-01,ended_1997-12,2,3004.40.90.20 -> 3004.49.00.90,IM_0138,"3004.49.00.90 - Medi,cont alkaloids/deriv t/o,nes,therap/prophltc,doses/frs,o/t No 30.02/05/06",active
IMR_0241,"3004.40.90.30 - Vincristine, for human use, in dosage (Terminated 1997-12)",1988-02-01,1997-11-01,ended_1997-12,3,3004.40.90.30 -> 3004.40.00.20 -> 3004.49.00.90,IM_0138,"3004.49.00.90 - Medi,cont alkaloids/deriv t/o,nes,therap/prophltc,doses/frs,o/t No 30.02/05/06",active
IMR_0242,"3004.40.90.40 - Theophylline, for human use, in dosage (Terminated 1997-12)",1988-01-01,1997-11-01,ended_1997-12,3,3004.40.90.40 -> 3004.40.00.30 -> 3004.49.00.90,IM_0138,"3004.49.00.90 - Medi,cont alkaloids/deriv t/o,nes,therap/prophltc,doses/frs,o/t No 30.02/05/06",active
IMR_0243,"3004.40.90.50 - Morphine or its derivs, for human use, in dosage (Terminated 1997-12)",1988-01-01,1997-12-01,ended_1997-12,3,3004.40.90.50 -> 3004.40.00.40 -> 3004.49.00.10,IM_0137,"3004.49.00.10 - Medi,cont morphine/deriv t/o,nes,therap/prophltc,in doses/frs,o/t No 30.02/05/06",active
IMR_0244,"3004.40.90.60 - Cocaine or its derivs, for human use, in dosage (Terminated 1997-12)",1991-11-01,1994-03-01,ended_1997-12,3,3004.40.90.60 -> 3004.40.00.40 -> 3004.49.00.10,IM_0137,"3004.49.00.10 - Medi,cont morphine/deriv t/o,nes,therap/prophltc,in doses/frs,o/t No 30.02/05/06",active
IMR_0245,"3004.40.90.70 - Aminophylline, for human use, in dosage (Terminated 1997-12)",1988-05-01,1997-12-01,ended_1997-12,3,3004.40.90.70 -> 3004.40.00.50 -> 3004.49.00.90,IM_0138,"3004.49.00.90 - Medi,cont alkaloids/deriv t/o,nes,therap/prophltc,doses/frs,o/t No 30.02/05/06",active
IMR_0246,"3004.40.90.80 - Narcotic veg alkaloids or their narc derivs, nes, for human use, in dosage (Terminated 1997-12)",1988-02-01,1997-12-01,ended_1997-12,3,3004.40.90.80 -> 3004.40.00.80 -> 3004.49.00.10,IM_0137,"3004.49.00.10 - Medi,cont morphine/deriv t/o,nes,therap/prophltc,in doses/frs,o/t No 30.02/05/06",active
IMR_0247,"3004.40.90.90 - Non-narc veg alkaloids or their non-narc derivs, nes, for human use, in dosage (Terminated 1997-12)",1988-01-01,1997-12-01,ended_1997-12,3,3004.40.90.90 -> 3004.40.00.90 -> 3004.49.00.90,IM_0138,"3004.49.00.90 - Medi,cont alkaloids/deriv t/o,nes,therap/prophltc,doses/frs,o/t No 30.02/05/06",active
IMR_0248,"3004.41.00.00 - Medicaments,cont ephedrin/salts,therap/prophltc,in doses/frs,o/t No 30.02/05/06",2017-01-01,2025-12-01,active,1,3004.41.00.00,IM_0147,"3004.41.00.00 - Medicaments,cont ephedrin/salts,therap/prophltc,in doses/frs,o/t No 30.02/05/06",active
IMR_0249,"3004.42.00.00 - Medi,cont pseudoephedrine/salts,therap/prophltc,in doses/frs,o/t No 30.02/05/06",2017-01-01,2025-12-01,active,1,3004.42.00.00,IM_0148,"3004.42.00.00 - Medi,cont pseudoephedrine/salts,therap/prophltc,in doses/frs,o/t No 30.02/05/06",active
IMR_0250,"3004.43.00.00 - Medi,cont norephedrine/salts,therap/prophltc,in doses/frs,o/t No 30.02/05/06",2017-12-01,2025-12-01,active,1,3004.43.00.00,IM_0149,"3004.43.00.00 - Medi,cont norephedrine/salts,therap/prophltc,in doses/frs,o/t No 30.02/05/06",active
IMR_0251,"3004.49.00.10 - Medi,cont morphine/deriv t/o,nes,therap/prophltc,in doses/frs,o/t No 30.02/05/06",2017-02-01,2025-12-01,active,1,3004.49.00.10,IM_0137,"3004.49.00.10 - Medi,cont morphine/deriv t/o,nes,therap/prophltc,in doses/frs,o/t No 30.02/05/06",active
IMR_0252,"3004.49.00.90 - Medi,cont alkaloids/deriv t/o,nes,therap/prophltc,doses/frs,o/t No 30.02/05/06",2017-01-01,2025-12-01,active,1,3004.49.00.90,IM_0138,"3004.49.00.90 - Medi,cont alkaloids/deriv t/o,nes,therap/prophltc,doses/frs,o/t No 30.02/05/06",active
IMR_0253,"3004.50.00.10 - Mx of amino acids & vitamins,& mx of amino acids, protein hydrolysates & vit,etc (Terminated 2011-12)",1998-01-01,2011-12-01,ended_2011-12,2,3004.50.00.10 -> 3004.50.00.19,IM_0152,"3004.50.00.19 - Medi,cont vitamins/prod of No 29.36,human use,doses/pack frs,o/t No 30.02/05/06",active
IMR_0254,"3004.50.00.11 - Medi,cont single vitamin,not mixed,f human,doses/pack frs,o/t No 30.02/05/06,nes",2012-01-01,2025-12-01,active,1,3004.50.00.11,IM_0153,"3004.50.00.11 - Medi,cont single vitamin,not mixed,f human,doses/pack frs,o/t No 30.02/05/06,nes",active
IMR_0255,"3004.50.00.12 - Medi,cont 1 vitamin,mix w o supplements,f human use,doses/frs,o/t No 30.02/05/06",2012-01-01,2025-12-01,active,1,3004.50.00.12,IM_0154,"3004.50.00.12 - Medi,cont 1 vitamin,mix w o supplements,f human use,doses/frs,o/t No 30.02/05/06",active
IMR_0256,"3004.50.00.13 - Medicaments cont multivitamins not mixed with other suppl,for hum use,in dosage (Terminated 2016-12)",2012-01-01,2016-12-01,ended_2016-12,2,3004.50.00.13 -> 3004.50.00.19,IM_0152,"3004.50.00.19 - Medi,cont vitamins/prod of No 29.36,human use,doses/pack frs,o/t No 30.02/05/06",active
IMR_0257,"3004.50.00.14 - Medi,cont multivitamins,mix w o suppl,f human use,doses/frs,o/t No 30.02/05/06",2012-01-01,2025-12-01,active,1,3004.50.00.14,IM_0156,"3004.50.00.14 - Medi,cont multivitamins,mix w o suppl,f human use,doses/frs,o/t No 30.02/05/06",active
IMR_0258,"3004.50.00.19 - Medi,cont vitamins/prod of No 29.36,human use,doses/pack frs,o/t No 30.02/05/06",2017-01-01,2025-12-01,active,1,3004.50.00.19,IM_0152,"3004.50.00.19 - Medi,cont vitamins/prod of No 29.36,human use,doses/pack frs,o/t No 30.02/05/06",active
IMR_0259,"3004.50.00.19 - Other medicaments cont vitamins and their derivs, for human use, in dosage,nes",2012-01-01,2016-12-01,ended_2016-12,1,3004.50.00.19,IM_0152,"3004.50.00.19 - Medi,cont vitamins/prod of No 29.36,human use,doses/pack frs,o/t No 30.02/05/06",active
IMR_0260,"3004.50.00.20 - Vitamins, cont more than 23% of abs ethyl alc by vol, for human use, in dosage (Terminated 2011-12)",1998-01-01,2011-12-01,ended_2011-12,2,3004.50.00.20 -> 3004.50.00.19,IM_0152,"3004.50.00.19 - Medi,cont vitamins/prod of No 29.36,human use,doses/pack frs,o/t No 30.02/05/06",active
IMR_0261,"3004.50.00.31 - Vitamin C only, for human use, in dosage (Terminated 2011-12)",1998-01-01,2011-12-01,ended_2011-12,2,3004.50.00.31 -> 3004.50.00.19,IM_0152,"3004.50.00.19 - Medi,cont vitamins/prod of No 29.36,human use,doses/pack frs,o/t No 30.02/05/06",active
IMR_0262,"3004.50.00.32 - Vitamin E only, for human use, in dosage (Terminated 2011-12)",1998-01-01,2011-12-01,ended_2011-12,2,3004.50.00.32 -> 3004.50.00.19,IM_0152,"3004.50.00.19 - Medi,cont vitamins/prod of No 29.36,human use,doses/pack frs,o/t No 30.02/05/06",active
IMR_0263,"3004.50.00.39 - Single vitamin only, nes, for human use, in dosage (Terminated 2011-12)",1998-01-01,2011-12-01,ended_2011-12,2,3004.50.00.39 -> 3004.50.00.19,IM_0152,"3004.50.00.19 - Medi,cont vitamins/prod of No 29.36,human use,doses/pack frs,o/t No 30.02/05/06",active
IMR_0264,"3004.50.00.40 - Single vitamin mixed w o supplements, for human use, in dosage (Terminated 2011-12)",1998-01-01,2001-12-01,ended_2001-12,2,3004.50.00.40 -> 3004.50.00.13,IM_0152,"3004.50.00.19 - Medi,cont vitamins/prod of No 29.36,human use,doses/pack frs,o/t No 30.02/05/06",active
IMR_0265,"3004.50.00.40 - Single vitamin mixed w other supplements, for human use, in dosage (Terminated 2011-12)",2002-01-01,2011-12-01,ended_2011-12,2,3004.50.00.40 -> 3004.50.00.13,IM_0152,"3004.50.00.19 - Medi,cont vitamins/prod of No 29.36,human use,doses/pack frs,o/t No 30.02/05/06",active
IMR_0266,"3004.50.00.50 - Multivitamins not mixed with o supplements, for human use, in dosage (Terminated 2011-12)",1998-01-01,2001-12-01,ended_2001-12,2,3004.50.00.50 -> 3004.50.00.13,IM_0152,"3004.50.00.19 - Medi,cont vitamins/prod of No 29.36,human use,doses/pack frs,o/t No 30.02/05/06",active
IMR_0267,"3004.50.00.50 - Multivitamins not mixed with other supplements, for human use, in dosage (Terminated 2011-12)",2002-01-01,2011-12-01,ended_2011-12,2,3004.50.00.50 -> 3004.50.00.13,IM_0152,"3004.50.00.19 - Medi,cont vitamins/prod of No 29.36,human use,doses/pack frs,o/t No 30.02/05/06",active
IMR_0268,"3004.50.00.61 - Vitamins-iron preparation, for human use, in dosage (Terminated 2011-12)",1998-01-01,2011-12-01,ended_2011-12,2,3004.50.00.61 -> 3004.50.00.19,IM_0152,"3004.50.00.19 - Medi,cont vitamins/prod of No 29.36,human use,doses/pack frs,o/t No 30.02/05/06",active
IMR_0269,"3004.50.00.69 - Multivitamins mixed with other supplements, nes, for human use, in dosage (Terminated 2011-12)",2002-01-01,2011-12-01,ended_2011-12,2,3004.50.00.69 -> 3004.50.00.13,IM_0152,"3004.50.00.19 - Medi,cont vitamins/prod of No 29.36,human use,doses/pack frs,o/t No 30.02/05/06",active
IMR_0270,"3004.50.00.69 - Multivitamins mixed with other supplements, nes, for human use, in dosage, (Terminated 2011-12)",1998-01-01,2001-12-01,ended_2001-12,2,3004.50.00.69 -> 3004.50.00.13,IM_0152,"3004.50.00.19 - Medi,cont vitamins/prod of No 29.36,human use,doses/pack frs,o/t No 30.02/05/06",active
IMR_0271,"3004.50.00.70 - Vitamins & their derivatives, nes, for veterinary use, in dosage (Terminated 2011-12)",2002-01-01,2011-12-01,ended_2011-12,2,3004.50.00.70 -> 3004.50.00.90,IM_0166,"3004.50.00.90 - Medi,cont vitamins,for veterinary use,in doses/pack frs,o/t No 30.02/05/06,nes",active
IMR_0272,"3004.50.00.70 - Vitamins & their derivs, nes, for vet use, in dosage (Terminated 2011-12)",1998-01-01,2001-12-01,ended_2001-12,2,3004.50.00.70 -> 3004.50.00.90,IM_0166,"3004.50.00.90 - Medi,cont vitamins,for veterinary use,in doses/pack frs,o/t No 30.02/05/06,nes",active
IMR_0273,"3004.50.00.90 - Medi,cont vitamins,for veterinary use,in doses/pack frs,o/t No 30.02/05/06,nes",2012-01-01,2025-12-01,active,1,3004.50.00.90,IM_0166,"3004.50.00.90 - Medi,cont vitamins,for veterinary use,in doses/pack frs,o/t No 30.02/05/06,nes",active
IMR_0274,"3004.50.10.00 - Mx of amino acids & vitamins,& mx of amino acids, protein hydrolysates & vit,etc (Terminated 1997-12)",1988-01-01,1997-12-01,ended_1997-12,3,3004.50.10.00 -> 3004.50.00.10 -> 3004.50.00.19,IM_0152,"3004.50.00.19 - Medi,cont vitamins/prod of No 29.36,human use,doses/pack frs,o/t No 30.02/05/06",active
IMR_0275,"3004.50.91.00 - Vitamins, cont more than 23% of abs ethyl alc by vol, for human use, in dosage (Terminated 1997-12)",1988-01-01,1997-06-01,ended_1997-12,3,3004.50.91.00 -> 3004.50.00.20 -> 3004.50.00.19,IM_0152,"3004.50.00.19 - Medi,cont vitamins/prod of No 29.36,human use,doses/pack frs,o/t No 30.02/05/06",active
IMR_0276,"3004.50.99.11 - Vitamin C only, for human use, in dosage (Terminated 1997-12)",1988-01-01,1997-12-01,ended_1997-12,3,3004.50.99.11 -> 3004.50.00.31 -> 3004.50.00.19,IM_0152,"3004.50.00.19 - Medi,cont vitamins/prod of No 29.36,human use,doses/pack frs,o/t No 30.02/05/06",active
