uid,orig_commodity,orig_first_period,orig_last_period,orig_status,n_steps_in_chain,journey,family_id,latest_commodity,final_status
IMR_0001,"3001.10.00.10 - Animal glands, dried, powdered or not, for therapeutic uses (Terminated 2006-12)",1988-01-01,2006-12-01,ended_2006-12,2,3001.10.00.10 -> 3001.20.00.00,IM_0001,"3001.20.00.00 - Extracts of glands or other organs or of their secretions, for therapeutic uses",active
IMR_0002,"3001.10.00.90 - Glands, nes, and other organs, dried, powdered or not, for therapeutic uses (Terminated 2006-12)",1988-01-01,2006-12-01,ended_2006-12,2,3001.10.00.90 -> 3001.20.00.00,IM_0001,"3001.20.00.00 - Extracts of glands or other organs or of their secretions, for therapeutic uses",active
IMR_0003,"3001.20.00.00 - Extracts of glands or other organs or of their secretions, for therapeutic uses",1988-01-01,2025-12-01,active,1,3001.20.00.00,IM_0001,"3001.20.00.00 - Extracts of glands or other organs or of their secretions, for therapeutic uses",active
IMR_0004,3001.90.00.10 - Heparin and its salts,1998-01-01,2025-12-01,active,1,3001.90.00.10,IM_0004,3001.90.00.10 - Heparin and its salts,active
IMR_0005,"3001.90.00.20 - Bone, organs & o human/animal tissue, living/preserved,for grafting/implantation",1998-01-01,2025-12-01,active,1,3001.90.00.20,IM_0005,"3001.90.00.20 - Bone, organs & o human/animal tissue, living/preserved,for grafting/implantation",active
IMR_0006,"3001.90.00.90 - Heparin & its salts; human or animal substances for therap or prophltc uses, nes",2002-01-01,2025-12-01,active,1,3001.90.00.90,IM_0006,"3001.90.00.90 - Heparin & its salts; human or animal substances for therap or prophltc uses, nes",active
IMR_0007,"3001.90.00.90 - Other human or animal subs prepared for therapeutic or prophylactic uses, nes",1998-01-01,2001-12-01,ended_2001-12,1,3001.90.00.90,IM_0006,"3001.90.00.90 - Heparin & its salts; human or animal substances for therap or prophltc uses, nes",active
IMR_0008,3001.90.10.00 - Heparin and its salts (Terminated 1997-12),1988-01-01,1997-12-01,ended_1997-12,2,3001.90.10.00 -> 3001.90.00.10,IM_0004,3001.90.00.10 - Heparin and its salts,active
IMR_0009,"3001.90.20.00 - Bone, organs & o human/animal tissue, living/preserved,for grafting/implantation (Terminated 1997-12)",1988-01-01,1997-12-01,ended_1997-12,2,3001.90.20.00 -> 3001.90.00.20,IM_0005,"3001.90.00.20 - Bone, organs & o human/animal tissue, living/preserved,for grafting/implantation",active
IMR_0010,"3001.90.90.00 - Other human or animal subs prepared for therapeutic or prophylactic uses, nes (Terminated 1997-12)",1988-01-01,1997-12-01,ended_1997-12,2,3001.90.90.00 -> 3001.90.00.90,IM_0006,"3001.90.00.90 - Heparin & its salts; human or animal substances for therap or prophltc uses, nes",active
IMR_0011,"3002.10.00.10 - Antisera & o blood fractions, human origin, for diagnostic use (Terminated 2016-12)",1998-01-01,2016-12-01,ended_2016-12,2,3002.10.00.10 -> 3002.12.00.11,IM_0007,"3002.12.00.11 - Human antisera and other human blood fractions, for diagnostic use",active
IMR_0012,"3002.10.00.21 - Blood plasma, for therapeutic or prophylactic use in humans (Terminated 2016-12)",1998-01-01,2016-12-01,ended_2016-12,2,3002.10.00.21 -> 3002.12.00.12,IM_0008,"3002.12.00.12 - Human blood plasma, for therapeutic/prophylactic/other uses",active
IMR_0013,"3002.10.00.22 - Normal serum globulin, for therapeutic or prophylactic use in humans (Terminated 2016-12)",1998-01-01,2016-12-01,ended_2016-12,2,3002.10.00.22 -> 3002.12.00.13,IM_0009,"3002.12.00.13 - Human immune globulin, for therapeutic/prophylactic/other uses",active
IMR_0014,"3002.10.00.23 - Immune serum globulin, for therapeutic or prophylactic use in humans (Terminated 2016-12)",1998-01-01,2016-12-01,ended_2016-12,2,3002.10.00.23 -> 3002.12.00.13,IM_0009,"3002.12.00.13 - Human immune globulin, for therapeutic/prophylactic/other uses",active
IMR_0015,"3002.10.00.29 - Antisera & o blood fract, human orig, therapeutic/prophylactic use in humans,nes (Terminated 2016-12)",1998-01-01,2016-12-01,ended_2016-12,2,3002.10.00.29 -> 3002.12.00.12,IM_0008,"3002.12.00.12 - Human blood plasma, for therapeutic/prophylactic/other uses",active
IMR_0016,"3002.10.00.30 - Antisera & o blood fractions, of human origin, for other uses (Terminated 2016-12)",1998-01-01,2001-12-01,ended_2001-12,2,3002.10.00.30 -> 3002.12.00.11,IM_0007,"3002.12.00.11 - Human antisera and other human blood fractions, for diagnostic use",active
IMR_0017,"3002.10.00.30 - Antisera and other blood fractions, of human origin, for other uses (Terminated 2016-12)",2002-01-01,2016-12-01,ended_2016-12,2,3002.10.00.30 -> 3002.12.00.11,IM_0007,"3002.12.00.11 - Human antisera and other human blood fractions, for diagnostic use",active
IMR_0018,"3002.10.00.41 - Bovine albumin, for parenteral administration in humans (Terminated 2016-12)",1998-01-01,2016-12-01,ended_2016-12,2,3002.10.00.41 -> 3002.12.00.21,IM_0013,"3002.12.00.21 - Animal antisera and other animal blood fractions, for use in humans",active
IMR_0019,"3002.10.00.42 - Sera and antisera, of animal origin, for parenteral administration in humans (Terminated 2016-12)",1998-01-01,2016-12-01,ended_2016-12,2,3002.10.00.42 -> 3002.12.00.21,IM_0013,"3002.12.00.21 - Animal antisera and other animal blood fractions, for use in humans",active
IMR_0020,"3002.10.00.49 - Blood albumin nes, of animal origin, for parenteral administration in humans (Terminated 2016-12)",1998-01-01,2001-12-01,ended_2001-12,2,3002.10.00.49 -> 3002.12.00.21,IM_0013,"3002.12.00.21 - Animal antisera and other animal blood fractions, for use in humans",active
IMR_0021,"3002.10.00.49 - Blood albumin, nes, of animal origin, for parenteral administration in humans (Terminated 2016-12)",2002-01-01,2016-12-01,ended_2016-12,2,3002.10.00.49 -> 3002.12.00.21,IM_0013,"3002.12.00.21 - Animal antisera and other animal blood fractions, for use in humans",active
IMR_0022,"3002.10.00.51 - Blood fractions, nes, for use in humans (Terminated 2016-12)",1998-01-01,2016-12-01,ended_2016-12,2,3002.10.00.51 -> 3002.12.00.21,IM_0013,"3002.12.00.21 - Animal antisera and other animal blood fractions, for use in humans",active
IMR_0023,"3002.10.00.59 - Blood fractions, nes (Terminated 2016-12)",1998-01-01,2016-12-01,ended_2016-12,2,3002.10.00.59 -> 3002.12.00.19,IM_0017,"3002.12.00.19 - Human antisera and other human blood fractions, nes",active
IMR_0024,3002.10.00.60 - Modified immunological products (Terminated 2011-12),2003-02-01,2011-12-01,ended_2011-12,2,3002.10.00.60 -> 3002.13.00.00,IM_0018,"3002.13.00.00 - Immunological products, unmixed, not put up in measured doses/forms/packings frs",active
IMR_0025,"3002.10.00.90 - Antisera,o blood fract,immunological prod,w/n mod/obt biotechnological proc,nes (Terminated 2016-12)",2012-01-01,2016-12-01,ended_2016-12,3,3002.10.00.90 -> 3002.19.00.00 -> 3002.49.00.90,IM_0019,"3002.49.00.90 - Vaccines,toxins,cultures of micro-organisms (excl yeasts) & similar products,nes",active
IMR_0026,"3002.10.10.10 - Antisera & o blood fractions, human origin, for diagnostic use (Terminated 1997-12)",1988-01-01,1997-12-01,ended_1997-12,3,3002.10.10.10 -> 3002.10.00.10 -> 3002.12.00.11,IM_0007,"3002.12.00.11 - Human antisera and other human blood fractions, for diagnostic use",active
IMR_0027,"3002.10.10.21 - Blood plasma, for therapeutic or prophylactic use in humans (Terminated 1997-12)",1988-01-01,1997-12-01,ended_1997-12,3,3002.10.10.21 -> 3002.10.00.21 -> 3002.12.00.12,IM_0008,"3002.12.00.12 - Human blood plasma, for therapeutic/prophylactic/other uses",active
IMR_0028,"3002.10.10.22 - Normal serum globulin, for therapeutic or prophylactic use in humans (Terminated 1997-12)",1988-01-01,1997-12-01,ended_1997-12,3,3002.10.10.22 -> 3002.10.00.22 -> 3002.12.00.13,IM_0009,"3002.12.00.13 - Human immune globulin, for therapeutic/prophylactic/other uses",active
IMR_0029,"3002.10.10.23 - Immune serum globulin, for therapeutic or prophylactic use in humans (Terminated 1997-12)",1990-01-01,1997-12-01,ended_1997-12,3,3002.10.10.23 -> 3002.10.00.23 -> 3002.12.00.13,IM_0009,"3002.12.00.13 - Human immune globulin, for therapeutic/prophylactic/other uses",active
IMR_0030,"3002.10.10.29 - Antisera & o blood fract, human orig, therapeutic/prophylactic use in humans,nes (Terminated 1997-12)",1988-01-01,1997-12-01,ended_1997-12,3,3002.10.10.29 -> 3002.10.00.29 -> 3002.12.00.12,IM_0008,"3002.12.00.12 - Human blood plasma, for therapeutic/prophylactic/other uses",active
IMR_0031,"3002.10.10.90 - Antisera & o blood fractions, of human origin, for other uses (Terminated 1997-12)",1988-01-01,1997-12-01,ended_1997-12,3,3002.10.10.90 -> 3002.10.00.30 -> 3002.12.00.11,IM_0007,"3002.12.00.11 - Human antisera and other human blood fractions, for diagnostic use",active
IMR_0032,"3002.10.21.10 - Bovine albumin, for parenteral administration in humans (Terminated 1997-12)",1988-01-01,1997-12-01,ended_1997-12,3,3002.10.21.10 -> 3002.10.00.41 -> 3002.12.00.21,IM_0013,"3002.12.00.21 - Animal antisera and other animal blood fractions, for use in humans",active
IMR_0033,"3002.10.21.20 - Sera and antisera, of animal origin, for parenteral administration in humans (Terminated 1997-12)",1988-01-01,1997-12-01,ended_1997-12,3,3002.10.21.20 -> 3002.10.00.42 -> 3002.12.00.21,IM_0013,"3002.12.00.21 - Animal antisera and other animal blood fractions, for use in humans",active
IMR_0034,"3002.10.21.90 - Blood albumin nes, of animal origin, for parenteral administration in humans (Terminated 1997-12)",1988-01-01,1997-12-01,ended_1997-12,3,3002.10.21.90 -> 3002.10.00.49 -> 3002.12.00.21,IM_0013,"3002.12.00.21 - Animal antisera and other animal blood fractions, for use in humans",active
IMR_0035,"3002.10.29.10 - Blood fractions, nes, for use in humans (Terminated 1997-12)",1988-01-01,1997-12-01,ended_1997-12,3,3002.10.29.10 -> 3002.10.00.51 -> 3002.12.00.21,IM_0013,"3002.12.00.21 - Animal antisera and other animal blood fractions, for use in humans",active
IMR_0036,"3002.10.29.20 - Blood fractions, nes, for use in animals (Terminated 1991-06)",1988-01-01,1991-04-01,ended_1991-06,2,3002.10.29.20 -> 3002.12.00.29,IM_0020,"3002.12.00.29 - Animal antisera and other animal blood fractions, nes",active
IMR_0037,"3002.10.29.90 - Blood fractions, nes (Terminated 1997-12)",1988-01-01,1997-12-01,ended_1997-12,3,3002.10.29.90 -> 3002.10.00.59 -> 3002.12.00.19,IM_0017,"3002.12.00.19 - Human antisera and other human blood fractions, nes",active
IMR_0038,3002.11.00.00 - Malaria diagnostic test kits (Terminated 2021-12),2017-01-01,2021-12-01,ended_2021-12,1,3002.11.00.00,IM_0021,3002.11.00.00 - Malaria diagnostic test kits (Terminated 2021-12),ended_2021-12
IMR_0039,"3002.12.00.11 - Human antisera and other human blood fractions, for diagnostic use",2017-01-01,2025-12-01,active,1,3002.12.00.11,IM_0007,"3002.12.00.11 - Human antisera and other human blood fractions, for diagnostic use",active
IMR_0040,"3002.12.00.12 - Human blood plasma, for therapeutic/prophylactic/other uses",2017-01-01,2025-12-01,active,1,3002.12.00.12,IM_0008,"3002.12.00.12 - Human blood plasma, for therapeutic/prophylactic/other uses",active
IMR_0041,"3002.12.00.13 - Human immune globulin, for therapeutic/prophylactic/other uses",2017-01-01,2025-12-01,active,1,3002.12.00.13,IM_0009,"3002.12.00.13 - Human immune globulin, for therapeutic/prophylactic/other uses",active
IMR_0042,"3002.12.00.19 - Human antisera and other human blood fractions, nes",2017-01-01,2025-12-01,active,1,3002.12.00.19,IM_0017,"3002.12.00.19 - Human antisera and other human blood fractions, nes",active
IMR_0043,"3002.12.00.21 - Animal antisera and other animal blood fractions, for use in humans",2017-01-01,2025-12-01,active,1,3002.12.00.21,IM_0013,"3002.12.00.21 - Animal antisera and other animal blood fractions, for use in humans",active
IMR_0044,"3002.12.00.29 - Animal antisera and other animal blood fractions, nes",2017-01-01,2025-12-01,active,1,3002.12.00.29,IM_0020,"3002.12.00.29 - Animal antisera and other animal blood fractions, nes",active
IMR_0045,"3002.13.00.00 - Immunological products, unmixed, not put up in measured doses/forms/packings frs",2017-01-01,2025-12-01,active,1,3002.13.00.00,IM_0018,"3002.13.00.00 - Immunological products, unmixed, not put up in measured doses/forms/packings frs",active
IMR_0046,"3002.14.00.00 - Immunological products,mixed,not put in measured doses/forms/packings f ret sale",2017-01-01,2025-12-01,active,1,3002.14.00.00,IM_0029,"3002.14.00.00 - Immunological products,mixed,not put in measured doses/forms/packings f ret sale",active
IMR_0047,"3002.15.00.00 - Immunological products, put up in measured doses/forms/packings, for retail sale",2017-01-01,2025-12-01,active,1,3002.15.00.00,IM_0030,"3002.15.00.00 - Immunological products, put up in measured doses/forms/packings, for retail sale",active
IMR_0048,"3002.19.00.00 - Immunological products, nes, w/n modified/obtained by biotechnological processes (Terminated 2021-12)",2017-01-01,2021-12-01,ended_2021-12,2,3002.19.00.00 -> 3002.49.00.90,IM_0019,"3002.49.00.90 - Vaccines,toxins,cultures of micro-organisms (excl yeasts) & similar products,nes",active
IMR_0049,"3002.20.00.10 - Vaccines against influenza virus, for human use (Terminated 2021-12)",1988-02-01,2021-12-01,ended_2021-12,2,3002.20.00.10 -> 3002.41.00.10,IM_0032,"3002.41.00.10 - Vaccines, for against influenza virus, human medicine",active
IMR_0050,"3002.20.00.20 - Vaccines against rubella (german measles), for human use (Terminated 2011-12)",1988-01-01,2011-12-01,ended_2011-12,2,3002.20.00.20 -> 3002.41.00.90,IM_0033,"3002.41.00.90 - Vaccines, o/t for against influenza virus, human medicine, nes",active
IMR_0051,"3002.20.00.30 - Vaccines against rabies, for human use (Terminated 2011-12)",1988-01-01,2011-11-01,ended_2011-12,2,3002.20.00.30 -> 3002.41.00.90,IM_0033,"3002.41.00.90 - Vaccines, o/t for against influenza virus, human medicine, nes",active
IMR_0052,"3002.20.00.90 - Vaccines, nes, for human medicine (Terminated 2021-12)",1988-01-01,2021-12-01,ended_2021-12,2,3002.20.00.90 -> 3002.41.00.90,IM_0033,"3002.41.00.90 - Vaccines, o/t for against influenza virus, human medicine, nes",active
IMR_0053,3002.30.00.10 - Vacc agnst foot and mth disse; vacc prepr for parentl admin; bovi intrnsl vacc (Terminated 2021-12),1998-01-01,2021-12-01,ended_2021-12,2,3002.30.00.10 -> 3002.42.00.10,IM_0036,3002.42.00.10 - Vaccines agnst foot and mth disse;vacc prepr for parentl admin;bovi intrnsl vacc,active
IMR_0054,"3002.30.00.90 - Vaccines, veterinary use, nes (Terminated 2021-12)",1998-01-01,2021-12-01,ended_2021-12,2,3002.30.00.90 -> 3002.42.00.90,IM_0037,"3002.42.00.90 - Vaccines, veterinary use, nes",active
IMR_0055,3002.30.10.00 - Vacc agnst foot and mth disse; vacc prepr for parentl admin; bovi intrnsl vacc (Terminated 1997-12),1996-01-01,1997-12-01,ended_1997-12,3,3002.30.10.00 -> 3002.30.00.10 -> 3002.42.00.10,IM_0036,3002.42.00.10 - Vaccines agnst foot and mth disse;vacc prepr for parentl admin;bovi intrnsl vacc,active
IMR_0056,"3002.30.90.00 - Vaccines, veterinary use, nes (Terminated 1997-12)",1996-01-01,1997-12-01,ended_1997-12,3,3002.30.90.00 -> 3002.30.00.90 -> 3002.42.00.90,IM_0037,"3002.42.00.90 - Vaccines, veterinary use, nes",active
IMR_0057,"3002.31.00.00 - Vaccines against foot or mouth disease, veterinary use (Terminated 1995-12)",1988-01-01,1995-07-01,ended_1995-12,4,3002.31.00.00 -> 3002.30.90.00 -> 3002.30.00.90 -> 3002.42.00.90,IM_0037,"3002.42.00.90 - Vaccines, veterinary use, nes",active
IMR_0058,"3002.39.10.00 - Vaccines nes, prepared for parenteral admin in animal; bovine intranasal vaccine (Terminated 1995-12)",1988-01-01,1995-12-01,ended_1995-12,4,3002.39.10.00 -> 3002.30.10.00 -> 3002.30.00.10 -> 3002.42.00.10,IM_0036,3002.42.00.10 - Vaccines agnst foot and mth disse;vacc prepr for parentl admin;bovi intrnsl vacc,active
IMR_0059,"3002.39.90.00 - Vaccines, veterinary use, nes (Terminated 1995-12)",1988-01-01,1995-12-01,ended_1995-12,4,3002.39.90.00 -> 3002.30.90.00 -> 3002.30.00.90 -> 3002.42.00.90,IM_0037,"3002.42.00.90 - Vaccines, veterinary use, nes",active
IMR_0060,"3002.41.00.10 - Vaccines, for against influenza virus, human medicine",2022-01-01,2025-12-01,active,1,3002.41.00.10,IM_0032,"3002.41.00.10 - Vaccines, for against influenza virus, human medicine",active
IMR_0061,"3002.41.00.90 - Vaccines, o/t for against influenza virus, human medicine, nes",2022-01-01,2025-12-01,active,1,3002.41.00.90,IM_0033,"3002.41.00.90 - Vaccines, o/t for against influenza virus, human medicine, nes",active
IMR_0062,3002.42.00.10 - Vaccines agnst foot and mth disse;vacc prepr for parentl admin;bovi intrnsl vacc,2022-01-01,2025-12-01,active,1,3002.42.00.10,IM_0036,3002.42.00.10 - Vaccines agnst foot and mth disse;vacc prepr for parentl admin;bovi intrnsl vacc,active
IMR_0063,"3002.42.00.90 - Vaccines, veterinary use, nes",2022-01-01,2025-12-01,active,1,3002.42.00.90,IM_0037,"3002.42.00.90 - Vaccines, veterinary use, nes",active
IMR_0064,"3002.49.00.10 - Cultures, of micro-organisms (excluding yeasts) and similar products",2022-01-01,2025-12-01,active,1,3002.49.00.10,IM_0042,"3002.49.00.10 - Cultures, of micro-organisms (excluding yeasts) and similar products",active
IMR_0065,3002.49.00.20 - Toxins and similar products,2022-01-01,2025-12-01,active,1,3002.49.00.20,IM_0043,3002.49.00.20 - Toxins and similar products,active
IMR_0066,"3002.49.00.90 - Vaccines,toxins,cultures of micro-organisms (excl yeasts) & similar products,nes",2022-01-01,2025-12-01,active,1,3002.49.00.90,IM_0019,"3002.49.00.90 - Vaccines,toxins,cultures of micro-organisms (excl yeasts) & similar products,nes",active
IMR_0067,"3002.51.00.00 - Cell therapy products, whether or not modified",2022-01-01,2025-12-01,active,1,3002.51.00.00,IM_0045,"3002.51.00.00 - Cell therapy products, whether or not modified",active
IMR_0068,"3002.59.00.00 - Cell cultures, whether or not modified, nes",2022-01-01,2025-12-01,active,1,3002.59.00.00,IM_0046,"3002.59.00.00 - Cell cultures, whether or not modified, nes",active
IMR_0069,"3002.90.00.10 - Toxins, toxoids, antitoxins, viruses, bacteriophage and bacterial lysates (Terminated 2021-12)",2017-01-01,2021-12-01,ended_2021-12,2,3002.90.00.10 -> 3002.90.00.20,IM_0047,"3002.90.00.20 - Toxoids, antitoxins, viruses, bacteriophage and bacterial lysates",active
IMR_0070,3002.90.00.11 - Ricin (Terminated 2016-12),1998-01-01,2016-09-01,ended_2016-12,2,3002.90.00.11 -> 3002.49.00.20,IM_0043,3002.49.00.20 - Toxins and similar products,active
IMR_0071,3002.90.00.12 - Saxitoxin (Terminated 2016-12),2000-03-01,2016-10-01,ended_2016-12,2,3002.90.00.12 -> 3002.49.00.20,IM_0043,3002.49.00.20 - Toxins and similar products,active
IMR_0072,"3002.90.00.19 - Toxins, toxoids, antitoxins, viruses, bacteriophage and bacterial lysates, nes (Terminated 2016-12)",1998-01-01,2016-12-01,ended_2016-12,3,3002.90.00.19 -> 3002.90.00.10 -> 3002.90.00.20,IM_0047,"3002.90.00.20 - Toxoids, antitoxins, viruses, bacteriophage and bacterial lysates",active
IMR_0073,3002.90.00.20 - Butter-making ferment cultures,1998-01-01,2016-12-01,ended_2016-12,1,3002.90.00.20,IM_0050,3002.90.00.20 - Butter-making ferment cultures,ended_2016-12
IMR_0074,"3002.90.00.20 - Toxoids, antitoxins, viruses, bacteriophage and bacterial lysates",2022-01-01,2025-12-01,active,1,3002.90.00.20,IM_0047,"3002.90.00.20 - Toxoids, antitoxins, viruses, bacteriophage and bacterial lysates",active
IMR_0075,3002.90.00.30 - Dried blood of animal origin,1998-02-01,2025-12-01,active,1,3002.90.00.30,IM_0051,3002.90.00.30 - Dried blood of animal origin,active
IMR_0076,3002.90.00.40 - Whole human blood,2017-01-01,2025-12-01,active,1,3002.90.00.40,IM_0052,3002.90.00.40 - Whole human blood,active
IMR_0077,3002.90.00.50 - Micro-organisms cultures (Terminated 2021-12),2017-01-01,2021-12-01,ended_2021-12,2,3002.90.00.50 -> 3002.49.00.10,IM_0042,"3002.49.00.10 - Cultures, of micro-organisms (excluding yeasts) and similar products",active
IMR_0078,"3002.90.00.90 - Human blood;animal blood for therap/prophltc/diagnostic uses;toxins,sim prod,nes",2017-01-01,2021-12-01,ended_2021-12,1,3002.90.00.90,IM_0054,"3002.90.00.90 - Human blood;animal blood therap/diag,etc;antisera,etc;vaccines,etc;cell cult,nes",active
IMR_0079,"3002.90.00.90 - Human blood;animal blood therap/diag,etc;antisera,etc;vaccines,etc;cell cult,nes",2022-01-01,2025-12-01,active,1,3002.90.00.90,IM_0054,"3002.90.00.90 - Human blood;animal blood therap/diag,etc;antisera,etc;vaccines,etc;cell cult,nes",active
IMR_0080,3002.90.00.91 - Bacteria culture inoculants for seeds (Terminated 2016-12),1998-01-01,2001-12-01,ended_2001-12,1,3002.90.00.91,IM_0055,"3002.90.00.91 - Bacteria culture inoculants, for seeds (Terminated 2016-12)",ended_2016-12
IMR_0081,"3002.90.00.91 - Bacteria culture inoculants, for seeds (Terminated 2016-12)",2002-01-01,2016-12-01,ended_2016-12,1,3002.90.00.91,IM_0055,"3002.90.00.91 - Bacteria culture inoculants, for seeds (Terminated 2016-12)",ended_2016-12
IMR_0082,3002.90.00.92 - Whole human blood (Terminated 2016-12),1998-01-01,2016-12-01,ended_2016-12,2,3002.90.00.92 -> 3002.90.00.40,IM_0052,3002.90.00.40 - Whole human blood,active
IMR_0083,3002.90.00.93 - Antiallergenic preparations of microbial origin (Terminated 2016-12),1998-02-01,2016-12-01,ended_2016-12,2,3002.90.00.93 -> 3002.15.00.00,IM_0030,"3002.15.00.00 - Immunological products, put up in measured doses/forms/packings, for retail sale",active
IMR_0084,"3002.90.00.99 - Human blood, animal blood for therap, prophltc or diag uses, microbial prep, nes (Terminated 2016-12)",1998-01-01,2011-12-01,ended_2011-12,2,3002.90.00.99 -> 3002.90.00.90,IM_0054,"3002.90.00.90 - Human blood;animal blood therap/diag,etc;antisera,etc;vaccines,etc;cell cult,nes",active
IMR_0085,"3002.90.00.99 - Human blood;anml blood therap/prophltc/diag uses;toxins,micro-organisms cult,nes (Terminated 2016-12)",2012-01-01,2016-12-01,ended_2016-12,2,3002.90.00.99 -> 3002.90.00.90,IM_0054,"3002.90.00.90 - Human blood;animal blood therap/diag,etc;antisera,etc;vaccines,etc;cell cult,nes",active
IMR_0086,"3002.90.10.10 - Toxins, toxoids, antitoxins, viruses, bacteriophage and bacterial lysates (Terminated 1996-12)",1988-01-01,1996-12-01,ended_1996-12,5,3002.90.10.10 -> 3002.90.10.19 -> 3002.90.00.19 -> 3002.90.00.10 -> 3002.90.00.20,IM_0047,"3002.90.00.20 - Toxoids, antitoxins, viruses, bacteriophage and bacterial lysates",active
IMR_0087,3002.90.10.11 - Ricin (Terminated 1997-12),1997-01-01,1997-12-01,ended_1997-12,3,3002.90.10.11 -> 3002.90.00.11 -> 3002.49.00.20,IM_0043,3002.49.00.20 - Toxins and similar products,active
IMR_0088,"3002.90.10.19 - Toxins, toxoids, antitoxins, viruses, bacteriophage and bacterial lysates, nes (Terminated 1997-12)",1997-01-01,1997-12-01,ended_1997-12,4,3002.90.10.19 -> 3002.90.00.19 -> 3002.90.00.10 -> 3002.90.00.20,IM_0047,"3002.90.00.20 - Toxoids, antitoxins, viruses, bacteriophage and bacterial lysates",active
IMR_0089,3002.90.10.20 - Ferment cultures (Terminated 1997-12),1988-01-01,1997-12-01,ended_1997-12,2,3002.90.10.20 -> 3002.90.00.20,IM_0050,3002.90.00.20 - Butter-making ferment cultures,ended_2016-12
IMR_0090,3002.90.10.30 - Dried blood of human origin (Terminated 1997-12),1988-01-01,1997-12-01,ended_1997-12,2,3002.90.10.30 -> 3002.90.00.30,IM_0051,3002.90.00.30 - Dried blood of animal origin,active
IMR_0091,3002.90.10.40 - Dried blood of animal origin (Terminated 1997-12),1988-01-01,1997-12-01,ended_1997-12,2,3002.90.10.40 -> 3002.90.00.30,IM_0051,3002.90.00.30 - Dried blood of animal origin,active
IMR_0092,3002.90.90.10 - Bacteria culture inoculants for seeds (Terminated 1997-12),1988-01-01,1997-12-01,ended_1997-12,2,3002.90.90.10 -> 3002.90.00.91,IM_0055,"3002.90.00.91 - Bacteria culture inoculants, for seeds (Terminated 2016-12)",ended_2016-12
IMR_0093,3002.90.90.20 - Whole human blood (Terminated 1997-12),1991-04-01,1997-06-01,ended_1997-12,3,3002.90.90.20 -> 3002.90.00.92 -> 3002.90.00.40,IM_0052,3002.90.00.40 - Whole human blood,active
IMR_0094,3002.90.90.30 - Antiallergenic preparations of microbial origin (Terminated 1997-12),1990-04-01,1997-09-01,ended_1997-12,3,3002.90.90.30 -> 3002.90.00.93 -> 3002.15.00.00,IM_0030,"3002.15.00.00 - Immunological products, put up in measured doses/forms/packings, for retail sale",active
IMR_0095,"3002.90.90.90 - Human blood, animal blood for therap, prophltc or diag uses, microbial prep, nes (Terminated 1997-12)",1988-01-01,1997-12-01,ended_1997-12,3,3002.90.90.90 -> 3002.90.00.99 -> 3002.90.00.90,IM_0054,"3002.90.00.90 - Human blood;animal blood therap/diag,etc;antisera,etc;vaccines,etc;cell cult,nes",active
IMR_0096,"3003.10.00.00 - Medi,cont penicillins/deriv w penicillanic acid struct, streptomycins/deriv,nfrs",2002-01-01,2025-11-01,active,1,3003.10.00.00,IM_0059,"3003.10.00.00 - Medi,cont penicillins/deriv w penicillanic acid struct, streptomycins/deriv,nfrs",active
IMR_0097,"3003.10.00.00 - Penicillins or streptomycins & their derivatives, formulated, in bulk",1988-01-01,2001-12-01,ended_2001-12,1,3003.10.00.00,IM_0059,"3003.10.00.00 - Medi,cont penicillins/deriv w penicillanic acid struct, streptomycins/deriv,nfrs",active
IMR_0098,"3003.20.00.00 - Antibiotics, nes, formulated, in bulk",1988-01-01,2001-12-01,ended_2001-12,1,3003.20.00.00,IM_0060,"3003.20.00.00 - Medicaments,cont antibiotics,nes,mix,for therap/prophltc,nfrs,o/t No 30.02/05/06",active
IMR_0099,"3003.20.00.00 - Medicaments,cont antibiotics,nes,mix,for therap/prophltc,nfrs,o/t No 30.02/05/06",2002-01-01,2025-12-01,active,1,3003.20.00.00,IM_0060,"3003.20.00.00 - Medicaments,cont antibiotics,nes,mix,for therap/prophltc,nfrs,o/t No 30.02/05/06",active
IMR_0100,"3003.31.00.00 - Medicaments,cont insulin,mixed,not in doses/forms/pack/frs,o/t No 30.02/05/06",2012-01-01,2025-10-01,active,1,3003.31.00.00,IM_0061,"3003.31.00.00 - Medicaments,cont insulin,mixed,not in doses/forms/pack/frs,o/t No 30.02/05/06",active
IMR_0101,"3003.31.00.10 - Insulin, prepared for parenteral administration in humans, in bulk (Terminated 2011-12)",1998-02-01,2011-08-01,ended_2011-12,2,3003.31.00.10 -> 3003.31.00.00,IM_0061,"3003.31.00.00 - Medicaments,cont insulin,mixed,not in doses/forms/pack/frs,o/t No 30.02/05/06",active
IMR_0102,"3003.31.00.90 - Insulin, formulated, in bulk, nes (Terminated 2011-12)",1998-01-01,2011-12-01,ended_2011-12,2,3003.31.00.90 -> 3003.31.00.00,IM_0061,"3003.31.00.00 - Medicaments,cont insulin,mixed,not in doses/forms/pack/frs,o/t No 30.02/05/06",active
IMR_0103,"3003.31.10.00 - Insulin, prepared for parenteral administration in humans, in bulk (Terminated 1997-12)",1988-03-01,1997-10-01,ended_1997-12,3,3003.31.10.00 -> 3003.31.00.10 -> 3003.31.00.00,IM_0061,"3003.31.00.00 - Medicaments,cont insulin,mixed,not in doses/forms/pack/frs,o/t No 30.02/05/06",active
