retiring_code,span_index,flow,last_period,total_value_cad,retiring_description,rank,candidate,candidate_description,similarity_score,vetoed_by,record_overruled_gate,review_flag,same_content_words
3004399950,1,imports,199712,313061021.00,"Hormones, nes, for human use, in dosage",2,3004390090,"Hormones, nes, for vet use, in dosage",0.8857,use,,,no
3004399950,1,imports,199712,313061021.00,"Hormones, nes, for human use, in dosage",3,3004390081,"Anterior pituitary hormones, for human use, in dosage",0.7356,,,,no
3004399950,1,imports,199712,313061021.00,"Hormones, nes, for human use, in dosage",4,3004390082,"Posterior pituitary hormones, for human use, in dosage",0.7273,,,,no
3004399950,1,imports,199712,313061021.00,"Hormones, nes, for human use, in dosage",5,3004390083,"Unmixed single estrogens, for human use, in dosage",0.7143,,,swapped term,no
3004399950,1,imports,199712,313061021.00,"Hormones, nes, for human use, in dosage",6,3004390084,"Unmixed single progestational hormones, for human use, in dosage",0.6531,,,,no
3004399950,1,imports,199712,313061021.00,"Hormones, nes, for human use, in dosage",7,3004390019,"Medi,cont horm/prod No 29.37,f human use,doses/pack frs,o/t No 30.02/05/06,nes",0.4386,continuity,,,no
3004399950,1,imports,199712,313061021.00,"Hormones, nes, for human use, in dosage",8,3004390013,"Medi,cont unmixed single estrogens,for human,doses/pack frs,o/t No 30.02/05/06",0.3860,continuity,,,no
3004399950,1,imports,199712,313061021.00,"Hormones, nes, for human use, in dosage",9,3004390010,"Epinephrine & its sol & pituitary extrc, prepr for parentl admin in hum, in dos",0.3670,,,,no
3004399950,1,imports,199712,313061021.00,"Hormones, nes, for human use, in dosage",10,3004390012,"Medi,cont anterior pituitary hormones,f human,doses/pack frs,o/t No 30.02/05/06",0.3652,continuity,,,no
3004399950,1,imports,199712,313061021.00,"Hormones, nes, for human use, in dosage",11,3004390011,"Medi,cont epinephrine/solutions/pituitary extracts,doses/frs,o/t No 30.02/05/06",0.2783,continuity,,,no
3004399960,1,imports,199712,39767037.00,"Hormones, nes, for vet use, in dosage",1,3004390090,"Hormones, nes, for vet use, in dosage",1.0000,,,,yes
3004399960,1,imports,199712,39767037.00,"Hormones, nes, for vet use, in dosage",2,3004390085,"Hormones, nes, for human use, in dosage",0.8857,use,,,no
3004399960,1,imports,199712,39767037.00,"Hormones, nes, for vet use, in dosage",3,3004390081,"Anterior pituitary hormones, for human use, in dosage",0.6353,use,,swapped term,no
3004399960,1,imports,199712,39767037.00,"Hormones, nes, for vet use, in dosage",4,3004390082,"Posterior pituitary hormones, for human use, in dosage",0.6279,use,,swapped term,no
3004399960,1,imports,199712,39767037.00,"Hormones, nes, for vet use, in dosage",5,3004390083,"Unmixed single estrogens, for human use, in dosage",0.6098,use,,,no
3004399960,1,imports,199712,39767037.00,"Hormones, nes, for vet use, in dosage",6,3004390084,"Unmixed single progestational hormones, for human use, in dosage",0.5625,use,,,no
3004399960,1,imports,199712,39767037.00,"Hormones, nes, for vet use, in dosage",7,3004390010,"Epinephrine & its sol & pituitary extrc, prepr for parentl admin in hum, in dos",0.3925,,,,no
3004399960,1,imports,199712,39767037.00,"Hormones, nes, for vet use, in dosage",8,3004390019,"Medi,cont horm/prod No 29.37,f human use,doses/pack frs,o/t No 30.02/05/06,nes",0.3571,continuity;use,,,no
3004399960,1,imports,199712,39767037.00,"Hormones, nes, for vet use, in dosage",9,3004390013,"Medi,cont unmixed single estrogens,for human,doses/pack frs,o/t No 30.02/05/06",0.3393,continuity,,,no
3004399960,1,imports,199712,39767037.00,"Hormones, nes, for vet use, in dosage",10,3004390012,"Medi,cont anterior pituitary hormones,f human,doses/pack frs,o/t No 30.02/05/06",0.3009,continuity,,,no
3004399960,1,imports,199712,39767037.00,"Hormones, nes, for vet use, in dosage",11,3004390011,"Medi,cont epinephrine/solutions/pituitary extracts,doses/frs,o/t No 30.02/05/06",0.2832,continuity,,,no
3004400010,1,imports,201112,125087424.00,"Codeine or its derivatives, for human use, in dosage",1,3004400090,"Non-narc veg alkaloids or their non-narc derivatives,nes,for human use,in dosage",0.6769,,,,no
3004400020,1,imports,201112,17487958.00,"Vincristine, for human use, in dosage",1,3004400090,"Non-narc veg alkaloids or their non-narc derivatives,nes,for human use,in dosage",0.5913,,,,no
3004400030,1,imports,201612,101935277.00,"Theophylline, for human use, in dosage",1,3004490090,"Medi,cont alkaloids/deriv t/o,nes,therap/prophltc,doses/frs,o/t No 30.02/05/06",0.2105,,,,no
3004400040,1,imports,201612,1572159979.00,"Morphine or its derivatives, for human use, in dosage",1,3004490010,"Medi,cont morphine/deriv t/o,nes,therap/prophltc,in doses/frs,o/t No 30.02/05/06",0.4275,,,,no
3004400050,1,imports,201112,6586271.00,"Aminophylline, for human use, in dosage",1,3004400090,"Non-narc veg alkaloids or their non-narc derivatives,nes,for human use,in dosage",0.5128,,,,no
3004400080,1,imports,201112,47146103.00,"Narcotic veg alkaloids or their narc derivs, nes, for human use, in dosage",1,3004400090,"Non-narc veg alkaloids or their non-narc derivatives,nes,for human use,in dosage",0.8874,,,,no
3004400090,1,imports,201612,584366588.00,"Non-narc veg alkaloids or their non-narc derivatives,nes,for human use,in dosage",1,3004490090,"Medi,cont alkaloids/deriv t/o,nes,therap/prophltc,doses/frs,o/t No 30.02/05/06",0.3924,,,,no
3004400090,1,imports,201612,584366588.00,"Non-narc veg alkaloids or their non-narc derivatives,nes,for human use,in dosage",2,3004410000,"Medicaments,cont ephedrin/salts,therap/prophltc,in doses/frs,o/t No 30.02/05/06",0.3145,,,,no
3004400090,1,imports,201612,584366588.00,"Non-narc veg alkaloids or their non-narc derivatives,nes,for human use,in dosage",3,3004420000,"Medi,cont pseudoephedrine/salts,therap/prophltc,in doses/frs,o/t No 30.02/05/06",0.3019,,,,no
3004400090,1,imports,201612,584366588.00,"Non-narc veg alkaloids or their non-narc derivatives,nes,for human use,in dosage",4,3004430000,"Medi,cont norephedrine/salts,therap/prophltc,in doses/frs,o/t No 30.02/05/06",0.2949,,,,no
3004401000,1,imports,199712,207577.00,"Alkaloids or their derivs, cont more than 23% of abs ethyl alc by vol, in dosage",1,3004400080,"Narcotic veg alkaloids or their narc derivs, nes, for human use, in dosage",0.6351,,,,no
3004401000,1,imports,199712,207577.00,"Alkaloids or their derivs, cont more than 23% of abs ethyl alc by vol, in dosage",2,3004400090,"Non-narc veg alkaloids or their non-narc derivs, nes, for human use, in dosage",0.6184,,,,no
3004401000,1,imports,199712,207577.00,"Alkaloids or their derivs, cont more than 23% of abs ethyl alc by vol, in dosage",3,3004400040,"Morphine or its derivs, for human use, in dosage",0.5528,,,,no
3004401000,1,imports,199712,207577.00,"Alkaloids or their derivs, cont more than 23% of abs ethyl alc by vol, in dosage",4,3004400010,"Codeine or its derivatives, for human use, in dosage",0.5354,,,,no
3004401000,1,imports,199712,207577.00,"Alkaloids or their derivs, cont more than 23% of abs ethyl alc by vol, in dosage",5,3003400000,"Alkaloids or their derivs, formulated, not cont antibiotics/hormones, in bulk",0.5166,dose form,,,no
3004401000,1,imports,199712,207577.00,"Alkaloids or their derivs, cont more than 23% of abs ethyl alc by vol, in dosage",6,3004400050,"Aminophylline, for human use, in dosage",0.4386,,,,no
3004401000,1,imports,199712,207577.00,"Alkaloids or their derivs, cont more than 23% of abs ethyl alc by vol, in dosage",7,3004400030,"Theophylline, for human use, in dosage",0.4248,,,,no
3004401000,1,imports,199712,207577.00,"Alkaloids or their derivs, cont more than 23% of abs ethyl alc by vol, in dosage",8,3004400020,"Vincristine, for human use, in dosage",0.4107,,,,no
3004409011,1,imports,199612,111515.00,"Codeine phosphate, for human use, in dosage",1,3004409020,"Quinidine sulphate, for human use, in dosage",0.8434,,,swapped term,no
3004409011,1,imports,199612,111515.00,"Codeine phosphate, for human use, in dosage",2,3004400010,"Codeine or its derivatives, for human use, in dosage",0.8132,,,swapped term,no
3004409011,1,imports,199612,111515.00,"Codeine phosphate, for human use, in dosage",3,3004409019,"Codeine or its derivs nes, for human use, in dosage",0.7778,,,,no
3004409011,1,imports,199612,111515.00,"Codeine phosphate, for human use, in dosage",4,3004400020,"Vincristine, for human use, in dosage",0.7632,,,swapped term,no
3004409011,1,imports,199612,111515.00,"Codeine phosphate, for human use, in dosage",5,3004409030,"Vincristine, for human use, in dosage",0.7632,,,swapped term,no
3004409011,1,imports,199612,111515.00,"Codeine phosphate, for human use, in dosage",6,3004400050,"Aminophylline, for human use, in dosage",0.7436,continuity,,swapped term,no
3004409011,1,imports,199612,111515.00,"Codeine phosphate, for human use, in dosage",7,3004409070,"Aminophylline, for human use, in dosage",0.7436,,,swapped term,no
3004409011,1,imports,199612,111515.00,"Codeine phosphate, for human use, in dosage",8,3004400040,"Morphine or its derivs, for human use, in dosage",0.7356,,,,no
3004409011,1,imports,199612,111515.00,"Codeine phosphate, for human use, in dosage",9,3004409050,"Morphine or its derivs, for human use, in dosage",0.7356,,,,no
3004409011,1,imports,199612,111515.00,"Codeine phosphate, for human use, in dosage",10,3004400030,"Theophylline, for human use, in dosage",0.7273,,,swapped term,no
3004409011,1,imports,199612,111515.00,"Codeine phosphate, for human use, in dosage",11,3004409040,"Theophylline, for human use, in dosage",0.7273,,,swapped term,no
3004409011,1,imports,199612,111515.00,"Codeine phosphate, for human use, in dosage",12,3004400080,"Narcotic veg alkaloids or their narc derivs, nes, for human use, in dosage",0.5714,,,,no
3004409011,1,imports,199612,111515.00,"Codeine phosphate, for human use, in dosage",13,3004409080,"Narcotic veg alkaloids or their narc derivs, nes, for human use, in dosage",0.5714,,,,no
3004409011,1,imports,199612,111515.00,"Codeine phosphate, for human use, in dosage",14,3004400090,"Non-narc veg alkaloids or their non-narc derivs, nes, for human use, in dosage",0.5517,,,,no
3004409011,1,imports,199612,111515.00,"Codeine phosphate, for human use, in dosage",15,3004409090,"Non-narc veg alkaloids or their non-narc derivs, nes, for human use, in dosage",0.5517,,,,no
3004409011,1,imports,199612,111515.00,"Codeine phosphate, for human use, in dosage",16,3004401000,"Alkaloids or their derivs, cont more than 23% of abs ethyl alc by vol, in dosage",0.3898,,,,no
3004409019,1,imports,199712,10263737.00,"Codeine or its derivs nes, for human use, in dosage",1,3004400010,"Codeine or its derivatives, for human use, in dosage",0.9293,,,,no
3004409019,1,imports,199712,10263737.00,"Codeine or its derivs nes, for human use, in dosage",2,3004400040,"Morphine or its derivs, for human use, in dosage",0.8842,,,swapped term,no
3004409019,1,imports,199712,10263737.00,"Codeine or its derivs nes, for human use, in dosage",3,3004400080,"Narcotic veg alkaloids or their narc derivs, nes, for human use, in dosage",0.7167,,,,no
3004409019,1,imports,199712,10263737.00,"Codeine or its derivs nes, for human use, in dosage",4,3004400090,"Non-narc veg alkaloids or their non-narc derivs, nes, for human use, in dosage",0.6935,,,,no
3004409019,1,imports,199712,10263737.00,"Codeine or its derivs nes, for human use, in dosage",5,3004400020,"Vincristine, for human use, in dosage",0.6667,,,swapped term,no
3004409019,1,imports,199712,10263737.00,"Codeine or its derivs nes, for human use, in dosage",6,3004400030,"Theophylline, for human use, in dosage",0.6588,,,swapped term,no
3004409019,1,imports,199712,10263737.00,"Codeine or its derivs nes, for human use, in dosage",7,3004400050,"Aminophylline, for human use, in dosage",0.6512,,,swapped term,no
3004409020,1,imports,199707,4869341.00,"Quinidine sulphate, for human use, in dosage",1,3004400020,"Vincristine, for human use, in dosage",0.7792,,,swapped term,no
3004409020,1,imports,199707,4869341.00,"Quinidine sulphate, for human use, in dosage",2,3004409030,"Vincristine, for human use, in dosage",0.7792,,,swapped term,no
3004409020,1,imports,199707,4869341.00,"Quinidine sulphate, for human use, in dosage",3,3004400050,"Aminophylline, for human use, in dosage",0.7342,,,swapped term,no
3004409020,1,imports,199707,4869341.00,"Quinidine sulphate, for human use, in dosage",4,3004409070,"Aminophylline, for human use, in dosage",0.7342,,,swapped term,no
3004409020,1,imports,199707,4869341.00,"Quinidine sulphate, for human use, in dosage",5,3004400010,"Codeine or its derivatives, for human use, in dosage",0.7174,,,,no
3004409020,1,imports,199707,4869341.00,"Quinidine sulphate, for human use, in dosage",6,3004400030,"Theophylline, for human use, in dosage",0.6923,,,swapped term,no
3004409020,1,imports,199707,4869341.00,"Quinidine sulphate, for human use, in dosage",7,3004409040,"Theophylline, for human use, in dosage",0.6923,,,swapped term,no
3004409020,1,imports,199707,4869341.00,"Quinidine sulphate, for human use, in dosage",8,3004400040,"Morphine or its derivs, for human use, in dosage",0.6818,,,,no
3004409020,1,imports,199707,4869341.00,"Quinidine sulphate, for human use, in dosage",9,3004409050,"Morphine or its derivs, for human use, in dosage",0.6818,,,,no
3004409020,1,imports,199707,4869341.00,"Quinidine sulphate, for human use, in dosage",10,3004409019,"Codeine or its derivs nes, for human use, in dosage",0.6813,,,,no
3004409020,1,imports,199707,4869341.00,"Quinidine sulphate, for human use, in dosage",11,3004400080,"Narcotic veg alkaloids or their narc derivs, nes, for human use, in dosage",0.5487,,,,no
3004409020,1,imports,199707,4869341.00,"Quinidine sulphate, for human use, in dosage",12,3004409080,"Narcotic veg alkaloids or their narc derivs, nes, for human use, in dosage",0.5487,,,,no
3004409020,1,imports,199707,4869341.00,"Quinidine sulphate, for human use, in dosage",13,3004400090,"Non-narc veg alkaloids or their non-narc derivs, nes, for human use, in dosage",0.5299,,,,no
3004409020,1,imports,199707,4869341.00,"Quinidine sulphate, for human use, in dosage",14,3004409090,"Non-narc veg alkaloids or their non-narc derivs, nes, for human use, in dosage",0.5299,,,,no
3004409020,1,imports,199707,4869341.00,"Quinidine sulphate, for human use, in dosage",15,3004401000,"Alkaloids or their derivs, cont more than 23% of abs ethyl alc by vol, in dosage",0.3866,,,,no
3004409030,1,imports,199711,2496656.00,"Vincristine, for human use, in dosage",1,3004400020,"Vincristine, for human use, in dosage",1.0000,,,,yes
3004409030,1,imports,199711,2496656.00,"Vincristine, for human use, in dosage",2,3004400050,"Aminophylline, for human use, in dosage",0.8056,,,swapped term,no
3004409030,1,imports,199711,2496656.00,"Vincristine, for human use, in dosage",3,3004409070,"Aminophylline, for human use, in dosage",0.8056,,,swapped term,no
3004409030,1,imports,199711,2496656.00,"Vincristine, for human use, in dosage",4,3004400030,"Theophylline, for human use, in dosage",0.7887,,,swapped term,no
3004409030,1,imports,199711,2496656.00,"Vincristine, for human use, in dosage",5,3004400040,"Morphine or its derivs, for human use, in dosage",0.6914,,,swapped term,no
3004409030,1,imports,199711,2496656.00,"Vincristine, for human use, in dosage",6,3004409050,"Morphine or its derivs, for human use, in dosage",0.6914,,,swapped term,no
3004409030,1,imports,199711,2496656.00,"Vincristine, for human use, in dosage",7,3004409019,"Codeine or its derivs nes, for human use, in dosage",0.6667,,,,no
3004409030,1,imports,199711,2496656.00,"Vincristine, for human use, in dosage",8,3004400010,"Codeine or its derivatives, for human use, in dosage",0.6588,,,swapped term,no
