year,hs10,tariff_item8,description,uom
2013-1,3004.20.00.12,3004.20.00,Containing vancomycin,-
2013-1,3004.20.00.13,3004.20.00,Containing erythromycin,-
2013-1,3004.20.00.18,3004.20.00,"Other, containing macrolides",-
2013-1,3004.20.00.19,3004.20.00,Other,-
2013-1,3004.20.00.80,3004.20.00,"Other, containing ivermectin",-
2013-1,3004.20.00.90,3004.20.00,Other,-
2013-1,3004.31.00.00,3004.31.00,Containing insulin,-
2013-1,3004.32.00.00,3004.32.00,"Containing corticosteroid hormones, their derivatives or structural analogues",-
2013-1,3004.39.00.11,3004.39.00,"Epinephrine, its solutions and pituitary extracts",-
2013-1,3004.39.00.12,3004.39.00,Containing anterior pituitary hormones,-
2013-1,3004.39.00.13,3004.39.00,Containing unmixed single estrogens,-
2013-1,3004.39.00.19,3004.39.00,Other,-
2013-1,3004.39.00.90,3004.39.00,Other,-
2013-1,3004.40.00.30,3004.40.00,Containing theophylline,-
2013-1,3004.40.00.40,3004.40.00,Containing morphine or derivatives thereof,-
2013-1,3004.40.00.90,3004.40.00,Other,-
2013-1,3004.50.00.11,3004.50.00,"Containing a single vitamin, not mixed with other supplements",-
2013-1,3004.50.00.12,3004.50.00,"Containing a single vitamin, mixed with other supplements",-
2013-1,3004.50.00.13,3004.50.00,"Containing multivitamins, not mixed with other supplements",-
2013-1,3004.50.00.14,3004.50.00,"Containing multivitamins, mixed with other supplements",-
2013-1,3004.50.00.19,3004.50.00,Other,-
2013-1,3004.50.00.90,3004.50.00,Other,-
2013-1,3004.90.00.11,3004.90.00,Amino acids,-
2013-1,3004.90.00.12,3004.90.00,Dextrose (glucose) and levulose (fructose) solutions,-
2013-1,3004.90.00.19,3004.90.00,Other,-
2013-1,3004.90.00.31,3004.90.00,Analgesics,-
2013-1,3004.90.00.32,3004.90.00,Antidepressants and tranquilizers,-
2013-1,3004.90.00.33,3004.90.00,Antihypertensive agents,-
2013-1,3004.90.00.34,3004.90.00,Antihistaminic agents,-
2013-1,3004.90.00.35,3004.90.00,"Other agents, acting on the central nervous system",-
2013-1,3004.90.00.36,3004.90.00,Local anaesthetics,-
2013-1,3004.90.00.39,3004.90.00,Other,-
2013-1,3004.90.00.42,3004.90.00,Laxatives,-
2013-1,3004.90.00.43,3004.90.00,Antacids,-
2013-1,3004.90.00.49,3004.90.00,Other,-
2013-1,3004.90.00.50,3004.90.00,"Other, for human use, acting on the cardio-vascular system",-
2013-1,3004.90.00.61,3004.90.00,Containing sulfonamides,-
2013-1,3004.90.00.69,3004.90.00,Other,-
2013-1,3004.90.00.71,3004.90.00,Haematological agents,-
2013-1,3004.90.00.72,3004.90.00,Antineoplastic agents,-
2013-1,3004.90.00.73,3004.90.00,Cough or cold preparations,-
2013-1,3004.90.00.74,3004.90.00,"Primarily affecting the eyes, ears or respiratory system",-
2013-1,3004.90.00.75,3004.90.00,Diuretics,-
2013-1,3004.90.00.76,3004.90.00,"Primarily affecting electrolytic, caloric or water balance",-
2013-1,3004.90.00.77,3004.90.00,Dermatological agents,-
2013-1,3004.90.00.78,3004.90.00,Containing hyaluronic acid or its sodium salt,-
2013-1,3004.90.00.79,3004.90.00,Other,-
2013-1,3004.90.00.90,3004.90.00,Other,-
2013-1,3005.10.00.10,3005.10.00,Coated or impregnated with pharmaceutical substances,-
2013-1,3005.10.00.91,3005.10.00,Adhesive dressings,-
2013-1,3005.10.00.99,3005.10.00,Other,-
2013-1,3005.90.00.20,3005.90.00,Coated or impregnated with pharmaceutical substances,-
2013-1,3005.90.00.30,3005.90.00,"Surgical dressings, not stitched or otherwise manufactured, not coated or impregnated with pharmaceutical substances",-
2013-1,3005.90.00.40,3005.90.00,"Other, of woven fabrics, other than woven fabrics solely of cotton; Of knitted fabrics, nonwovens or felts",-
2013-1,3005.90.00.90,3005.90.00,Other,-
2013-1,3006.10.00.10,3006.10.00,Sterile surgical catgut and similar sterile suture materials for surgical wound closure,-
2013-1,3006.10.00.90,3006.10.00,Other,-
2013-1,3006.20.00.20,3006.20.00,Of animal origin,-
2013-1,3006.20.00.90,3006.20.00,Other,-
2013-1,3006.30.00.10,3006.30.00,Opacifying preparations for X-ray examinations,-
2013-1,3006.30.00.90,3006.30.00,Other,-
2013-1,3006.40.00.10,3006.40.00,Dental cements and bone reconstruction cements,-
2013-1,3006.40.00.90,3006.40.00,Other,-
2013-1,3006.50.00.00,3006.50.00,First-aid boxes and kits,-
2013-1,3006.60.00.10,3006.60.00,In measured doses,-
2013-1,3006.60.00.90,3006.60.00,Other,-
2013-1,3006.70.10.00,3006.70.10,"Chemical or biological preparations, including kits containing ancillary articles or materials, for medical diagnosis; To be employed in the insemination of animal semen",-
2013-1,3006.70.90.00,3006.70.90,Other,-
2013-1,3006.91.00.00,3006.91.00,Appliances identifiable for ostomy use,-
2013-1,3006.92.00.00,3006.92.00,Waste pharmaceuticals,-
2014-4,3001.20.00.00,3001.20.00,Extracts of glands or other organs or of their secretions,KGM
2014-4,3001.90.00.10,3001.90.00,Heparin and its salts,KGM
2014-4,3001.90.00.20,3001.90.00,"Bone, organs and other human or animal tissue, living or preserved, suitable for permanent grafting or implantation",KGM
2014-4,3001.90.00.90,3001.90.00,Other,KGM
2014-4,3002.10.00.10,3002.10.00,"Human antisera and other human blood fractions, for diagnostic use",KGM
2014-4,3002.10.00.21,3002.10.00,Blood plasma,KGM
2014-4,3002.10.00.22,3002.10.00,Normal serum globulin,KGM
2014-4,3002.10.00.23,3002.10.00,Immune serum globulin,KGM
2014-4,3002.10.00.29,3002.10.00,Other,KGM
2014-4,3002.10.00.30,3002.10.00,"Human antisera and other human blood fractions, for other uses",KGM
2014-4,3002.10.00.41,3002.10.00,Bovine albumin,KGM
2014-4,3002.10.00.42,3002.10.00,Sera and antisera,KGM
2014-4,3002.10.00.49,3002.10.00,Other,KGM
2014-4,3002.10.00.51,3002.10.00,For use in humans,KGM
2014-4,3002.10.00.59,3002.10.00,Other,KGM
2014-4,3002.10.00.90,3002.10.00,Other,-
2014-4,3002.20.00.10,3002.20.00,Against influenza virus,-
2014-4,3002.20.00.90,3002.20.00,Other,-
2014-4,3002.30.00.10,3002.30.00,Vaccines against foot and mouth disease; Vaccines prepared for parenteral administration; Bovine intranasal vaccines,-
2014-4,3002.30.00.90,3002.30.00,Other,-
2014-4,3002.90.00.11,3002.90.00,Ricin,-
2014-4,3002.90.00.12,3002.90.00,Saxitoxin,-
2014-4,3002.90.00.19,3002.90.00,Other,-
2014-4,3002.90.00.20,3002.90.00,Butter making ferment cultures,KGM
2014-4,3002.90.00.30,3002.90.00,"Dried blood, of animal origin, whether or not soluble",-
2014-4,3002.90.00.91,3002.90.00,"Bacteria culture inoculants, for seeds",-
2014-4,3002.90.00.92,3002.90.00,Whole human blood,-
2014-4,3002.90.00.93,3002.90.00,"Antiallergenic preparations, of microbial origin",-
2014-4,3002.90.00.99,3002.90.00,Other,-
2014-4,3003.10.00.00,3003.10.00,"Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",KGM
2014-4,3003.20.00.00,3003.20.00,Containing other antibiotics,KGM
2014-4,3003.31.00.00,3003.31.00,Containing insulin,KGM
2014-4,3003.39.00.00,3003.39.00,Other,KGM
2014-4,3003.40.00.00,3003.40.00,Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,KGM
2014-4,3003.90.00.30,3003.90.00,Containing acetaminophen,KGM
2014-4,3003.90.00.90,3003.90.00,Other,KGM
2014-4,3004.10.00.10,3004.10.00,For human use,-
2014-4,3004.10.00.90,3004.10.00,Other,-
2014-4,3004.20.00.11,3004.20.00,Containing cephalosporins,-
2014-4,3004.20.00.12,3004.20.00,Containing vancomycin,-
2014-4,3004.20.00.13,3004.20.00,Containing erythromycin,-
2014-4,3004.20.00.18,3004.20.00,"Other, containing macrolides",-
2014-4,3004.20.00.19,3004.20.00,Other,-
2014-4,3004.20.00.80,3004.20.00,"Other, containing ivermectin",-
2014-4,3004.20.00.90,3004.20.00,Other,-
2014-4,3004.31.00.00,3004.31.00,Containing insulin,-
2014-4,3004.32.00.00,3004.32.00,"Containing corticosteroid hormones, their derivatives or structural analogues",-
2014-4,3004.39.00.11,3004.39.00,"Epinephrine, its solutions and pituitary extracts",-
2014-4,3004.39.00.12,3004.39.00,Containing anterior pituitary hormones,-
2014-4,3004.39.00.13,3004.39.00,Containing unmixed single estrogens,-
2014-4,3004.39.00.19,3004.39.00,Other,-
2014-4,3004.39.00.90,3004.39.00,Other,-
2014-4,3004.40.00.30,3004.40.00,Containing theophylline,-
2014-4,3004.40.00.40,3004.40.00,Containing morphine or derivatives thereof,-
2014-4,3004.40.00.90,3004.40.00,Other,-
2014-4,3004.50.00.11,3004.50.00,"Containing a single vitamin, not mixed with other supplements",-
2014-4,3004.50.00.12,3004.50.00,"Containing a single vitamin, mixed with other supplements",-
2014-4,3004.50.00.13,3004.50.00,"Containing multivitamins, not mixed with other supplements",-
2014-4,3004.50.00.14,3004.50.00,"Containing multivitamins, mixed with other supplements",-
2014-4,3004.50.00.19,3004.50.00,Other,-
2014-4,3004.50.00.90,3004.50.00,Other,-
2014-4,3004.90.00.11,3004.90.00,Amino acids,-
2014-4,3004.90.00.12,3004.90.00,Dextrose (glucose) and levulose (fructose) solutions,-
2014-4,3004.90.00.19,3004.90.00,Other,-
2014-4,3004.90.00.31,3004.90.00,Analgesics,-
2014-4,3004.90.00.32,3004.90.00,Antidepressants and tranquilizers,-
2014-4,3004.90.00.33,3004.90.00,Antihypertensive agents,-
2014-4,3004.90.00.34,3004.90.00,Antihistaminic agents,-
2014-4,3004.90.00.35,3004.90.00,"Other agents, acting on the central nervous system",-
2014-4,3004.90.00.36,3004.90.00,Local anaesthetics,-
2014-4,3004.90.00.39,3004.90.00,Other,-
2014-4,3004.90.00.42,3004.90.00,Laxatives,-
2014-4,3004.90.00.43,3004.90.00,Antacids,-
2014-4,3004.90.00.49,3004.90.00,Other,-
2014-4,3004.90.00.50,3004.90.00,"Other, for human use, acting on the cardio-vascular system",-
2014-4,3004.90.00.61,3004.90.00,Containing sulfonamides,-
2014-4,3004.90.00.69,3004.90.00,Other,-
2014-4,3004.90.00.71,3004.90.00,Haematological agents,-
2014-4,3004.90.00.72,3004.90.00,Antineoplastic agents,-
2014-4,3004.90.00.73,3004.90.00,Cough or cold preparations,-
2014-4,3004.90.00.74,3004.90.00,"Primarily affecting the eyes, ears or respiratory system",-
2014-4,3004.90.00.75,3004.90.00,Diuretics,-
2014-4,3004.90.00.76,3004.90.00,"Primarily affecting electrolytic, caloric or water balance",-
2014-4,3004.90.00.77,3004.90.00,Dermatological agents,-
2014-4,3004.90.00.78,3004.90.00,Containing hyaluronic acid or its sodium salt,-
2014-4,3004.90.00.79,3004.90.00,Other,-
2014-4,3004.90.00.90,3004.90.00,Other,-
2014-4,3005.10.00.10,3005.10.00,Coated or impregnated with pharmaceutical substances,-
2014-4,3005.10.00.91,3005.10.00,Adhesive dressings,-
2014-4,3005.10.00.99,3005.10.00,Other,-
2014-4,3005.90.00.20,3005.90.00,Coated or impregnated with pharmaceutical substances,-
2014-4,3005.90.00.30,3005.90.00,"Surgical dressings, not stitched or otherwise manufactured, not coated or impregnated with pharmaceutical substances",-
2014-4,3005.90.00.40,3005.90.00,"Other, of woven fabrics, other than woven fabrics solely of cotton; Of knitted fabrics, nonwovens or felts",-
2014-4,3005.90.00.90,3005.90.00,Other,-
2014-4,3006.10.00.10,3006.10.00,Sterile surgical catgut and similar sterile suture materials for surgical wound closure,-
2014-4,3006.10.00.90,3006.10.00,Other,-
2014-4,3006.20.00.20,3006.20.00,Of animal origin,-
2014-4,3006.20.00.90,3006.20.00,Other,-
2014-4,3006.30.00.10,3006.30.00,Opacifying preparations for X-ray examinations,-
2014-4,3006.30.00.90,3006.30.00,Other,-
2014-4,3006.40.00.10,3006.40.00,Dental cements and bone reconstruction cements,-
2014-4,3006.40.00.90,3006.40.00,Other,-
2014-4,3006.50.00.00,3006.50.00,First-aid boxes and kits,-
2014-4,3006.60.00.10,3006.60.00,In measured doses,-
2014-4,3006.60.00.90,3006.60.00,Other,-
2014-4,3006.70.10.00,3006.70.10,"Chemical or biological preparations, including kits containing ancillary articles or materials, for medical diagnosis; To be employed in the insemination of animal semen",-
2014-4,3006.70.90.00,3006.70.90,Other,-
2014-4,3006.91.00.00,3006.91.00,Appliances identifiable for ostomy use,-
2014-4,3006.92.00.00,3006.92.00,Waste pharmaceuticals,-
2015,3001.20.00.00,3001.20.00,Extracts of glands or other organs or of their secretions,KGM
2015,3001.90.00.10,3001.90.00,Heparin and its salts,KGM
2015,3001.90.00.20,3001.90.00,"Bone, organs and other human or animal tissue, living or preserved, suitable for permanent grafting or implantation",KGM
2015,3001.90.00.90,3001.90.00,Other,KGM
2015,3002.10.00.10,3002.10.00,"Human antisera and other human blood fractions, for diagnostic use",KGM
2015,3002.10.00.21,3002.10.00,Blood plasma,KGM
2015,3002.10.00.22,3002.10.00,Normal serum globulin,KGM
2015,3002.10.00.23,3002.10.00,Immune serum globulin,KGM
2015,3002.10.00.29,3002.10.00,Other,KGM
2015,3002.10.00.30,3002.10.00,"Human antisera and other human blood fractions, for other uses",KGM
2015,3002.10.00.41,3002.10.00,Bovine albumin,KGM
2015,3002.10.00.42,3002.10.00,Sera and antisera,KGM
2015,3002.10.00.49,3002.10.00,Other,KGM
2015,3002.10.00.51,3002.10.00,For use in humans,KGM
2015,3002.10.00.59,3002.10.00,Other,KGM
2015,3002.10.00.90,3002.10.00,Other,-
2015,3002.20.00.10,3002.20.00,Against influenza virus,-
2015,3002.20.00.90,3002.20.00,Other,-
2015,3002.30.00.10,3002.30.00,Vaccines against foot and mouth disease; Vaccines prepared for parenteral administration; Bovine intranasal vaccines,-
2015,3002.30.00.90,3002.30.00,Other,-
2015,3002.90.00.11,3002.90.00,Ricin,-
2015,3002.90.00.12,3002.90.00,Saxitoxin,-
2015,3002.90.00.19,3002.90.00,Other,-
2015,3002.90.00.20,3002.90.00,Butter making ferment cultures,KGM
2015,3002.90.00.30,3002.90.00,"Dried blood, of animal origin, whether or not soluble",-
2015,3002.90.00.91,3002.90.00,"Bacteria culture inoculants, for seeds",-
2015,3002.90.00.92,3002.90.00,Whole human blood,-
2015,3002.90.00.93,3002.90.00,"Antiallergenic preparations, of microbial origin",-
2015,3002.90.00.99,3002.90.00,Other,-
2015,3003.10.00.00,3003.10.00,"Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",KGM
2015,3003.20.00.00,3003.20.00,Containing other antibiotics,KGM
2015,3003.31.00.00,3003.31.00,Containing insulin,KGM
2015,3003.39.00.00,3003.39.00,Other,KGM
2015,3003.40.00.00,3003.40.00,Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,KGM
2015,3003.90.00.30,3003.90.00,Containing acetaminophen,KGM
2015,3003.90.00.90,3003.90.00,Other,KGM
2015,3004.10.00.10,3004.10.00,For human use,-
2015,3004.10.00.90,3004.10.00,Other,-
2015,3004.20.00.11,3004.20.00,Containing cephalosporins,-
2015,3004.20.00.12,3004.20.00,Containing vancomycin,-
2015,3004.20.00.13,3004.20.00,Containing erythromycin,-
2015,3004.20.00.18,3004.20.00,"Other, containing macrolides",-
2015,3004.20.00.19,3004.20.00,Other,-
2015,3004.20.00.80,3004.20.00,"Other, containing ivermectin",-
2015,3004.20.00.90,3004.20.00,Other,-
2015,3004.31.00.00,3004.31.00,Containing insulin,-
2015,3004.32.00.00,3004.32.00,"Containing corticosteroid hormones, their derivatives or structural analogues",-
2015,3004.39.00.11,3004.39.00,"Epinephrine, its solutions and pituitary extracts",-
2015,3004.39.00.12,3004.39.00,Containing anterior pituitary hormones,-
2015,3004.39.00.13,3004.39.00,Containing unmixed single estrogens,-
2015,3004.39.00.19,3004.39.00,Other,-
2015,3004.39.00.90,3004.39.00,Other,-
2015,3004.40.00.30,3004.40.00,Containing theophylline,-
2015,3004.40.00.40,3004.40.00,Containing morphine or derivatives thereof,-
2015,3004.40.00.90,3004.40.00,Other,-
2015,3004.50.00.11,3004.50.00,"Containing a single vitamin, not mixed with other supplements",-
2015,3004.50.00.12,3004.50.00,"Containing a single vitamin, mixed with other supplements",-
2015,3004.50.00.13,3004.50.00,"Containing multivitamins, not mixed with other supplements",-
2015,3004.50.00.14,3004.50.00,"Containing multivitamins, mixed with other supplements",-
2015,3004.50.00.19,3004.50.00,Other,-
2015,3004.50.00.90,3004.50.00,Other,-
2015,3004.90.00.11,3004.90.00,Amino acids,-
2015,3004.90.00.12,3004.90.00,Dextrose (glucose) and levulose (fructose) solutions,-
2015,3004.90.00.19,3004.90.00,Other,-
2015,3004.90.00.31,3004.90.00,Analgesics,-
2015,3004.90.00.32,3004.90.00,Antidepressants and tranquilizers,-
2015,3004.90.00.33,3004.90.00,Antihypertensive agents,-
2015,3004.90.00.34,3004.90.00,Antihistaminic agents,-
2015,3004.90.00.35,3004.90.00,"Other agents, acting on the central nervous system",-
2015,3004.90.00.36,3004.90.00,Local anaesthetics,-
2015,3004.90.00.39,3004.90.00,Other,-
2015,3004.90.00.42,3004.90.00,Laxatives,-
2015,3004.90.00.43,3004.90.00,Antacids,-
2015,3004.90.00.49,3004.90.00,Other,-
2015,3004.90.00.50,3004.90.00,"Other, for human use, acting on the cardio-vascular system",-
2015,3004.90.00.61,3004.90.00,Containing sulfonamides,-
2015,3004.90.00.69,3004.90.00,Other,-
2015,3004.90.00.71,3004.90.00,Haematological agents,-
2015,3004.90.00.72,3004.90.00,Antineoplastic agents,-
2015,3004.90.00.73,3004.90.00,Cough or cold preparations,-
2015,3004.90.00.74,3004.90.00,"Primarily affecting the eyes, ears or respiratory system",-
2015,3004.90.00.75,3004.90.00,Diuretics,-
2015,3004.90.00.76,3004.90.00,"Primarily affecting electrolytic, caloric or water balance",-
2015,3004.90.00.77,3004.90.00,Dermatological agents,-
2015,3004.90.00.78,3004.90.00,Containing hyaluronic acid or its sodium salt,-
2015,3004.90.00.79,3004.90.00,Other,-
2015,3004.90.00.90,3004.90.00,Other,-
2015,3005.10.00.10,3005.10.00,Coated or impregnated with pharmaceutical substances,-
2015,3005.10.00.91,3005.10.00,Adhesive dressings,-
2015,3005.10.00.99,3005.10.00,Other,-
2015,3005.90.00.20,3005.90.00,Coated or impregnated with pharmaceutical substances,-
2015,3005.90.00.30,3005.90.00,"Surgical dressings, not stitched or otherwise manufactured, not coated or impregnated with pharmaceutical substances",-
2015,3005.90.00.40,3005.90.00,"Other, of woven fabrics, other than woven fabrics solely of cotton; Of knitted fabrics, nonwovens or felts",-
2015,3005.90.00.90,3005.90.00,Other,-
2015,3006.10.00.10,3006.10.00,Sterile surgical catgut and similar sterile suture materials for surgical wound closure,-
2015,3006.10.00.90,3006.10.00,Other,-
2015,3006.20.00.20,3006.20.00,Of animal origin,-
2015,3006.20.00.90,3006.20.00,Other,-
2015,3006.30.00.10,3006.30.00,Opacifying preparations for X-ray examinations,-
2015,3006.30.00.90,3006.30.00,Other,-
2015,3006.40.00.10,3006.40.00,Dental cements and bone reconstruction cements,-
2015,3006.40.00.90,3006.40.00,Other,-
2015,3006.50.00.00,3006.50.00,First-aid boxes and kits,-
2015,3006.60.00.10,3006.60.00,In measured doses,-
2015,3006.60.00.90,3006.60.00,Other,-
2015,3006.70.10.00,3006.70.10,"Chemical or biological preparations, including kits containing ancillary articles or materials, for medical diagnosis; To be employed in the insemination of animal semen",-
2015,3006.70.90.00,3006.70.90,Other,-
2015,3006.91.00.00,3006.91.00,Appliances identifiable for ostomy use,-
2015,3006.92.00.00,3006.92.00,Waste pharmaceuticals,-
2016,3001.20.00.00,3001.20.00,Extracts of glands or other organs or of their secretions,KGM
2016,3001.90.00.10,3001.90.00,Heparin and its salts,KGM
2016,3001.90.00.20,3001.90.00,"Bone, organs and other human or animal tissue, living or preserved, suitable for permanent grafting or implantation",KGM
2016,3001.90.00.90,3001.90.00,Other,KGM
2016,3002.10.00.10,3002.10.00,"Human antisera and other human blood fractions, for diagnostic use",KGM
2016,3002.10.00.21,3002.10.00,Blood plasma,KGM
2016,3002.10.00.22,3002.10.00,Normal serum globulin,KGM
2016,3002.10.00.23,3002.10.00,Immune serum globulin,KGM
2016,3002.10.00.29,3002.10.00,Other,KGM
2016,3002.10.00.30,3002.10.00,"Human antisera and other human blood fractions, for other uses",KGM
2016,3002.10.00.41,3002.10.00,Bovine albumin,KGM
2016,3002.10.00.42,3002.10.00,Sera and antisera,KGM
2016,3002.10.00.49,3002.10.00,Other,KGM
2016,3002.10.00.51,3002.10.00,For use in humans,KGM
2016,3002.10.00.59,3002.10.00,Other,KGM
2016,3002.10.00.90,3002.10.00,Other,-
2016,3002.20.00.10,3002.20.00,Against influenza virus,-
2016,3002.20.00.90,3002.20.00,Other,-
2016,3002.30.00.10,3002.30.00,Vaccines against foot and mouth disease; Vaccines prepared for parenteral administration; Bovine intranasal vaccines,-
2016,3002.30.00.90,3002.30.00,Other,-
2016,3002.90.00.11,3002.90.00,Ricin,-
2016,3002.90.00.12,3002.90.00,Saxitoxin,-
2016,3002.90.00.19,3002.90.00,Other,-
2016,3002.90.00.20,3002.90.00,Butter making ferment cultures,KGM
2016,3002.90.00.30,3002.90.00,"Dried blood, of animal origin, whether or not soluble",-
2016,3002.90.00.91,3002.90.00,"Bacteria culture inoculants, for seeds",-
2016,3002.90.00.92,3002.90.00,Whole human blood,-
2016,3002.90.00.93,3002.90.00,"Antiallergenic preparations, of microbial origin",-
2016,3002.90.00.99,3002.90.00,Other,-
2016,3003.10.00.00,3003.10.00,"Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",KGM
2016,3003.20.00.00,3003.20.00,Containing other antibiotics,KGM
2016,3003.31.00.00,3003.31.00,Containing insulin,KGM
2016,3003.39.00.00,3003.39.00,Other,KGM
2016,3003.40.00.00,3003.40.00,Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,KGM
2016,3003.90.00.30,3003.90.00,Containing acetaminophen,KGM
2016,3003.90.00.90,3003.90.00,Other,KGM
2016,3004.10.00.10,3004.10.00,For human use,-
2016,3004.10.00.90,3004.10.00,Other,-
2016,3004.20.00.11,3004.20.00,Containing cephalosporins,-
2016,3004.20.00.12,3004.20.00,Containing vancomycin,-
2016,3004.20.00.13,3004.20.00,Containing erythromycin,-
2016,3004.20.00.18,3004.20.00,"Other, containing macrolides",-
2016,3004.20.00.19,3004.20.00,Other,-
2016,3004.20.00.80,3004.20.00,"Other, containing ivermectin",-
2016,3004.20.00.90,3004.20.00,Other,-
2016,3004.31.00.00,3004.31.00,Containing insulin,-
2016,3004.32.00.00,3004.32.00,"Containing corticosteroid hormones, their derivatives or structural analogues",-
2016,3004.39.00.11,3004.39.00,"Epinephrine, its solutions and pituitary extracts",-
2016,3004.39.00.12,3004.39.00,Containing anterior pituitary hormones,-
2016,3004.39.00.13,3004.39.00,Containing unmixed single estrogens,-
2016,3004.39.00.19,3004.39.00,Other,-
2016,3004.39.00.90,3004.39.00,Other,-
2016,3004.40.00.30,3004.40.00,Containing theophylline,-
2016,3004.40.00.40,3004.40.00,Containing morphine or derivatives thereof,-
2016,3004.40.00.90,3004.40.00,Other,-
2016,3004.50.00.11,3004.50.00,"Containing a single vitamin, not mixed with other supplements",-
2016,3004.50.00.12,3004.50.00,"Containing a single vitamin, mixed with other supplements",-
2016,3004.50.00.13,3004.50.00,"Containing multivitamins, not mixed with other supplements",-
2016,3004.50.00.14,3004.50.00,"Containing multivitamins, mixed with other supplements",-
2016,3004.50.00.19,3004.50.00,Other,-
2016,3004.50.00.90,3004.50.00,Other,-
2016,3004.90.00.11,3004.90.00,Amino acids,-
2016,3004.90.00.12,3004.90.00,Dextrose (glucose) and levulose (fructose) solutions,-
2016,3004.90.00.19,3004.90.00,Other,-
2016,3004.90.00.31,3004.90.00,Analgesics,-
2016,3004.90.00.32,3004.90.00,Antidepressants and tranquilizers,-
2016,3004.90.00.33,3004.90.00,Antihypertensive agents,-
2016,3004.90.00.34,3004.90.00,Antihistaminic agents,-
2016,3004.90.00.35,3004.90.00,"Other agents, acting on the central nervous system",-
2016,3004.90.00.36,3004.90.00,Local anaesthetics,-
2016,3004.90.00.39,3004.90.00,Other,-
2016,3004.90.00.42,3004.90.00,Laxatives,-
2016,3004.90.00.43,3004.90.00,Antacids,-
2016,3004.90.00.49,3004.90.00,Other,-
2016,3004.90.00.50,3004.90.00,"Other, for human use, acting on the cardio-vascular system",-
2016,3004.90.00.61,3004.90.00,Containing sulfonamides,-
2016,3004.90.00.69,3004.90.00,Other,-
2016,3004.90.00.71,3004.90.00,Haematological agents,-
2016,3004.90.00.72,3004.90.00,Antineoplastic agents,-
2016,3004.90.00.73,3004.90.00,Cough or cold preparations,-
2016,3004.90.00.74,3004.90.00,"Primarily affecting the eyes, ears or respiratory system",-
2016,3004.90.00.75,3004.90.00,Diuretics,-
2016,3004.90.00.76,3004.90.00,"Primarily affecting electrolytic, caloric or water balance",-
2016,3004.90.00.77,3004.90.00,Dermatological agents,-
2016,3004.90.00.78,3004.90.00,Containing hyaluronic acid or its sodium salt,-
2016,3004.90.00.79,3004.90.00,Other,-
2016,3004.90.00.90,3004.90.00,Other,-
2016,3005.10.00.10,3005.10.00,Coated or impregnated with pharmaceutical substances,-
2016,3005.10.00.91,3005.10.00,Adhesive dressings,-
2016,3005.10.00.99,3005.10.00,Other,-
2016,3005.90.00.20,3005.90.00,Coated or impregnated with pharmaceutical substances,-
2016,3005.90.00.30,3005.90.00,"Surgical dressings, not stitched or otherwise manufactured, not coated or impregnated with pharmaceutical substances",-
2016,3005.90.00.40,3005.90.00,"Other, of woven fabrics, other than woven fabrics solely of cotton; Of knitted fabrics, nonwovens or felts",-
2016,3005.90.00.90,3005.90.00,Other,-
2016,3006.10.00.10,3006.10.00,Sterile surgical catgut and similar sterile suture materials for surgical wound closure,-
2016,3006.10.00.90,3006.10.00,Other,-
2016,3006.20.00.20,3006.20.00,Of animal origin,-
2016,3006.20.00.90,3006.20.00,Other,-
2016,3006.30.00.10,3006.30.00,Opacifying preparations for X-ray examinations,-
2016,3006.30.00.90,3006.30.00,Other,-
2016,3006.40.00.10,3006.40.00,Dental cements and bone reconstruction cements,-
2016,3006.40.00.90,3006.40.00,Other,-
2016,3006.50.00.00,3006.50.00,First-aid boxes and kits,-
2016,3006.60.00.10,3006.60.00,In measured doses,-
2016,3006.60.00.90,3006.60.00,Other,-
2016,3006.70.10.00,3006.70.10,"Chemical or biological preparations, including kits containing ancillary articles or materials, for medical diagnosis; To be employed in the insemination of animal semen",-
2016,3006.70.90.00,3006.70.90,Other,-
2016,3006.91.00.00,3006.91.00,Appliances identifiable for ostomy use,-
2016,3006.92.00.00,3006.92.00,Waste pharmaceuticals,-
2017,3001.20.00.00,3001.20.00,Extracts of glands or other organs or of their secretions,KGM
2017,3001.90.00.10,3001.90.00,Heparin and its salts,KGM
2017,3001.90.00.20,3001.90.00,"Bone, organs and other human or animal tissue, living or preserved, suitable for permanent grafting or implantation",KGM
2017,3001.90.00.90,3001.90.00,Other,KGM
2017,3002.11.00.00,3002.11.00,Malaria diagnostic test kits,NMB
2017,3002.12.00.11,3002.12.00,For diagnostic use,KGM
2017,3002.12.00.12,3002.12.00,"Other, blood plasma",KGM
2017,3002.12.00.13,3002.12.00,"Other, immune globulin",KGM
2017,3002.12.00.19,3002.12.00,Other,KGM
2017,3002.12.00.21,3002.12.00,For use in humans,KGM
2017,3002.12.00.29,3002.12.00,Other,KGM
2017,3002.13.00.00,3002.13.00,"Immunological products, unmixed, not put up in measured doses or in forms or packings for retail sale",KGM
