uid,orig_commodity,family_id,step_number,hs_code,description,orig_first_period,orig_last_period,step_status,next_hs_code,step_first_period,step_last_period
IMR-3004100031-198801,"3004.10.00.31 - Penicillins or their derivs, for vet use, in dosage (Terminated 2011-12)",IM-3004100031-198801,2,3004.10.00.90,"Medicaments containing penicillins/streptomycins/derivative,for veterinary use,in doses/pack for retail sale,not elsewhere specified",1988-01,2001-12,active,,2012-01,2026-06
IMR-3004100031-200201,"3004.10.00.31 - Penicillins or their derivatives, for veterinary use, in dosage (Terminated 2011-12)",IM-3004100031-198801,1,3004.10.00.31,"Penicillins or their derivatives, for veterinary use, in dosage",2002-01,2011-12,succeeded,3004.10.00.90,2002-01,2011-12
IMR-3004100031-200201,"3004.10.00.31 - Penicillins or their derivatives, for veterinary use, in dosage (Terminated 2011-12)",IM-3004100031-198801,2,3004.10.00.90,"Medicaments containing penicillins/streptomycins/derivative,for veterinary use,in doses/pack for retail sale,not elsewhere specified",2002-01,2011-12,active,,2012-01,2026-06
IMR-3004100032-198802,"3004.10.00.32 - Streptomycins or their derivs, for vet use, in dosage (Terminated 2011-12)",IM-3004100031-198801,1,3004.10.00.32,"Streptomycins or their derivatives, for veterinary use, in dosage",1988-02,2001-12,succeeded,3004.10.00.90,1988-02,2011-12
IMR-3004100032-198802,"3004.10.00.32 - Streptomycins or their derivs, for vet use, in dosage (Terminated 2011-12)",IM-3004100031-198801,2,3004.10.00.90,"Medicaments containing penicillins/streptomycins/derivative,for veterinary use,in doses/pack for retail sale,not elsewhere specified",1988-02,2001-12,active,,2012-01,2026-06
IMR-3004100032-200201,"3004.10.00.32 - Streptomycins or their derivatives, for veterinary use, in dosage (Terminated 2011-12)",IM-3004100031-198801,1,3004.10.00.32,"Streptomycins or their derivatives, for veterinary use, in dosage",2002-01,2011-12,succeeded,3004.10.00.90,2002-01,2011-12
IMR-3004100032-200201,"3004.10.00.32 - Streptomycins or their derivatives, for veterinary use, in dosage (Terminated 2011-12)",IM-3004100031-198801,2,3004.10.00.90,"Medicaments containing penicillins/streptomycins/derivative,for veterinary use,in doses/pack for retail sale,not elsewhere specified",2002-01,2011-12,active,,2012-01,2026-06
IMR-3004100090-201201,"3004.10.00.90 - Medi cont penicillins/streptomycins/deriv,f veterinary use,in doses/pack frs,nes",IM-3004100031-198801,1,3004.10.00.90,"Medicaments containing penicillins/streptomycins/derivative,for veterinary use,in doses/pack for retail sale,not elsewhere specified",2012-01,2026-06,active,,2012-01,2026-06
IMR-3004200010-198801,"3004.20.00.10 - Tetracyclines or their derivs, for human use, in dosage (Terminated 2011-12)",IM-3004200010-198801,1,3004.20.00.10,"Tetracyclines or their derivatives, for human use, in dosage",1988-01,2001-11,succeeded,3004.20.00.19,1988-01,2011-12
IMR-3004200010-198801,"3004.20.00.10 - Tetracyclines or their derivs, for human use, in dosage (Terminated 2011-12)",IM-3004200010-198801,2,3004.20.00.19,"Medicaments,containing antibiotics,human,therapeutic/prophylactic,doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06,not elsewhere specified",1988-01,2001-11,active,,2012-01,2026-06
IMR-3004200010-200201,"3004.20.00.10 - Tetracyclines or their derivatives, for human use, in dosage (Terminated 2011-12)",IM-3004200010-198801,1,3004.20.00.10,"Tetracyclines or their derivatives, for human use, in dosage",2002-01,2011-12,succeeded,3004.20.00.19,2002-01,2011-12
IMR-3004200010-200201,"3004.20.00.10 - Tetracyclines or their derivatives, for human use, in dosage (Terminated 2011-12)",IM-3004200010-198801,2,3004.20.00.19,"Medicaments,containing antibiotics,human,therapeutic/prophylactic,doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06,not elsewhere specified",2002-01,2011-12,active,,2012-01,2026-06
IMR-3004200011-201201,"3004.20.00.11 - Medicaments containing cephalosporins, for human use, in doses/packings frs",IM-3004200020-198801,1,3004.20.00.11,"Medicaments containing cephalosporins, for human use, in doses/packings for retail sale",2012-01,2026-06,active,,2012-01,2026-06
IMR-3004200012-201201,"3004.20.00.12 - Medicaments containing vancomycin, for human use, in doses/pack for retail sale",IM-3004200063-198801,1,3004.20.00.12,"Medicaments containing vancomycin, for human use, in doses/pack for retail sale",2012-01,2026-06,active,,2012-01,2026-06
IMR-3004200013-201201,"3004.20.00.13 - Medicaments containing erythromycin, for human use,in doses/pack for retail sale",IM-3004200031-198801,1,3004.20.00.13,"Medicaments containing erythromycin, for human use,in doses/pack for retail sale",2012-01,2026-06,active,,2012-01,2026-06
IMR-3004200018-201201,"3004.20.00.18 - Medicaments containing macrolide,o/t erythromycin,f human use,doses/pack frs,nes",IM-3004200039-198801,1,3004.20.00.18,"Medicaments containing macrolide,other than erythromycin,for human use,doses/pack for retail sale,not elsewhere specified",2012-01,2026-06,active,,2012-01,2026-06
IMR-3004200019-201201,"3004.20.00.19 - Medi,cont antibiotics,hum,therap/prophltc,doses/pack frs,o/t No 30.02/05/06,nes",IM-3004200010-198801,1,3004.20.00.19,"Medicaments,containing antibiotics,human,therapeutic/prophylactic,doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06,not elsewhere specified",2012-01,2026-06,active,,2012-01,2026-06
IMR-3004200020-198801,"3004.20.00.20 - Cephalosporins, for human use, in dosage (Terminated 2011-12)",IM-3004200020-198801,1,3004.20.00.20,"Cephalosporins, for human use, in dosage",1988-01,2011-12,succeeded,3004.20.00.11,1988-01,2011-12
IMR-3004200020-198801,"3004.20.00.20 - Cephalosporins, for human use, in dosage (Terminated 2011-12)",IM-3004200020-198801,2,3004.20.00.11,"Medicaments containing cephalosporins, for human use, in doses/packings for retail sale",1988-01,2011-12,active,,2012-01,2026-06
IMR-3004200031-198801,"3004.20.00.31 - Erythromycin, for human use, in dosage (Terminated 2011-12)",IM-3004200031-198801,1,3004.20.00.31,"Erythromycin, for human use, in dosage",1988-01,2011-12,succeeded,3004.20.00.13,1988-01,2011-12
IMR-3004200031-198801,"3004.20.00.31 - Erythromycin, for human use, in dosage (Terminated 2011-12)",IM-3004200031-198801,2,3004.20.00.13,"Medicaments containing erythromycin, for human use,in doses/pack for retail sale",1988-01,2011-12,active,,2012-01,2026-06
IMR-3004200039-198801,"3004.20.00.39 - Macrolide antibiotics nes, for human use, in dosage (Terminated 2011-12)",IM-3004200039-198801,1,3004.20.00.39,"Macrolide antibiotics, not elsewhere specified, for human use, in dosage",1988-01,2001-12,succeeded,3004.20.00.18,1988-01,2011-12
IMR-3004200039-198801,"3004.20.00.39 - Macrolide antibiotics nes, for human use, in dosage (Terminated 2011-12)",IM-3004200039-198801,2,3004.20.00.18,"Medicaments containing macrolide,other than erythromycin,for human use,doses/pack for retail sale,not elsewhere specified",1988-01,2001-12,active,,2012-01,2026-06
IMR-3004200039-200201,"3004.20.00.39 - Macrolide antibiotics, nes, for human use, in dosage (Terminated 2011-12)",IM-3004200039-198801,1,3004.20.00.39,"Macrolide antibiotics, not elsewhere specified, for human use, in dosage",2002-01,2011-12,succeeded,3004.20.00.18,2002-01,2011-12
IMR-3004200039-200201,"3004.20.00.39 - Macrolide antibiotics, nes, for human use, in dosage (Terminated 2011-12)",IM-3004200039-198801,2,3004.20.00.18,"Medicaments containing macrolide,other than erythromycin,for human use,doses/pack for retail sale,not elsewhere specified",2002-01,2011-12,active,,2012-01,2026-06
IMR-3004200041-198801,"3004.20.00.41 - Gentamycins, for human use, in dosage (Terminated 2011-12)",IM-3004200010-198801,1,3004.20.00.41,"Gentamycins, for human use, in dosage",1988-01,2011-12,succeeded,3004.20.00.19,1988-01,2011-12
IMR-3004200041-198801,"3004.20.00.41 - Gentamycins, for human use, in dosage (Terminated 2011-12)",IM-3004200010-198801,2,3004.20.00.19,"Medicaments,containing antibiotics,human,therapeutic/prophylactic,doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06,not elsewhere specified",1988-01,2011-12,active,,2012-01,2026-06
IMR-3004200042-198910,"3004.20.00.42 - Kanamycins, for human use, in dosage (Terminated 1991-06)",IM-3004200010-198801,1,3004.20.00.42,"Kanamycins, for human use, in dosage",1989-10,1990-07,succeeded,3004.20.00.49,1989-10,1990-07
IMR-3004200042-198910,"3004.20.00.42 - Kanamycins, for human use, in dosage (Terminated 1991-06)",IM-3004200010-198801,2,3004.20.00.49,"Aminoglycoside antibiotics, not elsewhere specified, for human use, in dosage",1989-10,1990-07,succeeded,3004.20.00.19,1988-01,2011-12
IMR-3004200042-198910,"3004.20.00.42 - Kanamycins, for human use, in dosage (Terminated 1991-06)",IM-3004200010-198801,3,3004.20.00.19,"Medicaments,containing antibiotics,human,therapeutic/prophylactic,doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06,not elsewhere specified",1989-10,1990-07,active,,2012-01,2026-06
IMR-3004200049-198801,"3004.20.00.49 - Aminoglycoside antibiotics, nes, for human use, in dosage (Terminated 2011-12)",IM-3004200010-198801,1,3004.20.00.49,"Aminoglycoside antibiotics, not elsewhere specified, for human use, in dosage",1988-01,2011-12,succeeded,3004.20.00.19,1988-01,2011-12
IMR-3004200049-198801,"3004.20.00.49 - Aminoglycoside antibiotics, nes, for human use, in dosage (Terminated 2011-12)",IM-3004200010-198801,2,3004.20.00.19,"Medicaments,containing antibiotics,human,therapeutic/prophylactic,doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06,not elsewhere specified",1988-01,2011-12,active,,2012-01,2026-06
IMR-3004200051-199003,"3004.20.00.51 - Bacitracin, for human use, in dosage (Terminated 2011-12)",IM-3004200010-198801,1,3004.20.00.51,"Bacitracin, for human use, in dosage",1990-03,2011-12,succeeded,3004.20.00.19,1990-03,2011-12
IMR-3004200051-199003,"3004.20.00.51 - Bacitracin, for human use, in dosage (Terminated 2011-12)",IM-3004200010-198801,2,3004.20.00.19,"Medicaments,containing antibiotics,human,therapeutic/prophylactic,doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06,not elsewhere specified",1990-03,2011-12,active,,2012-01,2026-06
IMR-3004200052-198801,"3004.20.00.52 - Polymyxins, for human use, in dosage (Terminated 1997-12)",IM-3004200010-198801,1,3004.20.00.52,"Polymyxins, for human use, in dosage",1988-01,1996-11,succeeded,3004.20.00.69,1988-01,1996-11
IMR-3004200052-198801,"3004.20.00.52 - Polymyxins, for human use, in dosage (Terminated 1997-12)",IM-3004200010-198801,2,3004.20.00.69,"Antibiotics, not elsewhere specified, for human use, in dosage",1988-01,1996-11,succeeded,3004.20.00.19,1988-01,2011-12
IMR-3004200052-198801,"3004.20.00.52 - Polymyxins, for human use, in dosage (Terminated 1997-12)",IM-3004200010-198801,3,3004.20.00.19,"Medicaments,containing antibiotics,human,therapeutic/prophylactic,doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06,not elsewhere specified",1988-01,1996-11,active,,2012-01,2026-06
IMR-3004200059-198801,"3004.20.00.59 - Polypeptide antibiotics, nes, for human use, in dosage (Terminated 2011-12)",IM-3004200010-198801,1,3004.20.00.59,"Polypeptides antibiotics, not elsewhere specified, for human use, in dosage",1988-01,1997-12,succeeded,3004.20.00.19,1988-01,2011-12
IMR-3004200059-198801,"3004.20.00.59 - Polypeptide antibiotics, nes, for human use, in dosage (Terminated 2011-12)",IM-3004200010-198801,2,3004.20.00.19,"Medicaments,containing antibiotics,human,therapeutic/prophylactic,doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06,not elsewhere specified",1988-01,1997-12,active,,2012-01,2026-06
IMR-3004200059-199801,"3004.20.00.59 - Polypeptides antibiotics, nes, for human use, in dosage (Terminated 2011-12)",IM-3004200010-198801,1,3004.20.00.59,"Polypeptides antibiotics, not elsewhere specified, for human use, in dosage",1998-01,2011-12,succeeded,3004.20.00.19,1998-01,2011-12
IMR-3004200059-199801,"3004.20.00.59 - Polypeptides antibiotics, nes, for human use, in dosage (Terminated 2011-12)",IM-3004200010-198801,2,3004.20.00.19,"Medicaments,containing antibiotics,human,therapeutic/prophylactic,doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06,not elsewhere specified",1998-01,2011-12,active,,2012-01,2026-06
IMR-3004200061-198802,"3004.20.00.61 - Chloramphenicol, for human use, in dosage (Terminated 2011-12)",IM-3004200010-198801,1,3004.20.00.61,"Chloramphenicol, for human use, in dosage",1988-02,2011-10,succeeded,3004.20.00.19,1988-02,2011-10
IMR-3004200061-198802,"3004.20.00.61 - Chloramphenicol, for human use, in dosage (Terminated 2011-12)",IM-3004200010-198801,2,3004.20.00.19,"Medicaments,containing antibiotics,human,therapeutic/prophylactic,doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06,not elsewhere specified",1988-02,2011-10,active,,2012-01,2026-06
IMR-3004200062-198803,"3004.20.00.62 - Mitomycin C, for human use, in dosage (Terminated 2011-12)",IM-3004200010-198801,1,3004.20.00.62,"Mitomycin C, for human use, in dosage",1988-03,2011-10,succeeded,3004.20.00.19,1988-03,2011-10
IMR-3004200062-198803,"3004.20.00.62 - Mitomycin C, for human use, in dosage (Terminated 2011-12)",IM-3004200010-198801,2,3004.20.00.19,"Medicaments,containing antibiotics,human,therapeutic/prophylactic,doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06,not elsewhere specified",1988-03,2011-10,active,,2012-01,2026-06
IMR-3004200063-198801,"3004.20.00.63 - Vancomycin, for human use, in dosage (Terminated 2011-12)",IM-3004200063-198801,1,3004.20.00.63,"Vancomycin, for human use, in dosage",1988-01,2011-12,succeeded,3004.20.00.12,1988-01,2011-12
IMR-3004200063-198801,"3004.20.00.63 - Vancomycin, for human use, in dosage (Terminated 2011-12)",IM-3004200063-198801,2,3004.20.00.12,"Medicaments containing vancomycin, for human use, in doses/pack for retail sale",1988-01,2011-12,active,,2012-01,2026-06
IMR-3004200064-198801,"3004.20.00.64 - Rifamycins, for human use, in dosage (Terminated 1991-12)",IM-3004200010-198801,1,3004.20.00.64,"Lincomycin, for human use, in dosage",1988-01,1991-06,succeeded,3004.20.00.69,1988-01,1991-12
IMR-3004200064-198801,"3004.20.00.64 - Rifamycins, for human use, in dosage (Terminated 1991-12)",IM-3004200010-198801,2,3004.20.00.69,"Antibiotics, not elsewhere specified, for human use, in dosage",1988-01,1991-06,succeeded,3004.20.00.19,1988-01,2011-12
IMR-3004200064-198801,"3004.20.00.64 - Rifamycins, for human use, in dosage (Terminated 1991-12)",IM-3004200010-198801,3,3004.20.00.19,"Medicaments,containing antibiotics,human,therapeutic/prophylactic,doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06,not elsewhere specified",1988-01,1991-06,active,,2012-01,2026-06
IMR-3004200064-199112,"3004.20.00.64 - Lincomycin, for human use, in dosage (Terminated 1991-12)",IM-3004200010-198801,1,3004.20.00.64,"Lincomycin, for human use, in dosage",1991-12,1991-12,succeeded,3004.20.00.69,1991-12,1991-12
IMR-3004200064-199112,"3004.20.00.64 - Lincomycin, for human use, in dosage (Terminated 1991-12)",IM-3004200010-198801,2,3004.20.00.69,"Antibiotics, not elsewhere specified, for human use, in dosage",1991-12,1991-12,succeeded,3004.20.00.19,1988-01,2011-12
IMR-3004200064-199112,"3004.20.00.64 - Lincomycin, for human use, in dosage (Terminated 1991-12)",IM-3004200010-198801,3,3004.20.00.19,"Medicaments,containing antibiotics,human,therapeutic/prophylactic,doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06,not elsewhere specified",1991-12,1991-12,active,,2012-01,2026-06
IMR-3004200065-198812,"3004.20.00.65 - Lincomycin, for human use, in dosage (Terminated 1991-12)",IM-3004200010-198801,1,3004.20.00.65,"Lincomycin, for human use, in dosage",1988-12,1989-04,succeeded,3004.20.00.64,1988-12,1989-04
IMR-3004200065-198812,"3004.20.00.65 - Lincomycin, for human use, in dosage (Terminated 1991-12)",IM-3004200010-198801,2,3004.20.00.64,"Lincomycin, for human use, in dosage",1988-12,1989-04,succeeded,3004.20.00.69,1988-01,1991-12
IMR-3004200065-198812,"3004.20.00.65 - Lincomycin, for human use, in dosage (Terminated 1991-12)",IM-3004200010-198801,3,3004.20.00.69,"Antibiotics, not elsewhere specified, for human use, in dosage",1988-12,1989-04,succeeded,3004.20.00.19,1988-01,2011-12
IMR-3004200065-198812,"3004.20.00.65 - Lincomycin, for human use, in dosage (Terminated 1991-12)",IM-3004200010-198801,4,3004.20.00.19,"Medicaments,containing antibiotics,human,therapeutic/prophylactic,doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06,not elsewhere specified",1988-12,1989-04,active,,2012-01,2026-06
IMR-3004200066-198801,"3004.20.00.66 - Spectinomycin, for human use, in dosage (Terminated 1991-06)",IM-3004200010-198801,1,3004.20.00.66,"Spectinomycin, for human use, in dosage",1988-01,1991-01,succeeded,3004.20.00.69,1988-01,1991-01
