flow,v1_uid,v1_family_id,v1_hs_code,v1_first_period,v1_last_period,v1_description,v2_record_id,v2_family_id,v2_hs_code,v2_first_period,v2_last_period,matched_on,note
imports,IMR_0201,IM_0116,3004.32.00.90,199801,200112,"Adrenal cortical hormones, for veterinary use, in dosage",IMR-3004320090-199801,IM-3004329011-198801,3004.32.00.90,199801,200112,code and first month,
imports,IMR_0202,IM_0116,3004.32.10.00,198906,199712,"Adrenal cortical hormone, containing more than 23% of abs ethyl alc by vol, in dosage",IMR-3004321000-198906,IM-3004329011-198801,3004.32.10.00,198906,199712,code and first month,
imports,IMR_0203,IM_0116,3004.32.90.11,198801,199712,"Hydrocortisone, for human use, in dosage",IMR-3004329011-198801,IM-3004329011-198801,3004.32.90.11,198801,199712,code and first month,
imports,IMR_0204,IM_0116,3004.32.90.12,198803,199706,"Betamethasone, for human use, in dosage",IMR-3004329012-198803,IM-3004329011-198801,3004.32.90.12,198803,199706,code and first month,
imports,IMR_0205,IM_0116,3004.32.90.19,198801,199712,"Adrenal cortical hormones, not elsewhere specified, for human use, in dosage",IMR-3004329019-198801,IM-3004329011-198801,3004.32.90.19,198801,199712,code and first month,
imports,IMR_0206,IM_0116,3004.32.90.20,198802,199712,"Adrenal cortical hormones, for veterinary use, in dosage",IMR-3004329020-198802,IM-3004329011-198801,3004.32.90.20,198802,199712,code and first month,
imports,IMR_0207,IM_0125,3004.39.00.10,199801,201112,"Epinephrine & its sol & pituitary extrc, prepared for parenteral administration in human, in dosage",IMR-3004390010-199801,IM-3004391000-198802,3004.39.00.10,199801,201112,code and first month,
imports,IMR_0208,IM_0125,3004.39.00.11,201201,202512,"Medicaments,containing epinephrine/solutions/pituitary extracts,doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",IMR-3004390011-201201,IM-3004391000-198802,3004.39.00.11,201201,202606,code and first month,
imports,IMR_0209,IM_0127,3004.39.00.12,201201,202512,"Medicaments,containing anterior pituitary hormones,for human,doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06",IMR-3004390012-201201,IM-3004399910-198801,3004.39.00.12,201201,202605,code and first month,
imports,IMR_0210,IM_0128,3004.39.00.13,201201,202512,"Medicaments,containing unmixed single estrogens,for human,doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06",IMR-3004390013-201201,IM-3004399930-198801,3004.39.00.13,201201,202606,code and first month,
imports,IMR_0211,IM_0129,3004.39.00.19,201201,202512,"Medicaments,containing hormone/prod No 29.37,for human use,doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06,not elsewhere specified",IMR-3004390019-201201,IM-3004399920-198801,3004.39.00.19,201201,202606,code and first month,
imports,IMR_0212,IM_0127,3004.39.00.81,199801,201112,"Anterior pituitary hormones, for human use, in dosage",IMR-3004390081-199801,IM-3004399910-198801,3004.39.00.81,199801,201112,code and first month,
imports,IMR_0213,IM_0129,3004.39.00.82,199806,201112,"Posterior pituitary hormones, for human use, in dosage",IMR-3004390082-199806,IM-3004399920-198801,3004.39.00.82,199806,201112,code and first month,
imports,IMR_0214,IM_0128,3004.39.00.83,199801,201112,"Unmixed single estrogens, for human use, in dosage",IMR-3004390083-199801,IM-3004399930-198801,3004.39.00.83,199801,201112,code and first month,
imports,IMR_0215,IM_0129,3004.39.00.84,199801,201112,"Unmixed single progestational hormones, for human use, in dosage",IMR-3004390084-199801,IM-3004399920-198801,3004.39.00.84,199801,201112,code and first month,
imports,IMR_0216,IM_0129,3004.39.00.85,199801,201112,"Hormones, not elsewhere specified, for human use, in dosage",IMR-3004390085-199801,IM-3004399920-198801,3004.39.00.85,199801,201112,code and first month,
imports,IMR_0217,IM_0135,3004.39.00.90,199801,200112,"Hormones, not elsewhere specified, for veterinary use, in dosage",IMR-3004390090-199801,IM-3004399960-198801,3004.39.00.90,199801,200112,code and first month,
imports,IMR_0218,IM_0135,3004.39.00.90,200201,201112,"Hormones, not elsewhere specified, for veterinary use, in dosage",IMR-3004390090-200201,IM-3004399960-198801,3004.39.00.90,200201,201112,code and first month,
imports,IMR_0219,IM_0135,3004.39.00.90,201201,202512,"Medicaments,containing hormones/prod No 29.37,for veterinary use,doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06,not elsewhere specified",IMR-3004390090-201201,IM-3004399960-198801,3004.39.00.90,201201,202606,code and first month,
imports,IMR_0220,IM_0125,3004.39.10.00,198802,199712,"Epinephrine & its sol & pituitary extrc, prepared for parenteral administration in human, in dosage",IMR-3004391000-198802,IM-3004391000-198802,3004.39.10.00,198802,199712,code and first month,
imports,IMR_0221,IM_0129,3004.39.91.00,198802,199709,"Hormones, not elsewhere specified, containing more than 23% of abs ethy alc by vol, in dosage",IMR-3004399100-198802,IM-3004399920-198801,3004.39.91.00,198802,199709,code and first month,
imports,IMR_0222,IM_0127,3004.39.99.10,198801,199712,"Anterior pituitary hormones, for human use, in dosage",IMR-3004399910-198801,IM-3004399910-198801,3004.39.99.10,198801,199712,code and first month,
imports,IMR_0223,IM_0129,3004.39.99.20,198801,199712,"Posterior pituitary hormones, for human use, in dosage",IMR-3004399920-198801,IM-3004399920-198801,3004.39.99.20,198801,199712,code and first month,
imports,IMR_0224,IM_0128,3004.39.99.30,198801,199712,"Unmixed single estrogens, for human use, in dosage",IMR-3004399930-198801,IM-3004399930-198801,3004.39.99.30,198801,199712,code and first month,
imports,IMR_0225,IM_0129,3004.39.99.40,198801,199711,"Unmixed single progestational hormones, for human use, in dosage",IMR-3004399940-198801,IM-3004399920-198801,3004.39.99.40,198801,199711,code and first month,
imports,IMR_0226,IM_0129,3004.39.99.50,198801,199712,"Hormones, not elsewhere specified, for human use, in dosage",IMR-3004399950-198801,IM-3004399920-198801,3004.39.99.50,198801,199712,code and first month,
imports,IMR_0227,IM_0135,3004.39.99.60,198801,199712,"Hormones, not elsewhere specified, for veterinary use, in dosage",IMR-3004399960-198801,IM-3004399960-198801,3004.39.99.60,198801,199712,code and first month,
imports,IMR_0228,IM_0137,3004.40.00.10,199801,201112,"Codeine or its derivatives, for human use, in dosage",IMR-3004400010-199801,IM-3004409019-198801,3004.40.00.10,199801,201112,code and first month,
imports,IMR_0229,IM_0137,3004.40.00.20,199801,201112,"Vincristine, for human use, in dosage",IMR-3004400020-199801,IM-3004409019-198801,3004.40.00.20,199801,201112,code and first month,
imports,IMR_0230,IM_0137,3004.40.00.30,199801,201612,"Theophylline, for human use, in dosage",IMR-3004400030-199801,IM-3004409019-198801,3004.40.00.30,199801,201612,code and first month,
imports,IMR_0231,IM_0140,3004.40.00.40,200201,201612,"Morphine or its derivatives, for human use, in dosage",IMR-3004400040-200201,IM-3004409050-198801,3004.40.00.40,200201,201612,code and first month,
imports,IMR_0232,IM_0140,3004.40.00.40,199801,200112,"Morphine or its derivatives, for human use, in dosage",IMR-3004400040-199801,IM-3004409050-198801,3004.40.00.40,199801,200112,code and first month,
imports,IMR_0233,IM_0137,3004.40.00.50,199803,201112,"Aminophylline, for human use, in dosage",IMR-3004400050-199803,IM-3004409019-198801,3004.40.00.50,199803,201112,code and first month,
imports,IMR_0234,IM_0137,3004.40.00.80,199801,201112,"Narcotic veg alkaloids or their narcotic derivatives, not elsewhere specified, for human use, in dosage",IMR-3004400080-199801,IM-3004409019-198801,3004.40.00.80,199801,201112,code and first month,
imports,IMR_0235,IM_0137,3004.40.00.90,200201,201612,"Non-narcotic veg alkaloids or their non-narcotic derivatives,not elsewhere specified,for human use,in dosage",IMR-3004400090-200201,IM-3004409019-198801,3004.40.00.90,200201,201612,code and first month,
imports,IMR_0236,IM_0137,3004.40.00.90,199801,200112,"Non-narcotic veg alkaloids or their non-narcotic derivatives, not elsewhere specified, for human use, in dosage",IMR-3004400090-199801,IM-3004409019-198801,3004.40.00.90,199801,200112,code and first month,
imports,IMR_0237,IM_0137,3004.40.10.00,198803,199712,"Alkaloids or their derivatives, containing more than 23% of abs ethyl alc by vol, in dosage",IMR-3004401000-198803,IM-3004409019-198801,3004.40.10.00,198803,199712,code and first month,
imports,IMR_0238,IM_0137,3004.40.90.11,199008,199612,"Codeine phosphate, for human use, in dosage",IMR-3004409011-199008,IM-3004409019-198801,3004.40.90.11,199008,199612,code and first month,
imports,IMR_0239,IM_0137,3004.40.90.19,198801,199712,"Codeine or its derivatives not elsewhere specified, for human use, in dosage",IMR-3004409019-198801,IM-3004409019-198801,3004.40.90.19,198801,199712,code and first month,
imports,IMR_0240,IM_0137,3004.40.90.20,198802,199707,"Quinidine sulphate, for human use, in dosage",IMR-3004409020-198802,IM-3004409019-198801,3004.40.90.20,198802,199707,code and first month,
imports,IMR_0241,IM_0137,3004.40.90.30,198802,199711,"Vincristine, for human use, in dosage",IMR-3004409030-198802,IM-3004409019-198801,3004.40.90.30,198802,199711,code and first month,
imports,IMR_0242,IM_0137,3004.40.90.40,198801,199711,"Theophylline, for human use, in dosage",IMR-3004409040-198801,IM-3004409019-198801,3004.40.90.40,198801,199711,code and first month,
imports,IMR_0243,IM_0140,3004.40.90.50,198801,199712,"Morphine or its derivatives, for human use, in dosage",IMR-3004409050-198801,IM-3004409050-198801,3004.40.90.50,198801,199712,code and first month,
imports,IMR_0244,IM_0140,3004.40.90.60,199111,199403,"Cocaine or its derivatives, for human use, in dosage",IMR-3004409060-199111,IM-3004409019-198801,3004.40.90.60,199111,199403,code and first month,
imports,IMR_0245,IM_0137,3004.40.90.70,198805,199712,"Aminophylline, for human use, in dosage",IMR-3004409070-198805,IM-3004409019-198801,3004.40.90.70,198805,199712,code and first month,
imports,IMR_0246,IM_0137,3004.40.90.80,198802,199712,"Narcotic veg alkaloids or their narcotic derivatives, not elsewhere specified, for human use, in dosage",IMR-3004409080-198802,IM-3004409019-198801,3004.40.90.80,198802,199712,code and first month,
imports,IMR_0247,IM_0137,3004.40.90.90,198801,199712,"Non-narcotic veg alkaloids or their non-narcotic derivatives, not elsewhere specified, for human use, in dosage",IMR-3004409090-198801,IM-3004409019-198801,3004.40.90.90,198801,199712,code and first month,
imports,IMR_0248,IM_0147,3004.41.00.00,201701,202512,"Medicaments,containing ephedrin/salts,therapeutic/prophylactic,in doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",IMR-3004410000-201701,IM-3004410000-201701,3004.41.00.00,201701,202605,code and first month,
imports,IMR_0249,IM_0148,3004.42.00.00,201701,202512,"Medicaments,containing pseudoephedrine/salts,therapeutic/prophylactic,in doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",IMR-3004420000-201701,IM-3004420000-201701,3004.42.00.00,201701,202606,code and first month,
imports,IMR_0250,IM_0149,3004.43.00.00,201712,202512,"Medicaments,containing norephedrine/salts,therapeutic/prophylactic,in doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",IMR-3004430000-201712,IM-3004430000-201712,3004.43.00.00,201712,202606,code and first month,
imports,IMR_0251,IM_0140,3004.49.00.10,201702,202512,"Medicaments,containing morphine/derivative thereof,not elsewhere specified,therapeutic/prophylactic,in doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",IMR-3004490010-201702,IM-3004409050-198801,3004.49.00.10,201702,202606,code and first month,
imports,IMR_0252,IM_0137,3004.49.00.90,201701,202512,"Medicaments,containing alkaloids/derivative thereof,not elsewhere specified,therapeutic/prophylactic,doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",IMR-3004490090-201701,IM-3004409019-198801,3004.49.00.90,201701,202606,code and first month,
imports,IMR_0253,IM_0152,3004.50.00.10,199801,201112,"Mixtures of amino acids & vitamins,& Mixtures of amino acids, protein hydrolysates & vit,etc",IMR-3004500010-199801,IM-3004501000-198801,3004.50.00.10,199801,201112,code and first month,
imports,IMR_0254,IM_0153,3004.50.00.11,201201,202512,"Medicaments,containing single vitamin,not mixed,for human,doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06,not elsewhere specified",IMR-3004500011-201201,IM-3004509911-198801,3004.50.00.11,201201,202606,code and first month,
imports,IMR_0255,IM_0154,3004.50.00.12,201201,202512,"Medicaments,containing 1 vitamin,mixed with other supplements,for human use,doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",IMR-3004500012-201201,IM-3004509920-199001,3004.50.00.12,201201,202606,code and first month,
imports,IMR_0256,IM_0152,3004.50.00.13,201201,201612,"Medicaments containing multivitamins not mixed with other suppl,for human use,in dosage",IMR-3004500013-201201,IM-3004501000-198801,3004.50.00.13,201201,201612,code and first month,
imports,IMR_0257,IM_0156,3004.50.00.14,201201,202512,"Medicaments,containing multivitamins,mixed with other suppl,for human use,doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",IMR-3004500014-201201,IM-3004509921-198801,3004.50.00.14,201201,202606,code and first month,
imports,IMR_0258,IM_0152,3004.50.00.19,201701,202512,"Medicaments,containing vitamins/prod of No 29.36,human use,doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06",IMR-3004500019-201701,IM-3004501000-198801,3004.50.00.19,201701,202606,code and first month,
imports,IMR_0259,IM_0152,3004.50.00.19,201201,201612,"Other medicaments containing vitamins and their derivatives, for human use, in dosage,not elsewhere specified",IMR-3004500019-201201,IM-3004501000-198801,3004.50.00.19,201201,201612,code and first month,
imports,IMR_0260,IM_0152,3004.50.00.20,199801,201112,"Vitamins, containing more than 23% of abs ethyl alc by vol, for human use, in dosage",IMR-3004500020-199801,IM-3004501000-198801,3004.50.00.20,199801,201112,code and first month,
imports,IMR_0261,IM_0153,3004.50.00.31,199801,201112,"Vitamin C only, for human use, in dosage",IMR-3004500031-199801,IM-3004509911-198801,3004.50.00.31,199801,201112,code and first month,
imports,IMR_0262,IM_0153,3004.50.00.32,199801,201112,"Vitamin E only, for human use, in dosage",IMR-3004500032-199801,IM-3004509911-198801,3004.50.00.32,199801,201112,code and first month,
imports,IMR_0263,IM_0153,3004.50.00.39,199801,201112,"Single vitamin only, not elsewhere specified, for human use, in dosage",IMR-3004500039-199801,IM-3004509911-198801,3004.50.00.39,199801,201112,code and first month,
imports,IMR_0264,IM_0154,3004.50.00.40,199801,200112,"Single vitamin mixed with other supplements, for human use, in dosage",IMR-3004500040-199801,IM-3004509920-199001,3004.50.00.40,199801,200112,code and first month,
imports,IMR_0265,IM_0154,3004.50.00.40,200201,201112,"Single vitamin mixed with other supplements, for human use, in dosage",IMR-3004500040-200201,IM-3004509920-199001,3004.50.00.40,200201,201112,code and first month,
imports,IMR_0266,IM_0152,3004.50.00.50,199801,200112,"Multivitamins not mixed with other supplements, for human use, in dosage",IMR-3004500050-199801,IM-3004501000-198801,3004.50.00.50,199801,200112,code and first month,
imports,IMR_0267,IM_0152,3004.50.00.50,200201,201112,"Multivitamins not mixed with other supplements, for human use, in dosage",IMR-3004500050-200201,IM-3004501000-198801,3004.50.00.50,200201,201112,code and first month,
imports,IMR_0268,IM_0156,3004.50.00.61,199801,201112,"Vitamins-iron preparation, for human use, in dosage",IMR-3004500061-199801,IM-3004509921-198801,3004.50.00.61,199801,201112,code and first month,
imports,IMR_0269,IM_0152,3004.50.00.69,200201,201112,"Multivitamins mixed with other supplements, not elsewhere specified, for human use, in dosage",IMR-3004500069-200201,IM-3004509921-198801,3004.50.00.69,200201,201112,code and first month,
imports,IMR_0270,IM_0152,3004.50.00.69,199801,200112,"Multivitamins mixed with other supplements, not elsewhere specified, for human use, in dosage",IMR-3004500069-199801,IM-3004509921-198801,3004.50.00.69,199801,200112,code and first month,
imports,IMR_0271,IM_0166,3004.50.00.70,200201,201112,"Vitamins & their derivatives, not elsewhere specified, for veterinary use, in dosage",IMR-3004500070-200201,IM-3004509930-198801,3004.50.00.70,200201,201112,code and first month,
imports,IMR_0272,IM_0166,3004.50.00.70,199801,200112,"Vitamins & their derivatives, not elsewhere specified, for veterinary use, in dosage",IMR-3004500070-199801,IM-3004509930-198801,3004.50.00.70,199801,200112,code and first month,
imports,IMR_0273,IM_0166,3004.50.00.90,201201,202512,"Medicaments,containing vitamins,for veterinary use,in doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06,not elsewhere specified",IMR-3004500090-201201,IM-3004509930-198801,3004.50.00.90,201201,202606,code and first month,
imports,IMR_0274,IM_0152,3004.50.10.00,198801,199712,"Mixtures of amino acids & vitamins,& Mixtures of amino acids, protein hydrolysates & vit,etc",IMR-3004501000-198801,IM-3004501000-198801,3004.50.10.00,198801,199712,code and first month,
imports,IMR_0275,IM_0152,3004.50.91.00,198801,199706,"Vitamins, containing more than 23% of abs ethyl alc by vol, for human use, in dosage",IMR-3004509100-198801,IM-3004501000-198801,3004.50.91.00,198801,199706,code and first month,
imports,IMR_0276,IM_0153,3004.50.99.11,198801,199712,"Vitamin C only, for human use, in dosage",IMR-3004509911-198801,IM-3004509911-198801,3004.50.99.11,198801,199712,code and first month,
imports,IMR_0277,IM_0153,3004.50.99.12,198801,199712,"Vitamin E only, for human use, in dosage",IMR-3004509912-198801,IM-3004509911-198801,3004.50.99.12,198801,199712,code and first month,
imports,IMR_0278,IM_0153,3004.50.99.19,198801,199712,"Single vitamin only, not elsewhere specified, for human use, in dosage",IMR-3004509919-198801,IM-3004509911-198801,3004.50.99.19,198801,199712,code and first month,
imports,IMR_0279,IM_0154,3004.50.99.20,199001,199712,"Single vitamin mixed with other supplements, for human use, in dosage",IMR-3004509920-199001,IM-3004509920-199001,3004.50.99.20,199001,199712,code and first month,
imports,IMR_0280,IM_0156,3004.50.99.21,198801,198912,"Vitamins-iron preparation, for human use, in dosage",IMR-3004509921-198801,IM-3004509921-198801,3004.50.99.21,198801,198912,code and first month,
imports,IMR_0281,IM_0152,3004.50.99.22,198801,198912,"Multivitamins not mixed with other supplements, for human use, in dosage",IMR-3004509922-198801,IM-3004501000-198801,3004.50.99.22,198801,198912,code and first month,
imports,IMR_0282,IM_0152,3004.50.99.29,198801,198912,"Multivitamins mixed with other supplements, not elsewhere specified, for human use, in dosage",IMR-3004509929-198801,IM-3004509921-198801,3004.50.99.29,198801,198912,code and first month,
imports,IMR_0283,IM_0152,3004.50.99.30,199001,199712,"Multivitamins not mixed with other supplements, for human use, in dosage",IMR-3004509930-199001,IM-3004501000-198801,3004.50.99.30,199001,199712,code and first month,
imports,IMR_0284,IM_0166,3004.50.99.30,198801,198912,"Vitamins & their derivatives,not elsewhere specified,for veterinary use, in dosage",IMR-3004509930-198801,IM-3004509930-198801,3004.50.99.30,198801,198912,code and first month,
imports,IMR_0285,IM_0156,3004.50.99.41,199001,199712,"Vitamins-iron preparation, for human use, in dosage",IMR-3004509941-199001,IM-3004509921-198801,3004.50.99.41,199001,199712,code and first month,
imports,IMR_0286,IM_0152,3004.50.99.49,199001,199712,"Multivitamins mixed with other supplements, not elsewhere specified, for human use, in dosage",IMR-3004509949-199001,IM-3004509921-198801,3004.50.99.49,199001,199712,code and first month,
imports,IMR_0287,IM_0166,3004.50.99.50,199001,199712,"Vitamins & their derivatives, not elsewhere specified, for veterinary use, in dosage",IMR-3004509950-199001,IM-3004509930-198801,3004.50.99.50,199001,199712,code and first month,
imports,IMR_0288,IM_0168,3004.60.00.00,201701,202512,"Medicaments,containing antimalarial active principles,in doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",IMR-3004600000-201701,IM-3004600000-201701,3004.60.00.00,201701,202606,code and first month,
imports,IMR_0289,IM_0169,3004.90.00.11,200201,202512,"Mixtures amino acids,not elsewhere specified,in doses/packings for retail sale,other than products of headings 30.02, 30.05, 30.06",IMR-3004900011-200201,IM-3004901010-198801,3004.90.00.11,200201,202606,code and first month,
imports,IMR_0290,IM_0169,3004.90.00.11,199801,200112,"Mixtures of amino acids, not elsewhere specified, in dosage",IMR-3004900011-199801,IM-3004901010-198801,3004.90.00.11,199801,200112,code and first month,
imports,IMR_0291,IM_0170,3004.90.00.12,199801,200112,"Dextrose (glucose) solutions, in dosage",IMR-3004900012-199801,IM-3004901020-198801,3004.90.00.12,199801,200112,code and first month,
imports,IMR_0292,IM_0170,3004.90.00.12,200201,202512,"Dextrose (glucose) solutions,in doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06",IMR-3004900012-200201,IM-3004901020-198801,3004.90.00.12,200201,202606,code and first month,
imports,IMR_0293,IM_0171,3004.90.00.19,200201,202512,"Mixtures amino acids & protein hydrolysates,etc,in doses/for retail sale,other than products of headings 30.02, 30.05, 30.06,not elsewhere specified",IMR-3004900019-200201,IM-3004901090-198801,3004.90.00.19,200201,202606,code and first month,
imports,IMR_0294,IM_0171,3004.90.00.19,199801,200112,"Mixtures of amino acids & protein hydrolysates, etc, in dosage, not elsewhere specified",IMR-3004900019-199801,IM-3004901090-198801,3004.90.00.19,199801,200112,code and first month,
imports,IMR_0295,IM_0172,3004.90.00.20,199801,201112,"Medicaments containing more than 23% of abs ethyl alc by vol, not elsewhere specified, in dosage",IMR-3004900020-199801,IM-3004909100-198801,3004.90.00.20,199801,201112,code and first month,
imports,IMR_0296,IM_0173,3004.90.00.21,201804,202512,"Medicaments containing cannabis/cannabinoids, therapeutic/prophylactic uses, doses/pack for retail sale",IMR-3004900021-201804,IM-3004900021-201804,3004.90.00.21,201804,202606,code and first month,
imports,IMR_0297,IM_0174,3004.90.00.22,201801,202512,"Analgesics, for human use, in doses/packings for retail sale, other than products of headings 30.02, 30.05, 30.06",IMR-3004900022-201801,IM-3004909911-198801,3004.90.00.22,201801,202606,code and first month,
imports,IMR_0298,IM_0175,3004.90.00.23,201801,202512,"Antidepressants & tranquilizers,for human use,in doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06",IMR-3004900023-201801,IM-3004909912-198801,3004.90.00.23,201801,202606,code and first month,
imports,IMR_0299,IM_0176,3004.90.00.24,201801,202512,"Antihypertensive agents, for human use, in doses/packings for retail sale,other than products of headings 30.02, 30.05, 30.06",IMR-3004900024-201801,IM-3004909913-198801,3004.90.00.24,201801,202606,code and first month,
imports,IMR_0300,IM_0177,3004.90.00.25,201801,202512,"Antihistaminic agents, for human use, in doses/packings for retail sale, other than products of headings 30.02, 30.05, 30.06",IMR-3004900025-201801,IM-3004909914-198801,3004.90.00.25,201801,202606,code and first month,
imports,IMR_0301,IM_0178,3004.90.00.26,201801,202512,"Agents,acting on central nervous system,human use,doses/for retail sale,other than products of headings 30.02, 30.05, 30.06,not elsewhere specified",IMR-3004900026-201801,IM-3004909915-199001,3004.90.00.26,201801,202606,code and first month,
imports,IMR_0302,IM_0179,3004.90.00.27,201801,202512,"Local anaesthetics, for human use,in doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06",IMR-3004900027-201801,IM-3004909916-199004,3004.90.00.27,201801,202606,code and first month,
imports,IMR_0303,IM_0180,3004.90.00.29,201801,202512,"Medicaments,acting on central nervous system,human use,doses/for retail sale,other than products of headings 30.02, 30.05, 30.06,not elsewhere specified",IMR-3004900029-201801,IM-3004909919-198801,3004.90.00.29,201801,202606,code and first month,
imports,IMR_0304,IM_0174,3004.90.00.31,199801,201612,"Analgesics, for human use, in dosage",IMR-3004900031-199801,IM-3004909911-198801,3004.90.00.31,199801,201612,code and first month,
imports,IMR_0305,IM_0174,3004.90.00.31,201701,201712,"Analgesics, for human use, in doses/packings for retail sale, other than products of headings 30.02, 30.05, 30.06",IMR-3004900031-201701,IM-3004909911-198801,3004.90.00.31,201701,201712,code and first month,
imports,IMR_0306,IM_0175,3004.90.00.32,199801,200112,"Antidepressants & tranquilizers, for human use, in dosage",IMR-3004900032-199801,IM-3004909912-198801,3004.90.00.32,199801,200112,code and first month,
imports,IMR_0307,IM_0175,3004.90.00.32,201701,201712,"Antidepressants & tranquilizers,for human use,in doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06",IMR-3004900032-201701,IM-3004909912-198801,3004.90.00.32,201701,201712,code and first month,
imports,IMR_0308,IM_0175,3004.90.00.32,200201,201612,"Antidepressants and tranquilizers, for human use, in dosage",IMR-3004900032-200201,IM-3004909912-198801,3004.90.00.32,200201,201612,code and first month,
imports,IMR_0309,IM_0176,3004.90.00.33,199801,201612,"Antihypertensive agents, for human use, in dosage",IMR-3004900033-199801,IM-3004909913-198801,3004.90.00.33,199801,201612,code and first month,
imports,IMR_0310,IM_0176,3004.90.00.33,201701,201712,"Antihypertensive agents, for human use, in doses/packings for retail sale,other than products of headings 30.02, 30.05, 30.06",IMR-3004900033-201701,IM-3004909913-198801,3004.90.00.33,201701,201712,code and first month,
imports,IMR_0311,IM_0177,3004.90.00.34,199801,201612,"Antihistamines agents, for human use, in dosage",IMR-3004900034-199801,IM-3004909914-198801,3004.90.00.34,199801,201612,code and first month,
imports,IMR_0312,IM_0177,3004.90.00.34,201701,201712,"Antihistaminic agents, for human use, in doses/packings for retail sale, other than products of headings 30.02, 30.05, 30.06",IMR-3004900034-201701,IM-3004909914-198801,3004.90.00.34,201701,201712,code and first month,
imports,IMR_0313,IM_0178,3004.90.00.35,201701,201712,"Agents,acting on central nervous system,human use,doses/for retail sale,other than products of headings 30.02, 30.05, 30.06,not elsewhere specified",IMR-3004900035-201701,IM-3004909915-199001,3004.90.00.35,201701,201712,code and first month,
imports,IMR_0314,IM_0178,3004.90.00.35,199801,201612,"Medicaments, for human use, acting on the nervous system, in dosage, not elsewhere specified",IMR-3004900035-199801,IM-3004909915-199001,3004.90.00.35,199801,201612,code and first month,
imports,IMR_0315,IM_0179,3004.90.00.36,199801,201612,"Local anaesthetics, for human use, in dosage",IMR-3004900036-199801,IM-3004909916-199004,3004.90.00.36,199801,201612,code and first month,
imports,IMR_0316,IM_0179,3004.90.00.36,201701,201712,"Local anaesthetics, for human use,in doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06",IMR-3004900036-201701,IM-3004909916-199004,3004.90.00.36,201701,201712,code and first month,
imports,IMR_0317,IM_0180,3004.90.00.39,201701,201712,"Medicaments,acting on central nervous system,human use,doses/for retail sale,other than products of headings 30.02, 30.05, 30.06,not elsewhere specified",IMR-3004900039-201701,IM-3004909919-198801,3004.90.00.39,201701,201712,code and first month,
imports,IMR_0318,IM_0180,3004.90.00.39,199801,201612,"Medicaments, for human use, acting on the central nervous system, in dosage, not elsewhere specified",IMR-3004900039-199801,IM-3004909919-198801,3004.90.00.39,199801,201612,code and first month,
imports,IMR_0319,IM_0181,3004.90.00.41,199801,201112,"Histamine H2 receptor antagonist, for human use, in dosage",IMR-3004900041-199801,IM-3004909921-198801,3004.90.00.41,199801,201112,code and first month,
imports,IMR_0320,IM_0182,3004.90.00.42,199801,201612,"Laxatives, for human use, in dosage",IMR-3004900042-199801,IM-3004909922-199001,3004.90.00.42,199801,201612,code and first month,
imports,IMR_0321,IM_0182,3004.90.00.42,201701,202512,"Laxatives, for human use, in doses/packings for retail sale, other than products of headings 30.02, 30.05, 30.06",IMR-3004900042-201701,IM-3004909922-199001,3004.90.00.42,201701,202606,code and first month,
imports,IMR_0322,IM_0183,3004.90.00.43,199801,201612,"Antacids, for human use, in dosage",IMR-3004900043-199801,IM-3004909923-199001,3004.90.00.43,199801,201612,code and first month,
