uid,orig_hs_code,family_id,resolution_source,resolution_detail,official_adjudicated,official_agrees,boundary_crossed,confidence_tier,departure_from_official
IMR-3004200069-198801,3004.20.00.69,IM-3004200010-198801,official_record,"named outright by Canada's ten-digit concordance, 2011 to 2012",yes,yes,yes,decided,
IMR-3004200070-198801,3004.20.00.70,IM-3004200070-198801,analyst;official_record,"the analyst accepted the proposal | named outright by Canada's ten-digit concordance, 2011 to 2012",yes,yes,yes,approve;decided,
IMR-3004200071-198901,3004.20.00.71,IM-3004200071-198901,official_record,"named outright by Canada's ten-digit concordance, 2011 to 2012",yes,yes,yes,decided,
IMR-3004200071-200201,3004.20.00.71,IM-3004200071-198901,official_record,"named outright by Canada's ten-digit concordance, 2011 to 2012",yes,yes,yes,decided,
IMR-3004200079-198901,3004.20.00.79,IM-3004200070-198801,official_record,"named outright by Canada's ten-digit concordance, 2011 to 2012",yes,yes,yes,decided,
IMR-3004200079-200201,3004.20.00.79,IM-3004200070-198801,official_record,"named outright by Canada's ten-digit concordance, 2011 to 2012",yes,yes,yes,decided,
IMR-3004200080-201201,3004.20.00.80,IM-3004200071-198901,never_retired,,not_applicable,,not_applicable,,
IMR-3004200090-201201,3004.20.00.90,IM-3004200070-198801,never_retired,,not_applicable,,not_applicable,,
IMR-3004310000-201201,3004.31.00.00,IM-3004311000-198801,never_retired,,not_applicable,,not_applicable,,
IMR-3004310010-199801,3004.31.00.10,IM-3004311000-198801,official_record,"named outright by Canada's ten-digit concordance, 2011 to 2012",yes,yes,yes,decided,
IMR-3004310010-200201,3004.31.00.10,IM-3004311000-198801,official_record,"named outright by Canada's ten-digit concordance, 2011 to 2012",yes,yes,yes,decided,
IMR-3004310090-199801,3004.31.00.90,IM-3004311000-198801,official_record,"named outright by Canada's ten-digit concordance, 2011 to 2012",yes,yes,yes,decided,
IMR-3004311000-198801,3004.31.10.00,IM-3004311000-198801,analyst;official_record,"the analyst accepted the proposal | named outright by Canada's ten-digit concordance, 2011 to 2012",yes,yes,yes,approve;decided,
IMR-3004319900-198801,3004.31.99.00,IM-3004311000-198801,analyst;official_record,"the analyst accepted the proposal | named outright by Canada's ten-digit concordance, 2011 to 2012",yes,yes,yes,approve;decided,
IMR-3004320000-201201,3004.32.00.00,IM-3004329011-198801,never_retired,,not_applicable,,not_applicable,,
IMR-3004320010-199803,3004.32.00.10,IM-3004329011-198801,analyst;official_record,"the analyst preferred the second alternative to the proposal | named outright by Canada's ten-digit concordance, 2011 to 2012",yes,yes,yes,decided;second,
IMR-3004320011-200201,3004.32.00.11,IM-3004329011-198801,official_record,"named outright by Canada's ten-digit concordance, 2011 to 2012",yes,yes,yes,decided,
IMR-3004320019-200201,3004.32.00.19,IM-3004329011-198801,official_record,"named outright by Canada's ten-digit concordance, 2011 to 2012",yes,yes,yes,decided,
IMR-3004320020-200201,3004.32.00.20,IM-3004329011-198801,official_record,"named outright by Canada's ten-digit concordance, 2011 to 2012",yes,yes,yes,decided,
IMR-3004320081-199801,3004.32.00.81,IM-3004329011-198801,analyst;official_record,"the analyst accepted the proposal | named outright by Canada's ten-digit concordance, 2011 to 2012",yes,yes,yes,approve;decided,
IMR-3004320082-200011,3004.32.00.82,IM-3004329011-198801,analyst;official_record,"the analyst accepted the proposal | named outright by Canada's ten-digit concordance, 2011 to 2012",yes,yes,yes,approve;decided,
IMR-3004320089-199801,3004.32.00.89,IM-3004329011-198801,analyst;official_record,"the analyst rejected the proposal and named 3004.32.00.19 instead | named outright by Canada's ten-digit concordance, 2011 to 2012",yes,yes,yes,decided;reject_named,
IMR-3004320090-199801,3004.32.00.90,IM-3004329011-198801,analyst;official_record,"the analyst accepted the proposal | named outright by Canada's ten-digit concordance, 2011 to 2012",yes,yes,yes,approve;decided,
IMR-3004321000-198906,3004.32.10.00,IM-3004329011-198801,analyst;official_record,"the analyst accepted the proposal | the analyst preferred the second alternative to the proposal | named outright by Canada's ten-digit concordance, 2011 to 2012",yes,yes,yes,approve;decided;second,
IMR-3004329011-198801,3004.32.90.11,IM-3004329011-198801,analyst;official_record,"the analyst accepted the proposal | the analyst accepted the proposal | named outright by Canada's ten-digit concordance, 2011 to 2012",yes,yes,yes,approve;decided,
IMR-3004329012-198803,3004.32.90.12,IM-3004329011-198801,analyst;official_record,"the analyst preferred the second alternative to the proposal | the analyst rejected the proposal and named 3004.32.00.19 instead | named outright by Canada's ten-digit concordance, 2011 to 2012",yes,yes,yes,decided;reject_named;second,
IMR-3004329019-198801,3004.32.90.19,IM-3004329011-198801,analyst;official_record,"the analyst accepted the proposal | the analyst rejected the proposal and named 3004.32.00.19 instead | named outright by Canada's ten-digit concordance, 2011 to 2012",yes,yes,yes,approve;decided;reject_named,
IMR-3004329020-198802,3004.32.90.20,IM-3004329011-198801,analyst;official_record,"the analyst accepted the proposal | the analyst accepted the proposal | named outright by Canada's ten-digit concordance, 2011 to 2012",yes,yes,yes,approve;decided,
IMR-3004390010-199801,3004.39.00.10,IM-3004391000-198802,analyst,the analyst accepted the proposal,yes,yes,yes,approve,
IMR-3004390011-201201,3004.39.00.11,IM-3004391000-198802,never_retired,,not_applicable,,not_applicable,,
IMR-3004390012-201201,3004.39.00.12,IM-3004399910-198801,delivery,"the delivery declares no termination for this line and the number was never reused, so trade ceased without the classification ending",no,,no,no_termination_declared,
IMR-3004390013-201201,3004.39.00.13,IM-3004399930-198801,never_retired,,not_applicable,,not_applicable,,
IMR-3004390019-201201,3004.39.00.19,IM-3004399920-198801,never_retired,,not_applicable,,not_applicable,,
IMR-3004390081-199801,3004.39.00.81,IM-3004399910-198801,delivery;official_record,"named outright by Canada's ten-digit concordance, 2011 to 2012 | the delivery declares no termination for this line and the number was never reused, so trade ceased without the classification ending",yes,yes,yes,decided;no_termination_declared,
IMR-3004390082-199806,3004.39.00.82,IM-3004399920-198801,official_record,"named outright by Canada's ten-digit concordance, 2011 to 2012",yes,yes,yes,decided,
IMR-3004390083-199801,3004.39.00.83,IM-3004399930-198801,official_record,"named outright by Canada's ten-digit concordance, 2011 to 2012",yes,yes,yes,decided,
IMR-3004390084-199801,3004.39.00.84,IM-3004399920-198801,official_record,"named outright by Canada's ten-digit concordance, 2011 to 2012",yes,yes,yes,decided,
IMR-3004390085-199801,3004.39.00.85,IM-3004399920-198801,official_record,"named outright by Canada's ten-digit concordance, 2011 to 2012",yes,yes,yes,decided,
IMR-3004390090-199801,3004.39.00.90,IM-3004399960-198801,never_retired,,not_applicable,,not_applicable,,
IMR-3004390090-200201,3004.39.00.90,IM-3004399960-198801,never_retired,,not_applicable,,not_applicable,,
IMR-3004390090-201201,3004.39.00.90,IM-3004399960-198801,never_retired,,not_applicable,,not_applicable,,
IMR-3004391000-198802,3004.39.10.00,IM-3004391000-198802,analyst,the analyst accepted the proposal | the analyst accepted the proposal,yes,yes,yes,approve,
IMR-3004399100-198802,3004.39.91.00,IM-3004399920-198801,analyst;official_record,"the analyst accepted the proposal | named outright by Canada's ten-digit concordance, 2011 to 2012",yes,yes,yes,approve;decided,
IMR-3004399910-198801,3004.39.99.10,IM-3004399910-198801,analyst;delivery;official_record,"the analyst accepted the proposal | named outright by Canada's ten-digit concordance, 2011 to 2012 | the delivery declares no termination for this line and the number was never reused, so trade ceased without the classification ending",yes,yes,yes,approve;decided;no_termination_declared,
IMR-3004399920-198801,3004.39.99.20,IM-3004399920-198801,analyst;official_record,"the analyst accepted the proposal | named outright by Canada's ten-digit concordance, 2011 to 2012",yes,yes,yes,approve;decided,
IMR-3004399930-198801,3004.39.99.30,IM-3004399930-198801,analyst;official_record,"the analyst accepted the proposal | named outright by Canada's ten-digit concordance, 2011 to 2012",yes,yes,yes,approve;decided,
IMR-3004399940-198801,3004.39.99.40,IM-3004399920-198801,analyst;official_record,"the analyst accepted the proposal | named outright by Canada's ten-digit concordance, 2011 to 2012",yes,yes,yes,approve;decided,
IMR-3004399950-198801,3004.39.99.50,IM-3004399920-198801,analyst;official_record,"the analyst accepted the proposal | named outright by Canada's ten-digit concordance, 2011 to 2012",yes,yes,yes,approve;decided,
IMR-3004399960-198801,3004.39.99.60,IM-3004399960-198801,analyst,the analyst accepted the proposal,no,,no,approve,
IMR-3004400010-199801,3004.40.00.10,IM-3004409019-198801,analyst;official_record,"named outright by Canada's ten-digit concordance, 2011 to 2012 | the analyst accepted the proposal",yes,yes,yes,approve;decided,
IMR-3004400020-199801,3004.40.00.20,IM-3004409019-198801,analyst;official_record,"named outright by Canada's ten-digit concordance, 2011 to 2012 | the analyst accepted the proposal",yes,yes,yes,approve;decided,
IMR-3004400030-199801,3004.40.00.30,IM-3004409019-198801,official_record,"named outright by Canada's ten-digit concordance, 2016 to 2017",yes,yes,yes,decided,
IMR-3004400040-199801,3004.40.00.40,IM-3004409050-198801,official_record,"named outright by Canada's ten-digit concordance, 2016 to 2017",yes,yes,yes,decided,
IMR-3004400040-200201,3004.40.00.40,IM-3004409050-198801,official_record,"named outright by Canada's ten-digit concordance, 2016 to 2017",yes,yes,yes,decided,
IMR-3004400050-199803,3004.40.00.50,IM-3004409019-198801,analyst;official_record,"named outright by Canada's ten-digit concordance, 2011 to 2012 | the analyst accepted the proposal",yes,yes,yes,approve;decided,
IMR-3004400080-199801,3004.40.00.80,IM-3004409019-198801,analyst;official_record,"named outright by Canada's ten-digit concordance, 2011 to 2012 | the analyst accepted the proposal",yes,yes,yes,approve;decided,
IMR-3004400090-199801,3004.40.00.90,IM-3004409019-198801,analyst,the analyst accepted the proposal,yes,yes,yes,approve,
IMR-3004400090-200201,3004.40.00.90,IM-3004409019-198801,analyst,the analyst accepted the proposal,yes,yes,yes,approve,
IMR-3004401000-198803,3004.40.10.00,IM-3004409019-198801,analyst;official_record,"the analyst accepted the proposal | named outright by Canada's ten-digit concordance, 2011 to 2012 | the analyst accepted the proposal",yes,yes,yes,approve;decided,
IMR-3004409011-199008,3004.40.90.11,IM-3004409019-198801,analyst;official_record,"the analyst preferred the second alternative to the proposal | named outright by Canada's ten-digit concordance, 2011 to 2012 | the analyst accepted the proposal",yes,yes,yes,approve;decided;second,
IMR-3004409019-198801,3004.40.90.19,IM-3004409019-198801,analyst;official_record,"the analyst accepted the proposal | named outright by Canada's ten-digit concordance, 2011 to 2012 | the analyst accepted the proposal",yes,yes,yes,approve;decided,
IMR-3004409020-198802,3004.40.90.20,IM-3004409019-198801,analyst,the analyst rejected the proposal and named 3004.40.00.90 instead | the analyst accepted the proposal,yes,yes,yes,approve;reject_named,
IMR-3004409030-198802,3004.40.90.30,IM-3004409019-198801,analyst;official_record,"the analyst accepted the proposal | named outright by Canada's ten-digit concordance, 2011 to 2012 | the analyst accepted the proposal",yes,yes,yes,approve;decided,
IMR-3004409040-198801,3004.40.90.40,IM-3004409019-198801,analyst;official_record,"the analyst accepted the proposal | named outright by Canada's ten-digit concordance, 2016 to 2017",yes,yes,yes,approve;decided,
IMR-3004409050-198801,3004.40.90.50,IM-3004409050-198801,analyst;official_record,"the analyst accepted the proposal | named outright by Canada's ten-digit concordance, 2016 to 2017",yes,yes,yes,approve;decided,
IMR-3004409060-199111,3004.40.90.60,IM-3004409019-198801,analyst;official_record,"the analyst rejected the proposal and named 3004.40.90.80 instead | the analyst accepted the proposal | named outright by Canada's ten-digit concordance, 2011 to 2012 | the analyst accepted the proposal",yes,yes,yes,approve;decided;reject_named,
IMR-3004409070-198805,3004.40.90.70,IM-3004409019-198801,analyst;official_record,"the analyst accepted the proposal | named outright by Canada's ten-digit concordance, 2011 to 2012 | the analyst accepted the proposal",yes,yes,yes,approve;decided,
IMR-3004409080-198802,3004.40.90.80,IM-3004409019-198801,analyst;official_record,"the analyst accepted the proposal | named outright by Canada's ten-digit concordance, 2011 to 2012 | the analyst accepted the proposal",yes,yes,yes,approve;decided,
IMR-3004409090-198801,3004.40.90.90,IM-3004409019-198801,analyst,the analyst accepted the proposal | the analyst accepted the proposal,yes,yes,yes,approve,
IMR-3004410000-201701,3004.41.00.00,IM-3004410000-201701,delivery,"the delivery declares no termination for this line and the number was never reused, so trade ceased without the classification ending",no,,no,no_termination_declared,
IMR-3004420000-201701,3004.42.00.00,IM-3004420000-201701,never_retired,,not_applicable,,not_applicable,,
IMR-3004430000-201712,3004.43.00.00,IM-3004430000-201712,never_retired,,not_applicable,,not_applicable,,
IMR-3004490010-201702,3004.49.00.10,IM-3004409050-198801,never_retired,,not_applicable,,not_applicable,,
IMR-3004490090-201701,3004.49.00.90,IM-3004409019-198801,never_retired,,not_applicable,,not_applicable,,
IMR-3004500010-199801,3004.50.00.10,IM-3004501000-198801,official_record,"named outright by Canada's ten-digit concordance, 2011 to 2012",yes,yes,yes,decided,
IMR-3004500011-201201,3004.50.00.11,IM-3004509911-198801,never_retired,,not_applicable,,not_applicable,,
IMR-3004500012-201201,3004.50.00.12,IM-3004509920-199001,never_retired,,not_applicable,,not_applicable,,
IMR-3004500013-201201,3004.50.00.13,IM-3004501000-198801,official_record,"named outright by Canada's ten-digit concordance, 2016 to 2017",yes,yes,yes,decided,
IMR-3004500014-201201,3004.50.00.14,IM-3004509921-198801,never_retired,,not_applicable,,not_applicable,,
IMR-3004500019-201201,3004.50.00.19,IM-3004501000-198801,never_retired,,not_applicable,,not_applicable,,
IMR-3004500019-201701,3004.50.00.19,IM-3004501000-198801,never_retired,,not_applicable,,not_applicable,,
IMR-3004500020-199801,3004.50.00.20,IM-3004501000-198801,analyst,the analyst accepted the proposal,yes,yes,yes,approve,
IMR-3004500031-199801,3004.50.00.31,IM-3004509911-198801,official_record,"named outright by Canada's ten-digit concordance, 2011 to 2012",yes,yes,yes,decided,
IMR-3004500032-199801,3004.50.00.32,IM-3004509911-198801,official_record,"named outright by Canada's ten-digit concordance, 2011 to 2012",yes,yes,yes,decided,
IMR-3004500039-199801,3004.50.00.39,IM-3004509911-198801,official_record,"named outright by Canada's ten-digit concordance, 2011 to 2012",yes,yes,yes,decided,
IMR-3004500040-199801,3004.50.00.40,IM-3004509920-199001,official_record,"named outright by Canada's ten-digit concordance, 2011 to 2012",yes,yes,yes,decided,
IMR-3004500040-200201,3004.50.00.40,IM-3004509920-199001,official_record,"named outright by Canada's ten-digit concordance, 2011 to 2012",yes,yes,yes,decided,
IMR-3004500050-199801,3004.50.00.50,IM-3004501000-198801,official_record,"named outright by Canada's ten-digit concordance, 2011 to 2012 | named outright by Canada's ten-digit concordance, 2016 to 2017",yes,yes,yes,decided,
IMR-3004500050-200201,3004.50.00.50,IM-3004501000-198801,official_record,"named outright by Canada's ten-digit concordance, 2011 to 2012 | named outright by Canada's ten-digit concordance, 2016 to 2017",yes,yes,yes,decided,
IMR-3004500061-199801,3004.50.00.61,IM-3004509921-198801,official_record,"named outright by Canada's ten-digit concordance, 2011 to 2012",yes,yes,yes,decided,
IMR-3004500069-199801,3004.50.00.69,IM-3004509921-198801,official_record,"named outright by Canada's ten-digit concordance, 2011 to 2012",yes,yes,yes,decided,
IMR-3004500069-200201,3004.50.00.69,IM-3004509921-198801,official_record,"named outright by Canada's ten-digit concordance, 2011 to 2012",yes,yes,yes,decided,
IMR-3004500070-199801,3004.50.00.70,IM-3004509930-198801,official_record,"named outright by Canada's ten-digit concordance, 2011 to 2012",yes,yes,yes,decided,
IMR-3004500070-200201,3004.50.00.70,IM-3004509930-198801,official_record,"named outright by Canada's ten-digit concordance, 2011 to 2012",yes,yes,yes,decided,
IMR-3004500090-201201,3004.50.00.90,IM-3004509930-198801,never_retired,,not_applicable,,not_applicable,,
IMR-3004501000-198801,3004.50.10.00,IM-3004501000-198801,analyst;official_record,"the analyst accepted the proposal | named outright by Canada's ten-digit concordance, 2011 to 2012",yes,yes,yes,approve;decided,
IMR-3004509100-198801,3004.50.91.00,IM-3004501000-198801,analyst,the analyst accepted the proposal | the analyst accepted the proposal,yes,yes,yes,approve,
IMR-3004509911-198801,3004.50.99.11,IM-3004509911-198801,analyst;official_record,"the analyst accepted the proposal | named outright by Canada's ten-digit concordance, 2011 to 2012",yes,yes,yes,approve;decided,
IMR-3004509912-198801,3004.50.99.12,IM-3004509911-198801,analyst;official_record,"the analyst accepted the proposal | named outright by Canada's ten-digit concordance, 2011 to 2012",yes,yes,yes,approve;decided,
IMR-3004509919-198801,3004.50.99.19,IM-3004509911-198801,analyst;official_record,"the analyst accepted the proposal | named outright by Canada's ten-digit concordance, 2011 to 2012",yes,yes,yes,approve;decided,
IMR-3004509920-199001,3004.50.99.20,IM-3004509920-199001,analyst;official_record,"the analyst accepted the proposal | named outright by Canada's ten-digit concordance, 2011 to 2012",yes,yes,yes,approve;decided,
IMR-3004509921-198801,3004.50.99.21,IM-3004509921-198801,analyst;official_record,"the analyst accepted the proposal | the analyst accepted the proposal | named outright by Canada's ten-digit concordance, 2011 to 2012",yes,yes,yes,approve;decided,
IMR-3004509922-198801,3004.50.99.22,IM-3004501000-198801,analyst;official_record,"the analyst accepted the proposal | the analyst accepted the proposal | named outright by Canada's ten-digit concordance, 2011 to 2012 | named outright by Canada's ten-digit concordance, 2016 to 2017",yes,yes,yes,approve;decided,
IMR-3004509929-198801,3004.50.99.29,IM-3004509921-198801,analyst;official_record,"the analyst accepted the proposal | the analyst accepted the proposal | named outright by Canada's ten-digit concordance, 2011 to 2012",yes,yes,yes,approve;decided,
IMR-3004509930-198801,3004.50.99.30,IM-3004509930-198801,analyst;official_record,"the analyst accepted the proposal | the analyst accepted the proposal | named outright by Canada's ten-digit concordance, 2011 to 2012",yes,yes,yes,approve;decided,
IMR-3004509930-199001,3004.50.99.30,IM-3004501000-198801,analyst;official_record,"the analyst accepted the proposal | named outright by Canada's ten-digit concordance, 2011 to 2012 | named outright by Canada's ten-digit concordance, 2016 to 2017",yes,yes,yes,approve;decided,
IMR-3004509941-199001,3004.50.99.41,IM-3004509921-198801,analyst;official_record,"the analyst accepted the proposal | named outright by Canada's ten-digit concordance, 2011 to 2012",yes,yes,yes,approve;decided,
IMR-3004509949-199001,3004.50.99.49,IM-3004509921-198801,analyst;official_record,"the analyst accepted the proposal | named outright by Canada's ten-digit concordance, 2011 to 2012",yes,yes,yes,approve;decided,
IMR-3004509950-199001,3004.50.99.50,IM-3004509930-198801,analyst;official_record,"the analyst accepted the proposal | named outright by Canada's ten-digit concordance, 2011 to 2012",yes,yes,yes,approve;decided,
IMR-3004600000-201701,3004.60.00.00,IM-3004600000-201701,never_retired,,not_applicable,,not_applicable,,
IMR-3004900011-199801,3004.90.00.11,IM-3004901010-198801,never_retired,,not_applicable,,not_applicable,,
IMR-3004900011-200201,3004.90.00.11,IM-3004901010-198801,never_retired,,not_applicable,,not_applicable,,
IMR-3004900012-199801,3004.90.00.12,IM-3004901020-198801,never_retired,,not_applicable,,not_applicable,,
IMR-3004900012-200201,3004.90.00.12,IM-3004901020-198801,never_retired,,not_applicable,,not_applicable,,
IMR-3004900019-199801,3004.90.00.19,IM-3004901090-198801,never_retired,,not_applicable,,not_applicable,,
IMR-3004900019-200201,3004.90.00.19,IM-3004901090-198801,never_retired,,not_applicable,,not_applicable,,
IMR-3004900020-199801,3004.90.00.20,IM-3004909100-198801,analyst,the analyst accepted the proposal,yes,yes,yes,approve,
IMR-3004900021-201804,3004.90.00.21,IM-3004900021-201804,never_retired,,not_applicable,,not_applicable,,
IMR-3004900022-201801,3004.90.00.22,IM-3004909911-198801,never_retired,,not_applicable,,not_applicable,,
IMR-3004900023-201801,3004.90.00.23,IM-3004909912-198801,never_retired,,not_applicable,,not_applicable,,
IMR-3004900024-201801,3004.90.00.24,IM-3004909913-198801,never_retired,,not_applicable,,not_applicable,,
IMR-3004900025-201801,3004.90.00.25,IM-3004909914-198801,never_retired,,not_applicable,,not_applicable,,
IMR-3004900026-201801,3004.90.00.26,IM-3004909915-199001,never_retired,,not_applicable,,not_applicable,,
IMR-3004900027-201801,3004.90.00.27,IM-3004909916-199004,never_retired,,not_applicable,,not_applicable,,
IMR-3004900029-201801,3004.90.00.29,IM-3004909919-198801,never_retired,,not_applicable,,not_applicable,,
IMR-3004900031-199801,3004.90.00.31,IM-3004909911-198801,analyst,the analyst accepted the proposal,no,,no,approve,
IMR-3004900031-201701,3004.90.00.31,IM-3004909911-198801,analyst,the analyst accepted the proposal,no,,no,approve,
IMR-3004900032-199801,3004.90.00.32,IM-3004909912-198801,analyst,the analyst accepted the proposal,no,,no,approve,
IMR-3004900032-200201,3004.90.00.32,IM-3004909912-198801,analyst,the analyst accepted the proposal,no,,no,approve,
IMR-3004900032-201701,3004.90.00.32,IM-3004909912-198801,analyst,the analyst accepted the proposal,no,,no,approve,
IMR-3004900033-199801,3004.90.00.33,IM-3004909913-198801,analyst,the analyst accepted the proposal,no,,no,approve,
IMR-3004900033-201701,3004.90.00.33,IM-3004909913-198801,analyst,the analyst accepted the proposal,no,,no,approve,
IMR-3004900034-199801,3004.90.00.34,IM-3004909914-198801,analyst,the analyst accepted the proposal,no,,no,approve,
IMR-3004900034-201701,3004.90.00.34,IM-3004909914-198801,analyst,the analyst accepted the proposal,no,,no,approve,
IMR-3004900035-199801,3004.90.00.35,IM-3004909915-199001,analyst,the analyst accepted the proposal,no,,no,approve,
IMR-3004900035-201701,3004.90.00.35,IM-3004909915-199001,analyst,the analyst accepted the proposal,no,,no,approve,
IMR-3004900036-199801,3004.90.00.36,IM-3004909916-199004,analyst,the analyst accepted the proposal,no,,no,approve,
IMR-3004900036-201701,3004.90.00.36,IM-3004909916-199004,analyst,the analyst accepted the proposal,no,,no,approve,
IMR-3004900039-199801,3004.90.00.39,IM-3004909919-198801,analyst,the analyst accepted the proposal,no,,no,approve,
IMR-3004900039-201701,3004.90.00.39,IM-3004909919-198801,analyst,the analyst accepted the proposal,no,,no,approve,
IMR-3004900041-199801,3004.90.00.41,IM-3004909921-198801,official_record,"named outright by Canada's ten-digit concordance, 2011 to 2012",yes,yes,yes,decided,
IMR-3004900042-199801,3004.90.00.42,IM-3004909922-199001,never_retired,,not_applicable,,not_applicable,,
IMR-3004900042-201701,3004.90.00.42,IM-3004909922-199001,never_retired,,not_applicable,,not_applicable,,
IMR-3004900043-199801,3004.90.00.43,IM-3004909923-199001,never_retired,,not_applicable,,not_applicable,,
IMR-3004900043-201701,3004.90.00.43,IM-3004909923-199001,never_retired,,not_applicable,,not_applicable,,
IMR-3004900049-199801,3004.90.00.49,IM-3004909921-198801,never_retired,,not_applicable,,not_applicable,,
IMR-3004900049-201201,3004.90.00.49,IM-3004909921-198801,never_retired,,not_applicable,,not_applicable,,
IMR-3004900049-201701,3004.90.00.49,IM-3004909921-198801,never_retired,,not_applicable,,not_applicable,,
IMR-3004900050-199801,3004.90.00.50,IM-3004909930-198801,never_retired,,not_applicable,,not_applicable,,
IMR-3004900050-201701,3004.90.00.50,IM-3004909930-198801,never_retired,,not_applicable,,not_applicable,,
IMR-3004900061-199801,3004.90.00.61,IM-3004909941-199001,never_retired,,not_applicable,,not_applicable,,
IMR-3004900061-201701,3004.90.00.61,IM-3004909941-199001,never_retired,,not_applicable,,not_applicable,,
IMR-3004900069-199801,3004.90.00.69,IM-3004909940-198801,never_retired,,not_applicable,,not_applicable,,
IMR-3004900069-201701,3004.90.00.69,IM-3004909940-198801,never_retired,,not_applicable,,not_applicable,,
IMR-3004900071-199801,3004.90.00.71,IM-3004909950-198801,never_retired,,not_applicable,,not_applicable,,
IMR-3004900071-201701,3004.90.00.71,IM-3004909950-198801,never_retired,,not_applicable,,not_applicable,,
IMR-3004900072-199801,3004.90.00.72,IM-3004909960-198801,never_retired,,not_applicable,,not_applicable,,
IMR-3004900072-201701,3004.90.00.72,IM-3004909960-198801,never_retired,,not_applicable,,not_applicable,,
IMR-3004900073-199801,3004.90.00.73,IM-3004909971-199001,never_retired,,not_applicable,,not_applicable,,
IMR-3004900073-201701,3004.90.00.73,IM-3004909971-199001,never_retired,,not_applicable,,not_applicable,,
IMR-3004900074-199801,3004.90.00.74,IM-3004909979-199001,never_retired,,not_applicable,,not_applicable,,
IMR-3004900074-201201,3004.90.00.74,IM-3004909979-199001,never_retired,,not_applicable,,not_applicable,,
IMR-3004900074-201701,3004.90.00.74,IM-3004909979-199001,never_retired,,not_applicable,,not_applicable,,
IMR-3004900075-199801,3004.90.00.75,IM-3004909981-198801,never_retired,,not_applicable,,not_applicable,,
IMR-3004900075-201701,3004.90.00.75,IM-3004909981-198801,never_retired,,not_applicable,,not_applicable,,
IMR-3004900076-199801,3004.90.00.76,IM-3004909982-198801,never_retired,,not_applicable,,not_applicable,,
IMR-3004900076-201201,3004.90.00.76,IM-3004909982-198801,never_retired,,not_applicable,,not_applicable,,
IMR-3004900076-201701,3004.90.00.76,IM-3004909982-198801,never_retired,,not_applicable,,not_applicable,,
IMR-3004900077-199801,3004.90.00.77,IM-3004909983-199001,never_retired,,not_applicable,,not_applicable,,
IMR-3004900077-201701,3004.90.00.77,IM-3004909983-199001,never_retired,,not_applicable,,not_applicable,,
IMR-3004900078-199801,3004.90.00.78,IM-3004909984-199001,never_retired,,not_applicable,,not_applicable,,
IMR-3004900078-201701,3004.90.00.78,IM-3004909984-199001,never_retired,,not_applicable,,not_applicable,,
IMR-3004900079-199801,3004.90.00.79,IM-3004909100-198801,never_retired,,not_applicable,,not_applicable,,
IMR-3004900079-200201,3004.90.00.79,IM-3004909100-198801,never_retired,,not_applicable,,not_applicable,,
IMR-3004900079-201201,3004.90.00.79,IM-3004909100-198801,never_retired,,not_applicable,,not_applicable,,
IMR-3004900079-201701,3004.90.00.79,IM-3004909100-198801,never_retired,,not_applicable,,not_applicable,,
IMR-3004900081-199801,3004.90.00.81,IM-3004909991-198801,official_record,"named outright by Canada's ten-digit concordance, 2011 to 2012",yes,yes,yes,decided,
IMR-3004900089-199801,3004.90.00.89,IM-3004909991-198801,official_record,"named outright by Canada's ten-digit concordance, 2011 to 2012",yes,yes,yes,decided,
IMR-3004900089-200201,3004.90.00.89,IM-3004909991-198801,official_record,"named outright by Canada's ten-digit concordance, 2011 to 2012",yes,yes,yes,decided,
IMR-3004900090-201201,3004.90.00.90,IM-3004909991-198801,never_retired,,not_applicable,,not_applicable,,
IMR-3004900090-201701,3004.90.00.90,IM-3004909991-198801,never_retired,,not_applicable,,not_applicable,,
IMR-3004901010-198801,3004.90.10.10,IM-3004901010-198801,analyst,the analyst accepted the proposal,no,,no,approve,
IMR-3004901020-198801,3004.90.10.20,IM-3004901020-198801,analyst,the analyst accepted the proposal,no,,no,approve,
IMR-3004901020-199001,3004.90.10.20,IM-3004901020-198801,analyst,the analyst accepted the proposal,no,,no,approve,
IMR-3004901090-198801,3004.90.10.90,IM-3004901090-198801,analyst,the analyst accepted the proposal,no,,no,approve,
IMR-3004909100-198801,3004.90.91.00,IM-3004909100-198801,analyst,the analyst accepted the proposal | the analyst accepted the proposal,yes,yes,yes,approve,
IMR-3004909911-198801,3004.90.99.11,IM-3004909911-198801,analyst,the analyst accepted the proposal | the analyst accepted the proposal,no,,no,approve,
IMR-3004909912-198801,3004.90.99.12,IM-3004909912-198801,analyst,the analyst accepted the proposal | the analyst accepted the proposal,no,,no,approve,
IMR-3004909913-198801,3004.90.99.13,IM-3004909913-198801,analyst,the analyst accepted the proposal | the analyst accepted the proposal,no,,no,approve,
IMR-3004909914-198801,3004.90.99.14,IM-3004909914-198801,analyst,the analyst accepted the proposal | the analyst accepted the proposal,no,,no,approve,
IMR-3004909915-199001,3004.90.99.15,IM-3004909915-199001,analyst,the analyst accepted the proposal | the analyst accepted the proposal,no,,no,approve,
IMR-3004909916-199004,3004.90.99.16,IM-3004909916-199004,analyst,the analyst accepted the proposal | the analyst accepted the proposal,no,,no,approve,
IMR-3004909919-198801,3004.90.99.19,IM-3004909919-198801,analyst,the analyst accepted the proposal | the analyst accepted the proposal,no,,no,approve,
