uid,orig_commodity,orig_hs_code,orig_description,orig_first_period,orig_last_period,family_id,latest_commodity,latest_hs_code,latest_description,latest_status,v1_uid,v1_family_id
IMR-3004401000-198803,"3004.40.10.00 - Alkaloids or their derivs, cont more than 23% of abs ethyl alc by vol, in dosage (Terminated 1997-12)",3004.40.10.00,"Alkaloids or their derivatives, containing more than 23% of abs ethyl alc by vol, in dosage",1988-03,1997-12,IM-3004409019-198801,"3004.49.00.90 - Medi,cont alkaloids/deriv t/o,nes,therap/prophltc,doses/frs,o/t No 30.02/05/06",3004.49.00.90,"Medicaments,containing alkaloids/derivative thereof,not elsewhere specified,therapeutic/prophylactic,doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",active,IMR_0237,IM_0137
IMR-3004409011-199008,"3004.40.90.11 - Codeine phosphate, for human use, in dosage (Terminated 1997-12)",3004.40.90.11,"Codeine phosphate, for human use, in dosage",1990-08,1996-12,IM-3004409019-198801,"3004.49.00.90 - Medi,cont alkaloids/deriv t/o,nes,therap/prophltc,doses/frs,o/t No 30.02/05/06",3004.49.00.90,"Medicaments,containing alkaloids/derivative thereof,not elsewhere specified,therapeutic/prophylactic,doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",active,IMR_0238,IM_0137
IMR-3004409019-198801,"3004.40.90.19 - Codeine or its derivs nes, for human use, in dosage (Terminated 1997-12)",3004.40.90.19,"Codeine or its derivatives not elsewhere specified, for human use, in dosage",1988-01,1997-12,IM-3004409019-198801,"3004.49.00.90 - Medi,cont alkaloids/deriv t/o,nes,therap/prophltc,doses/frs,o/t No 30.02/05/06",3004.49.00.90,"Medicaments,containing alkaloids/derivative thereof,not elsewhere specified,therapeutic/prophylactic,doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",active,IMR_0239,IM_0137
IMR-3004409020-198802,"3004.40.90.20 - Quinidine sulphate, for human use, in dosage (Terminated 1997-12)",3004.40.90.20,"Quinidine sulphate, for human use, in dosage",1988-02,1997-07,IM-3004409019-198801,"3004.49.00.90 - Medi,cont alkaloids/deriv t/o,nes,therap/prophltc,doses/frs,o/t No 30.02/05/06",3004.49.00.90,"Medicaments,containing alkaloids/derivative thereof,not elsewhere specified,therapeutic/prophylactic,doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",active,IMR_0240,IM_0137
IMR-3004409030-198802,"3004.40.90.30 - Vincristine, for human use, in dosage (Terminated 1997-12)",3004.40.90.30,"Vincristine, for human use, in dosage",1988-02,1997-11,IM-3004409019-198801,"3004.49.00.90 - Medi,cont alkaloids/deriv t/o,nes,therap/prophltc,doses/frs,o/t No 30.02/05/06",3004.49.00.90,"Medicaments,containing alkaloids/derivative thereof,not elsewhere specified,therapeutic/prophylactic,doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",active,IMR_0241,IM_0137
IMR-3004409040-198801,"3004.40.90.40 - Theophylline, for human use, in dosage (Terminated 1997-12)",3004.40.90.40,"Theophylline, for human use, in dosage",1988-01,1997-11,IM-3004409019-198801,"3004.49.00.90 - Medi,cont alkaloids/deriv t/o,nes,therap/prophltc,doses/frs,o/t No 30.02/05/06",3004.49.00.90,"Medicaments,containing alkaloids/derivative thereof,not elsewhere specified,therapeutic/prophylactic,doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",active,IMR_0242,IM_0137
IMR-3004409050-198801,"3004.40.90.50 - Morphine or its derivs, for human use, in dosage (Terminated 1997-12)",3004.40.90.50,"Morphine or its derivatives, for human use, in dosage",1988-01,1997-12,IM-3004409050-198801,"3004.49.00.10 - Medi,cont morphine/deriv t/o,nes,therap/prophltc,in doses/frs,o/t No 30.02/05/06",3004.49.00.10,"Medicaments,containing morphine/derivative thereof,not elsewhere specified,therapeutic/prophylactic,in doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",active,IMR_0243,IM_0140
IMR-3004409060-199111,"3004.40.90.60 - Cocaine or its derivs, for human use, in dosage (Terminated 1997-12)",3004.40.90.60,"Cocaine or its derivatives, for human use, in dosage",1991-11,1994-03,IM-3004409019-198801,"3004.49.00.90 - Medi,cont alkaloids/deriv t/o,nes,therap/prophltc,doses/frs,o/t No 30.02/05/06",3004.49.00.90,"Medicaments,containing alkaloids/derivative thereof,not elsewhere specified,therapeutic/prophylactic,doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",active,IMR_0244,IM_0140
IMR-3004409070-198805,"3004.40.90.70 - Aminophylline, for human use, in dosage (Terminated 1997-12)",3004.40.90.70,"Aminophylline, for human use, in dosage",1988-05,1997-12,IM-3004409019-198801,"3004.49.00.90 - Medi,cont alkaloids/deriv t/o,nes,therap/prophltc,doses/frs,o/t No 30.02/05/06",3004.49.00.90,"Medicaments,containing alkaloids/derivative thereof,not elsewhere specified,therapeutic/prophylactic,doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",active,IMR_0245,IM_0137
IMR-3004409080-198802,"3004.40.90.80 - Narcotic veg alkaloids or their narc derivs, nes, for human use, in dosage (Terminated 1997-12)",3004.40.90.80,"Narcotic veg alkaloids or their narcotic derivatives, not elsewhere specified, for human use, in dosage",1988-02,1997-12,IM-3004409019-198801,"3004.49.00.90 - Medi,cont alkaloids/deriv t/o,nes,therap/prophltc,doses/frs,o/t No 30.02/05/06",3004.49.00.90,"Medicaments,containing alkaloids/derivative thereof,not elsewhere specified,therapeutic/prophylactic,doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",active,IMR_0246,IM_0137
IMR-3004409090-198801,"3004.40.90.90 - Non-narc veg alkaloids or their non-narc derivs, nes, for human use, in dosage (Terminated 1997-12)",3004.40.90.90,"Non-narcotic veg alkaloids or their non-narcotic derivatives, not elsewhere specified, for human use, in dosage",1988-01,1997-12,IM-3004409019-198801,"3004.49.00.90 - Medi,cont alkaloids/deriv t/o,nes,therap/prophltc,doses/frs,o/t No 30.02/05/06",3004.49.00.90,"Medicaments,containing alkaloids/derivative thereof,not elsewhere specified,therapeutic/prophylactic,doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",active,IMR_0247,IM_0137
IMR-3004410000-201701,"3004.41.00.00 - Medicaments,cont ephedrin/salts,therap/prophltc,in doses/frs,o/t No 30.02/05/06",3004.41.00.00,"Medicaments,containing ephedrin/salts,therapeutic/prophylactic,in doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",2017-01,2026-05,IM-3004410000-201701,"3004.41.00.00 - Medicaments,cont ephedrin/salts,therap/prophltc,in doses/frs,o/t No 30.02/05/06",3004.41.00.00,"Medicaments,containing ephedrin/salts,therapeutic/prophylactic,in doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",not_a_retirement,IMR_0248,IM_0147
IMR-3004420000-201701,"3004.42.00.00 - Medi,cont pseudoephedrine/salts,therap/prophltc,in doses/frs,o/t No 30.02/05/06",3004.42.00.00,"Medicaments,containing pseudoephedrine/salts,therapeutic/prophylactic,in doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",2017-01,2026-06,IM-3004420000-201701,"3004.42.00.00 - Medi,cont pseudoephedrine/salts,therap/prophltc,in doses/frs,o/t No 30.02/05/06",3004.42.00.00,"Medicaments,containing pseudoephedrine/salts,therapeutic/prophylactic,in doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",active,IMR_0249,IM_0148
IMR-3004430000-201712,"3004.43.00.00 - Medi,cont norephedrine/salts,therap/prophltc,in doses/frs,o/t No 30.02/05/06",3004.43.00.00,"Medicaments,containing norephedrine/salts,therapeutic/prophylactic,in doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",2017-12,2026-06,IM-3004430000-201712,"3004.43.00.00 - Medi,cont norephedrine/salts,therap/prophltc,in doses/frs,o/t No 30.02/05/06",3004.43.00.00,"Medicaments,containing norephedrine/salts,therapeutic/prophylactic,in doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",active,IMR_0250,IM_0149
IMR-3004490010-201702,"3004.49.00.10 - Medi,cont morphine/deriv t/o,nes,therap/prophltc,in doses/frs,o/t No 30.02/05/06",3004.49.00.10,"Medicaments,containing morphine/derivative thereof,not elsewhere specified,therapeutic/prophylactic,in doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",2017-02,2026-06,IM-3004409050-198801,"3004.49.00.10 - Medi,cont morphine/deriv t/o,nes,therap/prophltc,in doses/frs,o/t No 30.02/05/06",3004.49.00.10,"Medicaments,containing morphine/derivative thereof,not elsewhere specified,therapeutic/prophylactic,in doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",active,IMR_0251,IM_0140
IMR-3004490090-201701,"3004.49.00.90 - Medi,cont alkaloids/deriv t/o,nes,therap/prophltc,doses/frs,o/t No 30.02/05/06",3004.49.00.90,"Medicaments,containing alkaloids/derivative thereof,not elsewhere specified,therapeutic/prophylactic,doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",2017-01,2026-06,IM-3004409019-198801,"3004.49.00.90 - Medi,cont alkaloids/deriv t/o,nes,therap/prophltc,doses/frs,o/t No 30.02/05/06",3004.49.00.90,"Medicaments,containing alkaloids/derivative thereof,not elsewhere specified,therapeutic/prophylactic,doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",active,IMR_0252,IM_0137
IMR-3004500010-199801,"3004.50.00.10 - Mx of amino acids & vitamins,& mx of amino acids, protein hydrolysates & vit,etc (Terminated 2011-12)",3004.50.00.10,"Mixtures of amino acids & vitamins,& Mixtures of amino acids, protein hydrolysates & vit,etc",1998-01,2011-12,IM-3004501000-198801,"3004.50.00.19 - Medi,cont vitamins/prod of No 29.36,human use,doses/pack frs,o/t No 30.02/05/06",3004.50.00.19,"Medicaments,containing vitamins/prod of No 29.36,human use,doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06",active,IMR_0253,IM_0152
IMR-3004500011-201201,"3004.50.00.11 - Medi,cont single vitamin,not mixed,f human,doses/pack frs,o/t No 30.02/05/06,nes",3004.50.00.11,"Medicaments,containing single vitamin,not mixed,for human,doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06,not elsewhere specified",2012-01,2026-06,IM-3004509911-198801,"3004.50.00.11 - Medi,cont single vitamin,not mixed,f human,doses/pack frs,o/t No 30.02/05/06,nes",3004.50.00.11,"Medicaments,containing single vitamin,not mixed,for human,doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06,not elsewhere specified",active,IMR_0254,IM_0153
IMR-3004500012-201201,"3004.50.00.12 - Medi,cont 1 vitamin,mix w o supplements,f human use,doses/frs,o/t No 30.02/05/06",3004.50.00.12,"Medicaments,containing 1 vitamin,mixed with other supplements,for human use,doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",2012-01,2026-06,IM-3004509920-199001,"3004.50.00.12 - Medi,cont 1 vitamin,mix w o supplements,f human use,doses/frs,o/t No 30.02/05/06",3004.50.00.12,"Medicaments,containing 1 vitamin,mixed with other supplements,for human use,doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",active,IMR_0255,IM_0154
IMR-3004500013-201201,"3004.50.00.13 - Medicaments cont multivitamins not mixed with other suppl,for hum use,in dosage (Terminated 2016-12)",3004.50.00.13,"Medicaments containing multivitamins not mixed with other suppl,for human use,in dosage",2012-01,2016-12,IM-3004501000-198801,"3004.50.00.19 - Medi,cont vitamins/prod of No 29.36,human use,doses/pack frs,o/t No 30.02/05/06",3004.50.00.19,"Medicaments,containing vitamins/prod of No 29.36,human use,doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06",active,IMR_0256,IM_0152
IMR-3004500014-201201,"3004.50.00.14 - Medi,cont multivitamins,mix w o suppl,f human use,doses/frs,o/t No 30.02/05/06",3004.50.00.14,"Medicaments,containing multivitamins,mixed with other suppl,for human use,doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",2012-01,2026-06,IM-3004509921-198801,"3004.50.00.14 - Medi,cont multivitamins,mix w o suppl,f human use,doses/frs,o/t No 30.02/05/06",3004.50.00.14,"Medicaments,containing multivitamins,mixed with other suppl,for human use,doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",active,IMR_0257,IM_0156
IMR-3004500019-201201,"3004.50.00.19 - Other medicaments cont vitamins and their derivs, for human use, in dosage,nes",3004.50.00.19,"Other medicaments containing vitamins and their derivatives, for human use, in dosage,not elsewhere specified",2012-01,2016-12,IM-3004501000-198801,"3004.50.00.19 - Medi,cont vitamins/prod of No 29.36,human use,doses/pack frs,o/t No 30.02/05/06",3004.50.00.19,"Medicaments,containing vitamins/prod of No 29.36,human use,doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06",active,IMR_0259,IM_0152
IMR-3004500019-201701,"3004.50.00.19 - Medi,cont vitamins/prod of No 29.36,human use,doses/pack frs,o/t No 30.02/05/06",3004.50.00.19,"Medicaments,containing vitamins/prod of No 29.36,human use,doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06",2017-01,2026-06,IM-3004501000-198801,"3004.50.00.19 - Medi,cont vitamins/prod of No 29.36,human use,doses/pack frs,o/t No 30.02/05/06",3004.50.00.19,"Medicaments,containing vitamins/prod of No 29.36,human use,doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06",active,IMR_0258,IM_0152
IMR-3004500020-199801,"3004.50.00.20 - Vitamins, cont more than 23% of abs ethyl alc by vol, for human use, in dosage (Terminated 2011-12)",3004.50.00.20,"Vitamins, containing more than 23% of abs ethyl alc by vol, for human use, in dosage",1998-01,2011-12,IM-3004501000-198801,"3004.50.00.19 - Medi,cont vitamins/prod of No 29.36,human use,doses/pack frs,o/t No 30.02/05/06",3004.50.00.19,"Medicaments,containing vitamins/prod of No 29.36,human use,doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06",active,IMR_0260,IM_0152
IMR-3004500031-199801,"3004.50.00.31 - Vitamin C only, for human use, in dosage (Terminated 2011-12)",3004.50.00.31,"Vitamin C only, for human use, in dosage",1998-01,2011-12,IM-3004509911-198801,"3004.50.00.11 - Medi,cont single vitamin,not mixed,f human,doses/pack frs,o/t No 30.02/05/06,nes",3004.50.00.11,"Medicaments,containing single vitamin,not mixed,for human,doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06,not elsewhere specified",active,IMR_0261,IM_0153
IMR-3004500032-199801,"3004.50.00.32 - Vitamin E only, for human use, in dosage (Terminated 2011-12)",3004.50.00.32,"Vitamin E only, for human use, in dosage",1998-01,2011-12,IM-3004509911-198801,"3004.50.00.11 - Medi,cont single vitamin,not mixed,f human,doses/pack frs,o/t No 30.02/05/06,nes",3004.50.00.11,"Medicaments,containing single vitamin,not mixed,for human,doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06,not elsewhere specified",active,IMR_0262,IM_0153
IMR-3004500039-199801,"3004.50.00.39 - Single vitamin only, nes, for human use, in dosage (Terminated 2011-12)",3004.50.00.39,"Single vitamin only, not elsewhere specified, for human use, in dosage",1998-01,2011-12,IM-3004509911-198801,"3004.50.00.11 - Medi,cont single vitamin,not mixed,f human,doses/pack frs,o/t No 30.02/05/06,nes",3004.50.00.11,"Medicaments,containing single vitamin,not mixed,for human,doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06,not elsewhere specified",active,IMR_0263,IM_0153
IMR-3004500040-199801,"3004.50.00.40 - Single vitamin mixed w o supplements, for human use, in dosage (Terminated 2011-12)",3004.50.00.40,"Single vitamin mixed with other supplements, for human use, in dosage",1998-01,2001-12,IM-3004509920-199001,"3004.50.00.12 - Medi,cont 1 vitamin,mix w o supplements,f human use,doses/frs,o/t No 30.02/05/06",3004.50.00.12,"Medicaments,containing 1 vitamin,mixed with other supplements,for human use,doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",active,IMR_0264,IM_0154
IMR-3004500040-200201,"3004.50.00.40 - Single vitamin mixed w other supplements, for human use, in dosage (Terminated 2011-12)",3004.50.00.40,"Single vitamin mixed with other supplements, for human use, in dosage",2002-01,2011-12,IM-3004509920-199001,"3004.50.00.12 - Medi,cont 1 vitamin,mix w o supplements,f human use,doses/frs,o/t No 30.02/05/06",3004.50.00.12,"Medicaments,containing 1 vitamin,mixed with other supplements,for human use,doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",active,IMR_0265,IM_0154
IMR-3004500050-199801,"3004.50.00.50 - Multivitamins not mixed with o supplements, for human use, in dosage (Terminated 2011-12)",3004.50.00.50,"Multivitamins not mixed with other supplements, for human use, in dosage",1998-01,2001-12,IM-3004501000-198801,"3004.50.00.19 - Medi,cont vitamins/prod of No 29.36,human use,doses/pack frs,o/t No 30.02/05/06",3004.50.00.19,"Medicaments,containing vitamins/prod of No 29.36,human use,doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06",active,IMR_0266,IM_0152
IMR-3004500050-200201,"3004.50.00.50 - Multivitamins not mixed with other supplements, for human use, in dosage (Terminated 2011-12)",3004.50.00.50,"Multivitamins not mixed with other supplements, for human use, in dosage",2002-01,2011-12,IM-3004501000-198801,"3004.50.00.19 - Medi,cont vitamins/prod of No 29.36,human use,doses/pack frs,o/t No 30.02/05/06",3004.50.00.19,"Medicaments,containing vitamins/prod of No 29.36,human use,doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06",active,IMR_0267,IM_0152
IMR-3004500061-199801,"3004.50.00.61 - Vitamins-iron preparation, for human use, in dosage (Terminated 2011-12)",3004.50.00.61,"Vitamins-iron preparation, for human use, in dosage",1998-01,2011-12,IM-3004509921-198801,"3004.50.00.14 - Medi,cont multivitamins,mix w o suppl,f human use,doses/frs,o/t No 30.02/05/06",3004.50.00.14,"Medicaments,containing multivitamins,mixed with other suppl,for human use,doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",active,IMR_0268,IM_0156
IMR-3004500069-199801,"3004.50.00.69 - Multivitamins mixed with other supplements, nes, for human use, in dosage, (Terminated 2011-12)",3004.50.00.69,"Multivitamins mixed with other supplements, not elsewhere specified, for human use, in dosage,",1998-01,2001-12,IM-3004509921-198801,"3004.50.00.14 - Medi,cont multivitamins,mix w o suppl,f human use,doses/frs,o/t No 30.02/05/06",3004.50.00.14,"Medicaments,containing multivitamins,mixed with other suppl,for human use,doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",active,IMR_0270,IM_0152
IMR-3004500069-200201,"3004.50.00.69 - Multivitamins mixed with other supplements, nes, for human use, in dosage (Terminated 2011-12)",3004.50.00.69,"Multivitamins mixed with other supplements, not elsewhere specified, for human use, in dosage",2002-01,2011-12,IM-3004509921-198801,"3004.50.00.14 - Medi,cont multivitamins,mix w o suppl,f human use,doses/frs,o/t No 30.02/05/06",3004.50.00.14,"Medicaments,containing multivitamins,mixed with other suppl,for human use,doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",active,IMR_0269,IM_0152
IMR-3004500070-199801,"3004.50.00.70 - Vitamins & their derivs, nes, for vet use, in dosage (Terminated 2011-12)",3004.50.00.70,"Vitamins & their derivatives, not elsewhere specified, for veterinary use, in dosage",1998-01,2001-12,IM-3004509930-198801,"3004.50.00.90 - Medi,cont vitamins,for veterinary use,in doses/pack frs,o/t No 30.02/05/06,nes",3004.50.00.90,"Medicaments,containing vitamins,for veterinary use,in doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06,not elsewhere specified",active,IMR_0272,IM_0166
IMR-3004500070-200201,"3004.50.00.70 - Vitamins & their derivatives, nes, for veterinary use, in dosage (Terminated 2011-12)",3004.50.00.70,"Vitamins & their derivatives, not elsewhere specified, for veterinary use, in dosage",2002-01,2011-12,IM-3004509930-198801,"3004.50.00.90 - Medi,cont vitamins,for veterinary use,in doses/pack frs,o/t No 30.02/05/06,nes",3004.50.00.90,"Medicaments,containing vitamins,for veterinary use,in doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06,not elsewhere specified",active,IMR_0271,IM_0166
IMR-3004500090-201201,"3004.50.00.90 - Medi,cont vitamins,for veterinary use,in doses/pack frs,o/t No 30.02/05/06,nes",3004.50.00.90,"Medicaments,containing vitamins,for veterinary use,in doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06,not elsewhere specified",2012-01,2026-06,IM-3004509930-198801,"3004.50.00.90 - Medi,cont vitamins,for veterinary use,in doses/pack frs,o/t No 30.02/05/06,nes",3004.50.00.90,"Medicaments,containing vitamins,for veterinary use,in doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06,not elsewhere specified",active,IMR_0273,IM_0166
IMR-3004501000-198801,"3004.50.10.00 - Mx of amino acids & vitamins,& mx of amino acids, protein hydrolysates & vit,etc (Terminated 1997-12)",3004.50.10.00,"Mixtures of amino acids & vitamins,& Mixtures of amino acids, protein hydrolysates & vit,etc",1988-01,1997-12,IM-3004501000-198801,"3004.50.00.19 - Medi,cont vitamins/prod of No 29.36,human use,doses/pack frs,o/t No 30.02/05/06",3004.50.00.19,"Medicaments,containing vitamins/prod of No 29.36,human use,doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06",active,IMR_0274,IM_0152
IMR-3004509100-198801,"3004.50.91.00 - Vitamins, cont more than 23% of abs ethyl alc by vol, for human use, in dosage (Terminated 1997-12)",3004.50.91.00,"Vitamins, containing more than 23% of abs ethyl alc by vol, for human use, in dosage",1988-01,1997-06,IM-3004501000-198801,"3004.50.00.19 - Medi,cont vitamins/prod of No 29.36,human use,doses/pack frs,o/t No 30.02/05/06",3004.50.00.19,"Medicaments,containing vitamins/prod of No 29.36,human use,doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06",active,IMR_0275,IM_0152
IMR-3004509911-198801,"3004.50.99.11 - Vitamin C only, for human use, in dosage (Terminated 1997-12)",3004.50.99.11,"Vitamin C only, for human use, in dosage",1988-01,1997-12,IM-3004509911-198801,"3004.50.00.11 - Medi,cont single vitamin,not mixed,f human,doses/pack frs,o/t No 30.02/05/06,nes",3004.50.00.11,"Medicaments,containing single vitamin,not mixed,for human,doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06,not elsewhere specified",active,IMR_0276,IM_0153
IMR-3004509912-198801,"3004.50.99.12 - Vitamin E only, for human use, in dosage (Terminated 1997-12)",3004.50.99.12,"Vitamin E only, for human use, in dosage",1988-01,1997-12,IM-3004509911-198801,"3004.50.00.11 - Medi,cont single vitamin,not mixed,f human,doses/pack frs,o/t No 30.02/05/06,nes",3004.50.00.11,"Medicaments,containing single vitamin,not mixed,for human,doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06,not elsewhere specified",active,IMR_0277,IM_0153
IMR-3004509919-198801,"3004.50.99.19 - Single vitamin only, nes, for human use, in dosage (Terminated 1997-12)",3004.50.99.19,"Single vitamin only, not elsewhere specified, for human use, in dosage",1988-01,1997-12,IM-3004509911-198801,"3004.50.00.11 - Medi,cont single vitamin,not mixed,f human,doses/pack frs,o/t No 30.02/05/06,nes",3004.50.00.11,"Medicaments,containing single vitamin,not mixed,for human,doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06,not elsewhere specified",active,IMR_0278,IM_0153
IMR-3004509920-199001,"3004.50.99.20 - Single vitamin mixed w o supplements, for human use, in dosage (Terminated 1997-12)",3004.50.99.20,"Single vitamin mixed with other supplements, for human use, in dosage",1990-01,1997-12,IM-3004509920-199001,"3004.50.00.12 - Medi,cont 1 vitamin,mix w o supplements,f human use,doses/frs,o/t No 30.02/05/06",3004.50.00.12,"Medicaments,containing 1 vitamin,mixed with other supplements,for human use,doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",active,IMR_0279,IM_0154
IMR-3004509921-198801,"3004.50.99.21 - Vitamins-iron preparation, for human use, in dosage (Terminated 1989-12)",3004.50.99.21,"Vitamins-iron preparation, for human use, in dosage",1988-01,1989-12,IM-3004509921-198801,"3004.50.00.14 - Medi,cont multivitamins,mix w o suppl,f human use,doses/frs,o/t No 30.02/05/06",3004.50.00.14,"Medicaments,containing multivitamins,mixed with other suppl,for human use,doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",active,IMR_0280,IM_0156
IMR-3004509922-198801,"3004.50.99.22 - Multivitamins not mixed with o supplements, for human use, in dosage (Terminated 1989-12)",3004.50.99.22,"Multivitamins not mixed with other supplements, for human use, in dosage",1988-01,1989-12,IM-3004501000-198801,"3004.50.00.19 - Medi,cont vitamins/prod of No 29.36,human use,doses/pack frs,o/t No 30.02/05/06",3004.50.00.19,"Medicaments,containing vitamins/prod of No 29.36,human use,doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06",active,IMR_0281,IM_0152
IMR-3004509929-198801,"3004.50.99.29 - Multivitamins mixed with other supplements, nes, for human use, in dosage (Terminated 1989-12)",3004.50.99.29,"Multivitamins mixed with other supplements, not elsewhere specified, for human use, in dosage",1988-01,1989-12,IM-3004509921-198801,"3004.50.00.14 - Medi,cont multivitamins,mix w o suppl,f human use,doses/frs,o/t No 30.02/05/06",3004.50.00.14,"Medicaments,containing multivitamins,mixed with other suppl,for human use,doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",active,IMR_0282,IM_0152
IMR-3004509930-198801,"3004.50.99.30 - Vitamins & their derivs,nes,for vet use, in dosage (Terminated 1997-12)",3004.50.99.30,"Vitamins & their derivatives,not elsewhere specified,for veterinary use, in dosage",1988-01,1989-12,IM-3004509930-198801,"3004.50.00.90 - Medi,cont vitamins,for veterinary use,in doses/pack frs,o/t No 30.02/05/06,nes",3004.50.00.90,"Medicaments,containing vitamins,for veterinary use,in doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06,not elsewhere specified",active,IMR_0284,IM_0166
IMR-3004509930-199001,"3004.50.99.30 - Multivitamins not mixed with o supplements, for human use, in dosage (Terminated 1997-12)",3004.50.99.30,"Multivitamins not mixed with other supplements, for human use, in dosage",1990-01,1997-12,IM-3004501000-198801,"3004.50.00.19 - Medi,cont vitamins/prod of No 29.36,human use,doses/pack frs,o/t No 30.02/05/06",3004.50.00.19,"Medicaments,containing vitamins/prod of No 29.36,human use,doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06",active,IMR_0283,IM_0152
IMR-3004509941-199001,"3004.50.99.41 - Vitamins-iron preparation, for human use, in dosage (Terminated 1997-12)",3004.50.99.41,"Vitamins-iron preparation, for human use, in dosage",1990-01,1997-12,IM-3004509921-198801,"3004.50.00.14 - Medi,cont multivitamins,mix w o suppl,f human use,doses/frs,o/t No 30.02/05/06",3004.50.00.14,"Medicaments,containing multivitamins,mixed with other suppl,for human use,doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",active,IMR_0285,IM_0156
IMR-3004509949-199001,"3004.50.99.49 - Multivitamins mixed with other supplements, nes, for human use, in dosage, (Terminated 1997-12)",3004.50.99.49,"Multivitamins mixed with other supplements, not elsewhere specified, for human use, in dosage,",1990-01,1997-12,IM-3004509921-198801,"3004.50.00.14 - Medi,cont multivitamins,mix w o suppl,f human use,doses/frs,o/t No 30.02/05/06",3004.50.00.14,"Medicaments,containing multivitamins,mixed with other suppl,for human use,doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",active,IMR_0286,IM_0152
IMR-3004509950-199001,"3004.50.99.50 - Vitamins & their derivs, nes, for vet use, in dosage (Terminated 1997-12)",3004.50.99.50,"Vitamins & their derivatives, not elsewhere specified, for veterinary use, in dosage",1990-01,1997-12,IM-3004509930-198801,"3004.50.00.90 - Medi,cont vitamins,for veterinary use,in doses/pack frs,o/t No 30.02/05/06,nes",3004.50.00.90,"Medicaments,containing vitamins,for veterinary use,in doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06,not elsewhere specified",active,IMR_0287,IM_0166
